Tiempo ;YAW;PITCH;E_YAW;E_PITCH
32.8;16.349;0.009;0;10.18
32.82;16.362;0.009;0;10.167
32.84;16.375;0.009;0;10.153
32.86;16.387;0.01;0;10.14
32.88;16.399;0.01;0;10.127
32.9;16.411;0.01;0;10.113
32.92;16.424;0.012;0;10.1
32.94;16.436;0.012;0;10.087
32.96;16.448;0.014;0;10.073
32.98;16.46;0.012;0;10.06
33;16.472;0.012;0;10.047
33.02;16.485;0.014;0;10.033
33.04;16.497;0.014;0;10.02
33.06;16.511;0.014;0;10.007
33.08;16.523;0.012;0;9.993
33.1;16.535;0.012;0;9.98
33.12;16.547;0.01;0;9.967
33.14;16.56;0.01;0;9.953
33.16;16.572;0.007;0;9.94
33.18;16.584;0.007;0;9.927
33.2;16.596;0.005;0;9.913
33.22;16.609;0.005;0;9.9
33.24;16.621;0.003;0;9.887
33.26;16.633;0.003;0;9.873
33.28;16.645;0.003;0;9.86
33.3;16.657;0.003;0;9.847
33.32;16.67;0.003;0;9.833
33.34;16.682;0.002;0;9.82
33.36;16.694;0.002;0;9.807
33.38;16.706;0;0;9.793
33.4;16.719;0;0;9.78
33.42;16.731;0;0;9.767
33.44;16.743;0;0;9.753
33.46;16.755;0;0;9.74
33.48;16.767;0;0;9.727
33.5;16.78;0;0;9.713
33.52;16.792;0;0;9.7
33.54;16.802;0;0;9.687
33.56;16.815;0;0;9.673
33.58;16.827;0.002;0;9.66
33.6;16.839;0.002;0;9.647
33.62;16.851;0.002;0;9.633
33.64;16.863;0.003;0;9.62
33.66;16.874;0.003;0;9.607
33.68;16.886;0.003;0;9.593
33.7;16.898;0.003;0;9.58
33.72;16.911;0.003;0;9.567
33.74;16.923;0.003;0;9.553
33.76;16.933;0.003;0;9.54
33.78;16.945;0.003;0;9.527
33.8;16.958;0.003;0;9.513
33.82;16.968;0.003;0;9.5
33.84;16.98;0.003;0;9.487
33.86;16.993;0.003;0;9.473
33.88;17.003;0.003;0;9.46
33.9;17.015;0.003;0;9.447
33.92;17.026;0.003;0;9.433
33.94;17.038;0.003;0;9.42
33.96;17.05;0.003;0;9.407
33.98;17.061;0.003;0;9.393
34;17.071;0.003;0;9.38
34.02;17.083;0.003;0;-9.333
34.04;17.094;0.003;0;-9.347
34.06;17.104;0.003;0;-9.36
34.08;17.113;0.003;0;-9.373
34.1;17.122;0.003;0;-9.387
34.12;17.13;0.003;0;-9.4
34.14;17.139;0.003;0;-9.413
34.16;17.148;0.003;0;-9.427
34.18;17.157;0.003;0;-9.44
34.2;17.165;0.003;0;-9.453
34.22;17.172;0.003;0;-9.467
34.24;17.179;0.003;0;-9.48
34.26;17.188;0.003;0;-9.493
34.28;17.195;0.003;0;-9.507
34.3;17.202;0.003;0;-9.52
34.32;17.209;0.003;0;-9.533
34.34;17.216;0.003;0;-9.547
34.36;17.223;0.003;0;-9.56
34.38;17.23;0.003;0;-9.573
34.4;17.237;0.003;0;-9.587
34.42;17.242;0.003;0;-9.6
34.44;17.249;0.003;0;-9.613
34.46;17.254;0.003;0;-9.627
34.48;17.261;0.003;0;-9.64
34.5;17.267;0.003;0;-9.653
34.52;17.274;0.003;0;-9.667
34.54;17.279;0.003;0;-9.68
34.56;17.284;0.003;0;-9.693
34.58;17.289;0.003;0;-9.707
34.6;17.294;0.003;0;-9.72
34.62;17.298;0.003;0;-9.733
34.64;17.303;0.003;0;-9.747
34.66;17.308;0.003;0;-9.76
34.68;17.314;0.003;0;-9.773
34.7;17.317;0.003;0;-9.787
34.72;17.322;0.003;0;-9.8
34.74;17.326;0.003;0;-9.813
34.76;17.329;0.003;0;-9.827
34.78;17.335;0.003;0;-9.84
34.8;17.338;0.003;0;-9.853
34.82;17.342;0.003;0;-9.867
34.84;17.345;0.003;0;-9.88
34.86;17.349;0.003;0;-9.893
34.88;17.352;0.003;0;-9.907
34.9;17.354;0.003;0;-9.92
34.92;17.357;0.003;0;-9.933
34.94;17.361;0.003;0;-9.947
34.96;17.363;0.003;0;-9.96
34.98;17.366;0.003;0;-9.973
35;17.368;0.003;0;-9.987
35.02;17.37;0.003;0;-10
35.04;17.371;0.003;0;-10
35.06;17.375;0.003;0;-10
35.08;17.377;0.003;0;-10
35.1;17.378;0.003;0;-10
35.12;17.38;0.003;0;-10
35.14;17.38;0.003;0;-10
35.16;17.382;0.003;0;-10
35.18;17.383;0.003;0;-10
35.2;17.383;0.003;0;-10
35.22;17.385;0.003;0;-10
35.24;17.385;0.003;0;-10
35.26;17.387;0.003;0;-10
35.28;17.387;0.003;0;-10
35.3;17.387;0.003;0;-10
35.32;17.387;0.003;0;-10
35.34;17.387;0.003;0;-10
35.36;17.387;0.003;0;-10
35.38;17.387;0.003;0;-10
35.4;17.387;0.003;0;-10
35.42;17.387;0.003;0;-10
35.44;17.385;0.003;0;-10
35.46;17.385;0.003;0;-10
35.48;17.385;0.003;0;-10
35.5;17.383;0.003;0;-10
35.52;17.383;0.003;0;-10
35.54;17.382;0.003;0;-10
35.56;17.382;0.003;0;-10
35.58;17.382;0.003;0;-10
35.6;17.38;0.003;0;-10
35.62;17.38;0.003;0;-10
35.64;17.378;0.003;0;-10
35.66;17.378;0.003;0;-10
35.68;17.377;0.003;0;-10
35.7;17.377;0.003;0;-10
35.72;17.377;0.003;0;-10
35.74;17.375;0.003;0;-10
35.76;17.375;0.003;0;-10
35.78;17.375;0.003;0;-10
35.8;17.375;0.003;0;-10
35.82;17.373;0.003;0;-10
35.84;17.373;0.003;0;-10
35.86;17.373;0.003;0;-10
35.88;17.373;0.003;0;-10
35.9;17.373;0.003;0;-10
35.92;17.373;0.003;0;-10
35.94;17.373;0.003;0;-10
35.96;17.373;0.003;0;-10
35.98;17.373;0.003;0;-10
36;17.373;0.003;0;-10
36.02;17.373;0.003;0;-10
36.04;17.373;0.003;0;-10
36.06;17.373;0.003;0;-10
36.08;17.373;0.003;0;-10
36.1;17.373;0.003;0;-10
36.12;17.375;0.003;0;-10
36.14;17.375;0.003;0;-10
36.16;17.375;0.003;0;-10
36.18;17.375;0.003;0;-10
36.2;17.375;0.003;0;-10
36.22;17.375;0.003;0;-10
36.24;17.375;0.003;0;-10
36.26;17.375;0.003;0;-10
36.28;17.375;0.003;0;-10
36.3;17.375;0.003;0;-10
36.32;17.375;0.003;0;-10
36.34;17.375;0.003;0;-10
36.36;17.375;0.003;0;-10
36.38;17.375;0.003;0;-10
36.4;17.375;0.003;0;-10
36.42;17.375;0.003;0;-10
36.44;17.375;0.003;0;-10
36.46;17.375;0.003;0;-10
36.48;17.373;0.003;0;-10
36.5;17.373;0.003;0;-10
36.52;17.373;0.003;0;-10
36.54;17.373;0.003;0;-10
36.56;17.373;0.003;0;-10
36.58;17.373;0.003;0;-10
36.6;17.373;0.003;0;-10
36.62;17.373;0.003;0;-10
36.64;17.373;0.003;0;-10
36.66;17.373;0.003;0;-10
36.68;17.373;0.003;0;-10
36.7;17.373;0.003;0;-10
36.72;17.373;0.003;0;-10
36.74;17.373;0.003;0;-10
36.76;17.375;0.003;0;-10
36.78;17.375;0.003;0;-10
36.8;17.375;0.003;0;-10
36.82;17.375;0.003;0;-10
36.84;17.375;0.003;0;-10
36.86;17.375;0.003;0;-10
36.88;17.375;0.003;0;-10
36.9;17.375;0.003;0;-10
36.92;17.375;0.003;0;-10
36.94;17.375;0.003;0;-10
36.96;17.375;0.003;0;-10
36.98;17.375;0.003;0;-10
37;17.375;0.003;0;-10
37.02;17.375;0.003;0;-10
37.04;17.375;0.003;0;-10
37.06;17.375;0.003;0;-10
37.08;17.375;0.003;0;-10
37.1;17.373;0.003;0;-10
37.12;17.373;0.003;0;-10
37.14;17.373;0.003;0;-10
37.16;17.373;0.003;0;-10
37.18;17.373;0.003;0;-10
37.2;17.373;0.003;0;-10
37.22;17.373;0.003;0;-10
37.24;17.373;0.003;0;-10
37.26;17.373;0.003;0;-10
37.28;17.373;0.003;0;-10
37.3;17.373;0.003;0;-10
37.32;17.373;0.003;0;-10
37.34;17.373;0.003;0;-10
37.36;17.375;0.003;0;-10
37.38;17.375;0.003;0;-10
37.4;17.375;0.003;0;-10
37.42;17.375;0.003;0;-10
37.44;17.375;0.003;0;-10
37.46;17.375;0.003;0;-10
37.48;17.375;0.003;0;-10
37.5;17.375;0.003;0;-10
37.52;17.375;0.003;0;-10
37.54;17.375;0.003;0;-10
37.56;17.375;0.003;0;-10
37.58;17.375;0.003;0;-10
37.6;17.375;0.003;0;-10
37.62;17.375;0.003;0;-10
37.64;17.375;0.003;0;-10
37.66;17.375;0.003;0;-10
37.68;17.375;0.003;0;-10
37.7;17.375;0.003;0;-10
37.72;17.375;0.003;0;-10
37.74;17.373;0.003;0;-10
37.76;17.373;0.003;0;-10
37.78;17.373;0.003;0;-10
37.8;17.373;0.003;0;-10
37.82;17.373;0.003;0;-10
37.84;17.373;0.003;0;-10
37.86;17.373;0.003;0;-10
37.88;17.373;0.003;0;-10
37.9;17.373;0.003;0;-10
37.92;17.373;0.003;0;-10
37.94;17.373;0.003;0;-10
37.96;17.375;0.003;0;-10
37.98;17.375;0.003;0;-10
38;17.375;0.003;0;-10
38.02;17.375;0.003;0;-10
38.04;17.375;0.003;0;-10
38.06;17.375;0.003;0;-10
38.08;17.375;0.003;0;-10
38.1;17.375;0.003;0;-10
38.12;17.375;0.003;0;-10
38.14;17.375;0.003;0;-10
38.16;17.375;0.003;0;-10
38.18;17.375;0.003;0;-10
38.2;17.375;0.003;0;-10
38.22;17.375;0.003;0;-10
38.24;17.375;0.003;0;-10
38.26;17.375;0.003;0;-10
38.28;17.375;0.003;0;-10
38.3;17.375;0.003;0;-10
38.32;17.375;0.003;0;-10
38.34;17.375;0.003;0;-10
38.36;17.373;0.003;0;-10
38.38;17.373;0.003;0;-10
38.4;17.373;0.003;0;-10
38.42;17.373;0.003;0;-10
38.44;17.373;0.003;0;-10
38.46;17.373;0.003;0;-10
38.48;17.373;0.003;0;-10
38.5;17.373;0.003;0;-10
38.52;17.375;0.003;0;-10
38.54;17.375;0.003;0;-10
38.56;17.375;0.003;0;-10
38.58;17.375;0.003;0;-10
38.6;17.375;0.003;0;-10
38.62;17.375;0.003;0;-10
38.64;17.375;0.003;0;-10
38.66;17.375;0.003;0;-10
38.68;17.375;0.003;0;-10
38.7;17.375;0.003;0;-10
38.72;17.375;0.003;0;-10
38.74;17.375;0.003;0;-10
38.76;17.375;0.003;0;-10
38.78;17.375;0.003;0;-10
38.8;17.375;0.003;0;-10
38.82;17.375;0.003;0;-10
38.84;17.375;0.003;0;-10
38.86;17.375;0.003;0;-10
38.88;17.375;0.003;0;-10
38.9;17.375;0.003;0;-10
38.92;17.375;0.003;0;-10
38.94;17.375;0.003;0;-10
38.96;17.375;0.003;0;-10
38.98;17.373;0.003;0;-10
39;17.373;0.003;0;-10
39.02;17.373;0.003;0;-10
39.04;17.373;0.003;0;-10
39.06;17.373;0.003;0;-10
39.08;17.373;0.003;0;-10
39.1;17.373;0.003;0;-10
39.12;17.373;0.003;0;-10
39.14;17.373;0.003;0;-10
39.16;17.375;0.003;0;-10
39.18;17.375;0.003;0;-10
39.2;17.375;0.003;0;-10
39.22;17.375;0.003;0;-10
39.24;17.375;0.003;0;-10
39.26;17.375;0.003;0;-10
39.28;17.375;0.003;0;-10
39.3;17.375;0.003;0;-10
39.32;17.375;0.003;0;-10
39.34;17.375;0.003;0;-10
39.36;17.375;0.003;0;-10
39.38;17.375;0.003;0;-10
39.4;17.375;0.003;0;-10
39.42;17.375;0.003;0;-10
39.44;17.375;0.003;0;-10
39.46;17.375;0.003;0;-10
39.48;17.375;0.003;0;-10
39.5;17.375;0.003;0;-10
39.52;17.375;0.003;0;-10
39.54;17.375;0.003;0;-10
39.56;17.375;0.003;0;-10
39.58;17.375;0.003;0;-10
39.6;17.375;0.003;0;-10
39.62;17.375;0.003;0;-10
39.64;17.375;0.003;0;-10
39.66;17.375;0.003;0;-10
39.68;17.375;0.003;0;-10
39.7;17.375;0.003;0;-10
39.72;17.375;0.003;0;-10
39.74;17.375;0.003;0;-10
39.76;17.375;0.003;0;-10
39.78;17.375;0.003;0;-10
39.8;17.375;0.003;0;-10
39.82;17.375;0.003;0;-10
39.84;17.375;0.003;0;-10
39.86;17.375;0.003;0;-10
39.88;17.375;0.003;0;-10
39.9;17.375;0.003;0;-10
39.92;17.375;0.003;0;-10
39.94;17.375;0.003;0;-10
39.96;17.375;0.003;0;-10
39.98;17.375;0.003;0;-10
40;17.375;0.003;0;-10
40.02;17.375;0.003;0;-10
40.04;17.375;0.003;0;-9.987
40.06;17.375;0.003;0;-9.973
40.08;17.375;0.003;0;-9.96
40.1;17.375;0.003;0;-9.947
40.12;17.375;0.003;0;-9.933
40.14;17.375;0.003;0;-9.92
40.16;17.375;0.003;0;-9.907
40.18;17.375;0.003;0;-9.893
40.2;17.375;0.003;0;-9.88
40.22;17.375;0.003;0;-9.867
40.24;17.375;0.003;0;-9.853
40.26;17.375;0.003;0;-9.84
40.28;17.375;0.003;0;-9.827
40.3;17.375;0.003;0;-9.813
40.32;17.375;0.003;0;-9.8
40.34;17.375;0.003;0;-9.787
40.36;17.375;0.003;0;-9.773
40.38;17.375;0.003;0;-9.76
40.4;17.375;0.003;0;-9.747
40.42;17.375;0.003;0;-9.733
40.44;17.375;0.003;0;-9.72
40.46;17.375;0.003;0;-9.707
40.48;17.375;0.003;0;-9.693
40.5;17.375;0.003;0;-9.68
40.52;17.375;0.003;0;-9.667
40.54;17.375;0.003;0;-9.653
40.56;17.375;0.003;0;-9.64
40.58;17.375;0.003;0;-9.627
40.6;17.375;0.003;0;-9.613
40.62;17.375;0.003;0;-9.6
40.64;17.375;0.003;0;-9.587
40.66;17.375;0.003;0;-9.573
40.68;17.375;0.003;0;-9.56
40.7;17.375;0.003;0;-9.547
40.72;17.375;0.003;0;-9.533
40.74;17.375;0.003;0;-9.52
40.76;17.375;0.003;0;-9.507
40.78;17.375;0.003;0;-9.493
40.8;17.375;0.003;0;-9.48
40.82;17.375;0.003;0;-9.467
40.84;17.375;0.003;0;-9.453
40.86;17.375;0.003;0;-9.44
40.88;17.375;0.003;0;-9.427
40.9;17.375;0.003;0;-9.413
40.92;17.375;0.003;0;-9.4
40.94;17.375;0.003;0;-9.387
40.96;17.375;0.003;0;-9.373
40.98;17.375;0.003;0;-9.36
41;17.375;0.003;0;-9.347
41.02;17.375;0.003;0;-9.333
41.04;17.375;0.003;0;-9.32
41.06;17.375;0.003;0;-9.307
41.08;17.375;0.003;0;-9.293
41.1;17.375;0.003;0;-9.28
41.12;17.375;0.003;0;-9.267
41.14;17.375;0.003;0;-9.253
41.16;17.375;0.003;0;-9.24
41.18;17.375;0.003;0;-9.227
41.2;17.375;0.003;0;-9.213
41.22;17.375;0.003;0;-9.2
41.24;17.375;0.003;0;-9.187
41.26;17.375;0.003;0;-9.173
41.28;17.375;0.003;0;-9.16
41.3;17.375;0.003;0;-9.147
41.32;17.375;0.003;0;-9.133
41.34;17.375;0.003;0;-9.12
41.36;17.375;0.003;0;-9.107
41.38;17.375;0.003;0;-9.093
41.4;17.375;0.003;0;-9.08
41.42;17.375;0.003;0;-9.067
41.44;17.375;0.003;0;-9.053
41.46;17.375;0.003;0;-9.04
41.48;17.375;0.003;0;-9.027
41.5;17.375;0.003;0;-9.013
41.52;17.375;0.003;0;-9
41.54;17.375;0.003;0;-8.987
41.56;17.375;0.003;0;-8.973
41.58;17.375;0.003;0;-8.96
41.6;17.375;0.003;0;-8.947
41.62;17.375;0.003;0;-8.933
41.64;17.375;0.003;0;-8.92
41.66;17.375;0.003;0;-8.907
41.68;17.375;0.003;0;-8.893
41.7;17.375;0.003;0;-8.88
41.72;17.375;0.003;0;-8.867
41.74;17.375;0.003;0;-8.853
41.76;17.375;0.003;0;-8.84
41.78;17.375;0.003;0;-8.827
41.8;17.375;0.003;0;-8.813
41.82;17.375;0.003;0;-8.8
41.84;17.375;0.003;0;-8.787
41.86;17.375;0.003;0;-8.773
41.88;17.375;0.003;0;-8.76
41.9;17.375;0.003;0;-8.747
41.92;17.375;0.003;0;-8.733
41.94;17.375;0.003;0;-8.72
41.96;17.375;0.003;0;-8.707
41.98;17.375;0.003;0;-8.693
42;17.375;0.003;0;-8.68
42.02;17.375;0.003;0;-8.667
42.04;17.375;0.003;0;-8.653
42.06;17.375;0.003;0;-8.64
42.08;17.375;0.003;0;-8.627
42.1;17.375;0.003;0;-8.613
42.12;17.375;0.003;0;-8.6
42.14;17.375;0.003;0;-8.587
42.16;17.375;0.003;0;-8.573
42.18;17.375;0.003;0;-8.56
42.2;17.375;0.003;0;-8.547
42.22;17.375;0.003;0;-8.533
42.24;17.375;0.003;0;-8.52
42.26;17.375;0.003;0;-8.507
42.28;17.375;0.003;0;-8.493
42.3;17.375;0.003;0;-8.48
42.32;17.375;0.003;0;-8.467
42.34;17.375;0.003;0;-8.453
42.36;17.375;0.003;0;-8.44
42.38;17.375;0.003;0;-8.427
42.4;17.375;0.003;0;-8.413
42.42;17.375;0.003;0;-8.4
42.44;17.375;0.003;0;-8.387
42.46;17.375;0.003;0;-8.373
42.48;17.375;0.003;0;-8.36
42.5;17.375;0.003;0;-8.347
42.52;17.375;0.003;0;-8.333
42.54;17.375;0.003;0;-8.32
42.56;17.375;0.003;0;-8.307
42.58;17.375;0.003;0;-8.293
42.6;17.375;0.003;0;-8.28
42.62;17.375;0.003;0;-8.267
42.64;17.375;0.003;0;-8.253
42.66;17.375;0.003;0;-8.24
42.68;17.375;0.003;0;-8.227
42.7;17.375;0.003;0;-8.213
42.72;17.375;0.003;0;-8.2
42.74;17.375;0.003;0;-8.187
42.76;17.375;0.003;0;-8.173
42.78;17.375;0.003;0;-8.16
42.8;17.375;0.003;0;-8.147
42.82;17.375;0.003;0;-8.133
42.84;17.375;0.003;0;-8.12
42.86;17.375;0.003;0;-8.107
42.88;17.375;0.003;0;-8.093
42.9;17.375;0.003;0;-8.08
42.92;17.375;0.003;0;-8.067
42.94;17.375;0.003;0;-8.053
42.96;17.375;0.003;0;-8.04
42.98;17.375;0.003;0;-8.027
43;17.375;0.003;0;-8.013
43.02;17.375;0.003;0;-8
43.04;17.375;0.003;0;-7.987
43.06;17.375;0.003;0;-7.973
43.08;17.375;0.003;0;-7.96
43.1;17.375;0.003;0;-7.947
43.12;17.375;0.003;0;-7.933
43.14;17.375;0.003;0;-7.92
43.16;17.375;0.003;0;-7.907
43.18;17.375;0.003;0;-7.893
43.2;17.375;0.003;0;-7.88
43.22;17.375;0.003;0;-7.867
43.24;17.375;0.003;0;-7.853
43.26;17.375;0.003;0;-7.84
43.28;17.375;0.003;0;-7.827
43.3;17.375;0.003;0;-7.813
43.32;17.375;0.003;0;-7.8
43.34;17.375;0.003;0;-7.787
43.36;17.375;0.003;0;-7.773
43.38;17.375;0.003;0;-7.76
43.4;17.375;0.003;0;-7.747
43.42;17.375;0.003;0;-7.733
43.44;17.375;0.003;0;-7.72
43.46;17.375;0.003;0;-7.707
43.48;17.375;0.003;0;-7.693
43.5;17.375;0.003;0;-7.68
43.52;17.375;0.003;0;-7.667
43.54;17.375;0.003;0;-7.653
43.56;17.375;0.003;0;-7.64
43.58;17.375;0.003;0;-7.627
43.6;17.375;0.003;0;-7.613
43.62;17.375;0.003;0;-7.6
43.64;17.375;0.003;0;-7.587
43.66;17.375;0.003;0;-7.573
43.68;17.375;0.003;0;-7.56
43.7;17.375;0.003;0;-7.547
43.72;17.375;0.003;0;-7.533
43.74;17.375;0.003;0;-7.52
43.76;17.375;0.003;0;-7.507
43.78;17.375;0.003;0;-7.493
43.8;17.375;0.003;0;-7.48
43.82;17.375;0.003;0;-7.467
43.84;17.375;0.003;0;-7.453
43.86;17.375;0.003;0;-7.44
43.88;17.375;0.003;0;-7.427
43.9;17.375;0.003;0;-7.413
43.92;17.375;0.003;0;-7.4
43.94;17.375;0.003;0;-7.387
43.96;17.375;0.003;0;-7.373
43.98;17.375;0.003;0;-7.36
44;17.375;0.003;0;-7.347
44.02;17.375;0.003;0;-7.333
44.04;17.375;0.003;0;-7.32
44.06;17.375;0.003;0;-7.307
44.08;17.375;0.003;0;-7.293
44.1;17.375;0.003;0;-7.28
44.12;17.375;0.003;0;-7.267
44.14;17.375;0.003;0;-7.253
44.16;17.375;0.003;0;-7.24
44.18;17.375;0.003;0;-7.227
44.2;17.375;0.003;0;-7.213
44.22;17.375;0.003;0;-7.2
44.24;17.375;0.003;0;-7.187
44.26;17.375;0.003;0;-7.173
44.28;17.375;0.003;0;-7.16
44.3;17.375;0.003;0;-7.147
44.32;17.375;0.003;0;-7.133
44.34;17.375;0.003;0;-7.12
44.36;17.375;0.003;0;-7.107
44.38;17.375;0.003;0;-7.093
44.4;17.375;0.003;0;-7.08
44.42;17.375;0.003;0;-7.067
44.44;17.375;0.003;0;-7.053
44.46;17.375;0.003;0;-7.04
44.48;17.375;0.003;0;-7.027
44.5;17.375;0.003;0;-7.013
44.52;17.375;0.003;0;-7
44.54;17.375;0.003;0;-6.987
44.56;17.375;0.003;0;-6.973
44.58;17.375;0.003;0;-6.96
44.6;17.375;0.003;0;-6.947
44.62;17.375;0.003;0;-6.933
44.64;17.375;0.003;0;-6.92
44.66;17.375;0.003;0;-6.907
44.68;17.375;0.003;0;-6.893
44.7;17.375;0.003;0;-6.88
44.72;17.375;0.003;0;-6.867
44.74;17.375;0.003;0;-6.853
44.76;17.375;0.003;0;-6.84
44.78;17.375;0.003;0;-6.827
44.8;17.375;0.003;0;-6.813
44.82;17.375;0.003;0;-6.8
44.84;17.375;0.003;0;-6.787
44.86;17.375;0.003;0;-6.773
44.88;17.375;0.003;0;-6.76
44.9;17.375;0.003;0;-6.747
44.92;17.375;0.003;0;-6.733
44.94;17.375;0.003;0;-6.72
44.96;17.375;0.003;0;-6.707
44.98;17.375;0.003;0;-6.693
45;17.375;0.003;0;-6.68
45.02;17.375;0.003;0;-6.667
45.04;17.375;0.003;0;-6.653
45.06;17.375;0.003;0;-6.64
45.08;17.375;0.003;0;-6.627
45.1;17.375;0.003;0;-6.613
45.12;17.375;0.003;0;-6.6
45.14;17.375;0.003;0;-6.587
45.16;17.375;0.003;0;-6.573
45.18;17.375;0.003;0;-6.56
45.2;17.375;0.003;0;-6.547
45.22;17.375;0.003;0;-6.533
45.24;17.375;0.003;0;-6.52
45.26;17.375;0.003;0;-6.507
45.28;17.375;0.003;0;-6.493
45.3;17.375;0.003;0;-6.48
45.32;17.375;0.003;0;-6.467
45.34;17.375;0.003;0;-6.453
45.36;17.375;0.003;0;-6.44
45.38;17.375;0.003;0;-6.427
45.4;17.375;0.003;0;-6.413
45.42;17.375;0.003;0;-6.4
45.44;17.375;0.003;0;-6.387
45.46;17.375;0.003;0;-6.373
45.48;17.375;0.003;0;-6.36
45.5;17.375;0.003;0;-6.347
45.52;17.375;0.003;0;-6.333
45.54;17.375;0.003;0;-6.32
45.56;17.375;0.003;0;-6.307
45.58;17.375;0.003;0;-6.293
45.6;17.375;0.003;0;-6.28
45.62;17.375;0.003;0;-6.267
45.64;17.375;0.003;0;-6.253
45.66;17.375;0.003;0;-6.24
45.68;17.375;0.003;0;-6.227
45.7;17.375;0.003;0;-6.213
45.72;17.375;0.003;0;-6.2
45.74;17.375;0.003;0;-6.187
45.76;17.375;0.003;0;-6.173
45.78;17.375;0.003;0;-6.16
45.8;17.375;0.003;0;-6.147
45.82;17.375;0.003;0;-6.133
45.84;17.375;0.003;0;-6.12
45.86;17.375;0.003;0;-6.107
45.88;17.375;0.003;0;-6.093
45.9;17.375;0.003;0;-6.08
45.92;17.375;0.003;0;-6.067
45.94;17.375;0.003;0;-6.053
45.96;17.375;0.003;0;-6.04
45.98;17.375;0.003;0;-6.027
46;17.375;0.003;0;-6.013
46.02;17.375;0.003;0;-6
46.04;17.375;0.003;0;-5.987
46.06;17.375;0.003;0;-5.973
46.08;17.375;0.003;0;-5.96
46.1;17.375;0.003;0;-5.947
46.12;17.375;0.003;0;-5.933
46.14;17.375;0.003;0;-5.92
46.16;17.375;0.003;0;-5.907
46.18;17.375;0.003;0;-5.893
46.2;17.375;0.003;0;-5.88
46.22;17.375;0.003;0;-5.867
46.24;17.375;0.003;0;-5.853
46.26;17.375;0.003;0;-5.84
46.28;17.375;0.003;0;-5.827
46.3;17.375;0.003;0;-5.813
46.32;17.375;0.003;0;-5.8
46.34;17.375;0.003;0;-5.787
46.36;17.375;0.003;0;-5.773
46.38;17.375;0.003;0;-5.76
46.4;17.375;0.003;0;-5.747
46.42;17.375;0.003;0;-5.733
46.44;17.375;0.003;0;-5.72
46.46;17.375;0.003;0;-5.707
46.48;17.375;0.003;0;-5.693
46.5;17.375;0.003;0;-5.68
46.52;17.375;0.003;0;-5.667
46.54;17.375;0.003;0;-5.653
46.56;17.375;0.003;0;-5.64
46.58;17.375;0.003;0;-5.627
46.6;17.375;0.003;0;-5.613
46.62;17.375;0.003;0;-5.6
46.64;17.375;0.003;0;-5.587
46.66;17.375;0.003;0;-5.573
46.68;17.375;0.003;0;-5.56
46.7;17.375;0.003;0;-5.547
46.72;17.375;0.003;0;-5.533
46.74;17.375;0.003;0;-5.52
46.76;17.375;0.003;0;-5.507
46.78;17.375;0.003;0;-5.493
46.8;17.375;0.003;0;-5.48
46.82;17.375;0.003;0;-5.467
46.84;17.375;0.003;0;-5.453
46.86;17.375;0.003;0;-5.44
46.88;17.375;0.003;0;-5.427
46.9;17.375;0.003;0;-5.413
46.92;17.375;0.003;0;-5.4
46.94;17.375;0.003;0;-5.387
46.96;17.375;0.003;0;-5.373
46.98;17.375;0.003;0;-5.36
47;17.375;0.003;0;-5.347
47.02;17.375;0.003;0;-5.333
47.04;17.375;0.003;0;-5.32
47.06;17.375;0.003;0;-5.307
47.08;17.375;0.003;0;-5.293
47.1;17.375;0.003;0;-5.28
47.12;17.375;0.003;0;-5.267
47.14;17.375;0.003;0;-5.253
47.16;17.375;0.003;0;-5.24
47.18;17.375;0.003;0;-5.227
47.2;17.375;0.003;0;-5.213
47.22;17.375;0.003;0;-5.2
47.24;17.375;0.003;0;-5.187
47.26;17.375;0.003;0;-5.173
47.28;17.375;0.003;0;-5.16
47.3;17.375;0.003;0;-5.147
47.32;17.375;0.003;0;-5.133
47.34;17.375;0.003;0;-5.12
47.36;17.375;0.003;0;-5.107
47.38;17.375;0.003;0;-5.093
47.4;17.375;0.003;0;-5.08
47.42;17.375;0.003;0;-5.067
47.44;17.375;0.003;0;-5.053
47.46;17.375;0.003;0;-5.04
47.48;17.375;0.003;0;-5.027
47.5;17.375;0.003;0;-5.013
47.52;17.375;0.003;0;-5
47.54;17.375;0.003;0;-4.987
47.56;17.375;0.003;0;-4.973
47.58;17.375;0.003;0;-4.96
47.6;17.375;0.003;0;-4.947
47.62;17.375;0.003;0;-4.933
47.64;17.375;0.003;0;-4.92
47.66;17.375;0.003;0;-4.907
47.68;17.375;0.003;0;-4.893
47.7;17.375;0.003;0;-4.88
47.72;17.375;0.003;0;-4.867
47.74;17.375;0.003;0;-4.853
47.76;17.375;0.003;0;-4.84
47.78;17.375;0.003;0;-4.827
47.8;17.375;0.003;0;-4.813
47.82;17.375;0.003;0;-4.8
47.84;17.375;0.003;0;-4.787
47.86;17.375;0.003;0;-4.773
47.88;17.375;0.003;0;-4.76
47.9;17.375;0.003;0;-4.747
47.92;17.375;0.003;0;-4.733
47.94;17.375;0.003;0;-4.72
47.96;17.375;0.003;0;-4.707
47.98;17.375;0.003;0;-4.693
48;17.375;0.003;0;-4.68
48.02;17.375;0.003;0;-4.667
48.04;17.375;0.003;0;-4.653
48.06;17.375;0.003;0;-4.64
48.08;17.375;0.003;0;-4.627
48.1;17.375;0.003;0;-4.613
48.12;17.375;0.003;0;-4.6
48.14;17.375;0.003;0;-4.587
