Tiempo ;PITCH;YAW;E_YAW;E_PITCH
31.36;0.164;-79.191;0;0
31.38;0.164;-79.24;0;0
31.4;0.162;-79.289;0;0
31.42;0.162;-79.336;0;0
31.44;0.162;-79.385;0;0
31.46;0.161;-79.433;0;0
31.48;0.161;-79.482;0;0
31.5;0.159;-79.529;0;0
31.52;0.159;-79.578;0;0
31.54;0.157;-79.627;0;0
31.56;0.157;-79.674;0;0
31.58;0.157;-79.723;0;0
31.6;0.155;-79.772;0;0
31.62;0.154;-79.819;0;0
31.64;0.154;-79.868;0;0
31.66;0.154;-79.915;0;0
31.68;0.152;-79.964;0;0
31.7;0.15;-80.011;0;0
31.72;0.148;-80.06;0;0
31.74;0.148;-80.107;0;0
31.76;0.147;-80.156;0;0
31.78;0.147;-80.203;0;0
31.8;0.145;-80.252;0;0
31.82;0.143;-80.299;0;0
31.84;0.143;-80.348;0;0
31.86;0.141;-80.395;0;0
31.88;0.14;-80.442;0;0
31.9;0.14;-80.491;0;0
31.92;0.138;-80.538;0;0
31.94;0.136;-80.587;0;0
31.96;0.136;-80.634;0;0
31.98;0.134;-80.681;0;0
32;0.133;-80.73;0;0
32.02;0.131;-80.777;0;0
32.04;0.131;-80.824;0;0
32.06;0.129;-80.872;0;0
32.08;0.127;-80.92;0;0
32.1;0.126;-80.968;0;0
32.12;0.126;-81.015;0;0
32.14;0.124;-81.062;0;0
32.16;0.122;-81.109;0;0
32.18;0.122;-81.156;0;0
32.2;0.12;-81.201;0;0
32.22;0.119;-81.249;0;0
32.24;0.117;-81.296;0;0
32.26;0.117;-81.343;0;0
32.28;0.115;-81.388;0;0
32.3;0.113;-81.435;0;0
32.32;0.113;-81.482;0;0
32.34;0.112;-81.528;0;0
32.36;0.11;-81.575;0;0
32.38;0.108;-81.62;0;0
32.4;0.108;-81.667;0;0
32.42;0.106;-81.713;0;0
32.44;0.105;-81.76;0;0
32.46;0.103;-81.805;0;0
32.48;0.101;-81.851;0;0
32.5;0.099;-81.898;0;0
32.52;0.098;-81.943;0;0
32.54;0.098;-81.99;0;0
32.56;0.096;-82.036;0;0
32.58;0.094;-82.083;0;0
32.6;0.093;-82.128;0;0
32.62;0.093;-82.175;0;0
32.64;0.089;-82.222;0;0
32.66;0.089;-82.268;0;0
32.68;0.087;-82.315;0;0
32.7;0.086;-82.36;0;0
32.72;0.084;-82.408;0;0
32.74;0.082;-82.453;0;0
32.76;0.082;-82.5;0;0
32.78;0.08;-82.545;0;0
32.8;0.079;-82.593;0;0
32.82;0.079;-82.638;0;0
32.84;0.077;-82.685;0;0
32.86;0.077;-82.732;0;0
32.88;0.077;-82.778;0;0
32.9;0.075;-82.823;0;0
32.92;0.073;-82.87;0;0
32.94;0.073;-82.915;0;0
32.96;0.073;-82.963;0;0
32.98;0.072;-83.008;0;0
33;0.072;-83.055;0;0
33.02;0.072;-83.1;0;0
33.04;0.07;-83.146;0;0
33.06;0.07;-83.193;0;0
33.08;0.07;-83.238;0;0
33.1;0.07;-83.284;0;0
33.12;0.07;-83.329;0;0
33.14;0.07;-83.374;0;0
33.16;0.07;-83.422;0;0
33.18;0.07;-83.467;0;0
33.2;0.07;-83.512;0;0
33.22;0.07;-83.558;0;0
33.24;0.07;-83.603;0;0
33.26;0.07;-83.648;0;0
33.28;0.07;-83.694;0;0
33.3;0.07;-83.739;0;0
33.32;0.07;-83.785;0;0
33.34;0.068;-83.828;0;0
33.36;0.068;-83.874;0;0
33.38;0.068;-83.919;0;0
33.4;0.068;-83.964;0;0
33.42;0.07;-84.008;0;0
33.44;0.07;-84.053;0;0
33.46;0.07;-84.099;0;0
33.48;0.07;-84.142;0;0
33.5;0.072;-84.188;0;0
33.52;0.072;-84.231;0;0
33.54;0.072;-84.277;0;0
33.56;0.072;-84.32;0;0
33.58;0.073;-84.364;0;0
33.6;0.073;-84.408;0;0
33.62;0.073;-84.453;0;0
33.64;0.073;-84.497;0;0
33.66;0.073;-84.54;0;0
33.68;0.075;-84.584;0;0
33.7;0.075;-84.628;0;0
33.72;0.075;-84.671;0;0
33.74;0.075;-84.715;0;0
33.76;0.075;-84.758;0;0
33.78;0.075;-84.802;0;0
33.8;0.075;-84.846;0;0
33.82;0.075;-84.889;0;0
33.84;0.075;-84.933;0;0
33.86;0.077;-84.977;0;0
33.88;0.077;-85.02;0;0
33.9;0.077;-85.064;0;0
33.92;0.077;-85.108;0;0
33.94;0.077;-85.151;0;0
33.96;0.075;-85.193;0;0
33.98;0.075;-85.237;0;0
34;0.075;-85.28;0;0
34.02;0.075;-85.324;0;0
34.04;0.073;-85.368;0;0
34.06;0.073;-85.411;0;0
34.08;0.073;-85.455;0;0
34.1;0.072;-85.498;0;0
34.12;0.072;-85.542;0;0
34.14;0.07;-85.586;0;0
34.16;0.07;-85.629;0;0
34.18;0.07;-85.671;0;0
34.2;0.068;-85.715;0;0
34.22;0.068;-85.759;0;0
34.24;0.066;-85.802;0;0
34.26;0.066;-85.846;0;0
34.28;0.065;-85.889;0;0
34.3;0.065;-85.933;0;0
34.32;0.063;-85.977;0;0
34.34;0.063;-86.019;0;0
34.36;0.063;-86.062;0;0
34.38;0.061;-86.106;0;0
34.4;0.061;-86.149;0;0
34.42;0.061;-86.191;0;0
34.44;0.059;-86.235;0;0
34.46;0.059;-86.279;0;0
34.48;0.058;-86.321;0;0
34.5;0.058;-86.364;0;0
34.52;0.056;-86.408;0;0
34.54;0.054;-86.45;0;0
34.56;0.054;-86.493;0;0
34.58;0.054;-86.535;0;0
34.6;0.052;-86.579;0;0
34.62;0.052;-86.621;0;0
34.64;0.051;-86.663;0;0
34.66;0.051;-86.706;0;0
34.68;0.051;-86.748;0;0
34.7;0.049;-86.792;0;0
34.72;0.047;-86.834;0;0
34.74;0.047;-86.876;0;0
34.76;0.047;-86.919;0;0
34.78;0.045;-86.961;0;0
34.8;0.044;-87.003;0;0
34.82;0.044;-87.045;0;0
34.84;0.044;-87.088;0;0
34.86;0.042;-87.13;0;0
34.88;0.04;-87.172;0;0
34.9;0.04;-87.214;0;0
34.92;0.038;-87.256;0;0
34.94;0.038;-87.296;0;0
34.96;0.037;-87.338;0;0
34.98;0.037;-87.38;0;0
35;0.035;-87.422;0;0
35.02;0.035;-87.462;0;0
35.04;0.033;-87.504;0;0
35.06;0.031;-87.544;0;0
35.08;0.031;-87.586;0;0
35.1;0.03;-87.626;0;0
35.12;0.028;-87.668;0;0
35.14;0.026;-87.708;0;0
35.16;0.026;-87.748;0;0
35.18;0.024;-87.79;0;0
35.2;0.023;-87.83;0;0
35.22;0.021;-87.87;0;0
35.24;0.021;-87.911;0;0
35.26;0.019;-87.951;0;0
35.28;0.019;-87.993;0;0
35.3;0.017;-88.033;0;0
35.32;0.016;-88.073;0;0
35.34;0.014;-88.113;0;0
35.36;0.012;-88.153;0;0
35.38;0.01;-88.195;0;0
35.4;0.009;-88.235;0;0
35.42;0.007;-88.275;0;0
35.44;0.005;-88.317;0;0
35.46;0.003;-88.357;0;0
35.48;0.003;-88.397;0;0
35.5;0.003;-88.439;0;0
35.52;0.003;-88.48;0;0
35.54;0.003;-88.52;0;0
35.56;0.002;-88.56;0;0
35.58;0.002;-88.6;0;0
35.6;0.002;-88.64;0;0
35.62;0.002;-88.68;0;0
35.64;0;-88.72;0;0
35.66;0;-88.759;0;0
35.68;0;-88.799;0;0
35.7;0;-88.839;0;0
35.72;0;-88.879;0;0
35.74;0.002;-88.918;0;0
35.76;0.002;-88.958;0;0
35.78;0.002;-88.998;0;0
35.8;0.002;-89.036;0;0
35.82;0.002;-89.076;0;0
35.84;0.003;-89.115;0;0
35.86;0.003;-89.155;0;0
35.88;0.003;-89.193;0;0
35.9;0.003;-89.233;0;0
35.92;0.003;-89.272;0;0
35.94;0.005;-89.31;0;0
35.96;0.003;-89.35;0;0
35.98;0.003;-89.389;0;0
36;0.003;-89.429;0;0
36.02;0.003;-89.467;0;0
36.04;0.003;-89.506;0;0
36.06;0.003;-89.544;0;0
36.08;0.003;-89.584;0;0
36.1;0.003;-89.623;0;0
36.12;0.003;-89.661;0;0
36.14;0.003;-89.699;0;0
36.16;0.003;-89.738;0;0
36.18;0.003;-89.776;0;0
36.2;0.003;-89.815;0;0
36.22;0.003;-89.853;0;0
36.24;0.003;-89.891;0;0
36.26;0.003;-89.93;0;0
36.28;0.003;-89.967;0;0
36.3;0.003;-90.005;0;0
36.32;0.003;-90.043;0;0
36.34;0.003;-90.082;0;0
36.36;0.003;-90.12;0;0
36.38;0.003;-90.157;0;0
36.4;0.003;-90.195;0;0
36.42;0.003;-90.234;0;0
36.44;0.003;-90.272;0;0
36.46;0.003;-90.309;0;0
36.48;0.003;-90.347;0;0
36.5;0.003;-90.384;0;0
36.52;0.003;-90.422;0;0
36.54;0.003;-90.459;0;0
36.56;0.003;-90.497;0;0
36.58;0.003;-90.534;0;0
36.6;0.003;-90.57;0;0
36.62;0.003;-90.609;0;0
36.64;0.003;-90.645;0;0
36.66;0.003;-90.682;0;0
36.68;0.003;-90.719;0;0
36.7;0.003;-90.755;0;0
36.72;0.003;-90.792;0;0
36.74;0.003;-90.83;0;0
36.76;0.003;-90.867;0;0
36.78;0.003;-90.904;0;0
36.8;0.003;-90.94;0;0
36.82;0.003;-90.977;0;0
36.84;0.003;-91.012;0;0
36.86;0.003;-91.049;0;0
36.88;0.003;-91.085;0;0
36.9;0.003;-91.122;0;0
36.92;0.003;-91.159;0;0
36.94;0.003;-91.195;0;0
36.96;0.003;-91.23;0;0
36.98;0.003;-91.267;0;0
37;0.003;-91.303;0;0
37.02;0.003;-91.34;0;0
37.04;0.003;-91.375;0;0
37.06;0.003;-91.412;0;0
37.08;0.003;-91.448;0;0
37.1;0.003;-91.483;0;0
37.12;0.003;-91.52;0;0
37.14;0.003;-91.557;0;0
37.16;0.003;-91.591;0;0
37.18;0.003;-91.628;0;0
37.2;0.003;-91.665;0;0
37.22;0.003;-91.7;0;0
37.24;0.003;-91.736;0;0
37.26;0.003;-91.771;0;0
37.28;0.003;-91.808;0;0
37.3;0.003;-91.843;0;0
37.32;0.003;-91.879;0;0
37.34;0.003;-91.914;0;0
37.36;0.003;-91.951;0;0
37.38;0.003;-91.986;0;0
37.4;0.003;-92.021;0;0
37.42;0.003;-92.057;0;0
37.44;0.003;-92.092;0;0
37.46;0.003;-92.127;0;0
37.48;0.003;-92.164;0;0
37.5;0.003;-92.199;0;0
37.52;0.003;-92.234;0;0
37.54;0.003;-92.269;0;0
37.56;0.003;-92.304;0;0
37.58;0.003;-92.338;0;0
37.6;0.003;-92.373;0;0
37.62;0.003;-92.408;0;0
37.64;0.003;-92.443;0;0
37.66;0.003;-92.478;0;0
37.68;0.003;-92.511;0;0
37.7;0.003;-92.546;0;0
37.72;0.003;-92.581;0;0
37.74;0.003;-92.614;0;0
37.76;0.003;-92.649;0;0
37.78;0.003;-92.684;0;0
37.8;0.003;-92.717;0;0
37.82;0.003;-92.75;0;0
37.84;0.003;-92.785;0;0
37.86;0.003;-92.818;0;0
37.88;0.003;-92.852;0;0
37.9;0.003;-92.886;0;0
37.92;0.003;-92.92;0;0
37.94;0.003;-92.953;0;0
37.96;0.003;-92.986;0;0
37.98;0.003;-93.019;0;0
38;0.003;-93.052;0;0
38.02;0.003;-93.085;0;0
38.04;0.003;-93.119;0;0
38.06;0.003;-93.152;0;0
38.08;0.003;-93.183;0;0
38.1;0.003;-93.216;0;0
38.12;0.003;-93.249;0;0
38.14;0.003;-93.281;0;0
38.16;0.003;-93.314;0;0
38.18;0.003;-93.345;0;0
38.2;0.003;-93.377;0;0
38.22;0.003;-93.408;0;0
38.24;0.003;-93.441;0;0
38.26;0.003;-93.473;0;0
38.28;0.003;-93.504;0;0
38.3;0.003;-93.536;0;0
38.32;0.003;-93.565;0;0
38.34;0.003;-93.597;0;0
38.36;0.003;-93.628;0;0
38.38;0.003;-93.658;0;0
38.4;0.003;-93.689;0;0
38.42;0.003;-93.719;0;0
38.44;0.003;-93.749;0;0
38.46;0.003;-93.78;0;0
38.48;0.003;-93.81;0;0
38.5;0.003;-93.839;0;0
38.52;0.003;-93.869;0;0
38.54;0.003;-93.899;0;0
38.56;0.003;-93.927;0;0
38.58;0.003;-93.956;0;0
38.6;0.003;-93.986;0;0
38.62;0.003;-94.014;0;0
38.64;0.003;-94.044;0;0
38.66;0.003;-94.072;0;0
38.68;0.003;-94.101;0;0
38.7;0.003;-94.129;0;0
38.72;0.003;-94.157;0;0
38.74;0.003;-94.185;0;0
38.76;0.003;-94.215;0;0
38.78;0.003;-94.243;0;0
38.8;0.003;-94.271;0;0
38.82;0.003;-94.298;0;0
38.84;0.003;-94.326;0;0
38.86;0.003;-94.354;0;0
38.88;0.003;-94.382;0;0
38.9;0.003;-94.41;0;0
38.92;0.003;-94.436;0;0
38.94;0.003;-94.464;0;0
38.96;0.003;-94.492;0;0
38.98;0.003;-94.52;0;0
39;0.003;-94.546;0;0
39.02;0.003;-94.574;0;0
39.04;0.003;-94.602;0;0
39.06;0.003;-94.63;0;0
39.08;0.003;-94.656;0;0
39.1;0.003;-94.684;0;0
39.12;0.003;-94.71;0;0
39.14;0.003;-94.738;0;0
39.16;0.003;-94.764;0;0
39.18;0.003;-94.792;0;0
39.2;0.003;-94.819;0;0
39.22;0.003;-94.846;0;0
39.24;0.003;-94.873;0;0
39.26;0.003;-94.901;0;0
39.28;0.003;-94.927;0;0
39.3;0.003;-94.953;0;0
39.32;0.003;-94.979;0;0
39.34;0.003;-95.007;0;0
39.36;0.003;-95.033;0;0
39.38;0.003;-95.059;0;0
39.4;0.003;-95.086;0;0
39.42;0.003;-95.112;0;0
39.44;0.003;-95.138;0;0
39.46;0.003;-95.164;0;0
39.48;0.003;-95.19;0;0
39.5;0.003;-95.216;0;0
39.52;0.003;-95.243;0;0
39.54;0.003;-95.269;0;0
39.56;0.003;-95.295;0;0
39.58;0.003;-95.321;0;0
39.6;0.003;-95.346;0;0
39.62;0.003;-95.372;0;0
39.64;0.003;-95.398;0;0
39.66;0.003;-95.422;0;0
39.68;0.003;-95.449;0;0
39.7;0.003;-95.475;0;0
39.72;0.003;-95.499;0;0
39.74;0.003;-95.525;0;0
39.76;0.003;-95.55;0;0
39.78;0.003;-95.574;0;0
39.8;0.003;-95.6;0;0
39.82;0.003;-95.625;0;0
39.84;0.003;-95.651;0;0
39.86;0.003;-95.676;0;0
39.88;0.003;-95.7;0;0
39.9;0.003;-95.724;0;0
39.92;0.003;-95.749;0;0
39.94;0.003;-95.775;0;0
39.96;0.003;-95.799;0;0
39.98;0.003;-95.824;0;0
40;0.003;-95.848;0;0
40.02;0.003;-95.873;0;0
40.04;0.003;-95.897;0;0
40.06;0.003;-95.922;0;0
40.08;0.003;-95.946;0;0
40.1;0.003;-95.97;0;0
40.12;0.003;-95.993;0;0
40.14;0.003;-96.018;0;0
40.16;0.003;-96.042;0;0
40.18;0.003;-96.066;0;0
40.2;0.003;-96.091;0;0
40.22;0.003;-96.114;0;0
40.24;0.003;-96.138;0;0
40.26;0.003;-96.162;0;0
40.28;0.003;-96.185;0;0
40.3;0.003;-96.21;0;0
40.32;0.003;-96.234;0;0
40.34;0.003;-96.257;0;0
40.36;0.003;-96.281;0;0
40.38;0.003;-96.304;0;0
40.4;0.003;-96.328;0;0
40.42;0.003;-96.351;0;0
40.44;0.003;-96.375;0;0
40.46;0.003;-96.398;0;0
40.48;0.003;-96.423;0;0
40.5;0.003;-96.445;0;0
40.52;0.003;-96.468;0;0
40.54;0.003;-96.492;0;0
40.56;0.003;-96.515;0;0
40.58;0.003;-96.538;0;0
40.6;0.003;-96.56;0;0
40.62;0.003;-96.583;0;0
40.64;0.003;-96.608;0;0
40.66;0.003;-96.63;0;0
40.68;0.003;-96.653;0;0
40.7;0.003;-96.676;0;0
40.72;0.003;-96.698;0;0
40.74;0.003;-96.721;0;0
40.76;0.003;-96.742;0;0
40.78;0.003;-96.765;0;0
40.8;0.003;-96.787;0;0
40.82;0.003;-96.81;0;0
40.84;0.003;-96.833;0;0
40.86;0.003;-96.854;0;0
40.88;0.003;-96.876;0;0
40.9;0.003;-96.897;0;0
40.92;0.003;-96.92;0;0
40.94;0.003;-96.941;0;0
40.96;0.003;-96.964;0;0
40.98;0.003;-96.984;0;0
41;0.003;-97.007;0;0
41.02;0.003;-97.028;0;0
41.04;0.003;-97.049;0;0
41.06;0.003;-97.072;0;0
41.08;0.003;-97.093;0;0
41.1;0.003;-97.114;0;0
41.12;0.003;-97.135;0;0
41.14;0.003;-97.156;0;0
41.16;0.003;-97.176;0;0
41.18;0.003;-97.197;0;0
41.2;0.003;-97.218;0;0
41.22;0.003;-97.239;0;0
41.24;0.003;-97.26;0;0
41.26;0.003;-97.281;0;0
41.28;0.003;-97.302;0;0
41.3;0.003;-97.323;0;0
41.32;0.003;-97.344;0;0
41.34;0.003;-97.365;0;0
41.36;0.003;-97.384;0;0
41.38;0.003;-97.405;0;0
41.4;0.003;-97.426;0;0
41.42;0.003;-97.447;0;0
41.44;0.003;-97.466;0;0
41.46;0.003;-97.487;0;0
41.48;0.003;-97.508;0;0
41.5;0.003;-97.527;0;0
41.52;0.003;-97.548;0;0
41.54;0.003;-97.567;0;0
41.56;0.003;-97.588;0;0
41.58;0.003;-97.609;0;0
41.6;0.003;-97.629;0;0
41.62;0.003;-97.649;0;0
41.64;0.003;-97.669;0;0
41.66;0.003;-97.69;0;0
41.68;0.003;-97.709;0;0
41.7;0.003;-97.728;0;0
41.72;0.003;-97.749;0;0
41.74;0.003;-97.768;0;0
41.76;0.003;-97.789;0;0
41.78;0.003;-97.808;0;0
41.8;0.003;-97.827;0;0
41.82;0.003;-97.848;0;0
41.84;0.003;-97.868;0;0
41.86;0.003;-97.887;0;0
41.88;0.003;-97.908;0;0
41.9;0.003;-97.927;0;0
41.92;0.003;-97.946;0;0
41.94;0.003;-97.965;0;0
41.96;0.003;-97.985;0;0
41.98;0.003;-98.006;0;0
42;0.003;-98.025;0;0
42.02;0.003;-98.044;0;0
42.04;0.003;-98.063;0;0
42.06;0.003;-98.082;0;0
42.08;0.003;-98.102;0;0
42.1;0.003;-98.121;0;0
42.12;0.003;-98.14;0;0
42.14;0.003;-98.159;0;0
42.16;0.003;-98.178;0;0
42.18;0.003;-98.198;0;0
42.2;0.003;-98.217;0;0
42.22;0.003;-98.236;0;0
42.24;0.003;-98.253;0;0
42.26;0.003;-98.273;0;0
42.28;0.003;-98.292;0;0
42.3;0.003;-98.311;0;0
42.32;0.003;-98.328;0;0
42.34;0.003;-98.348;0;0
42.36;0.003;-98.365;0;0
42.38;0.003;-98.384;0;0
42.4;0.003;-98.402;0;0
42.42;0.003;-98.421;0;0
42.44;0.003;-98.438;0;0
42.46;0.003;-98.458;0;0
42.48;0.003;-98.475;0;0
42.5;0.003;-98.492;0;0
42.52;0.003;-98.512;0;0
42.54;0.003;-98.529;0;0
42.56;0.003;-98.547;0;0
42.58;0.003;-98.564;0;0
42.6;0.003;-98.581;0;0
42.62;0.003;-98.599;0;0
42.64;0.003;-98.616;0;0
42.66;0.003;-98.634;0;0
42.68;0.003;-98.651;0;0
42.7;0.003;-98.669;0;0
42.72;0.003;-98.684;0;0
42.74;0.003;-98.702;0;0
42.76;0.003;-98.719;0;0
42.78;0.003;-98.735;0;0
42.8;0.003;-98.753;0;0
42.82;0.003;-98.768;0;0
42.84;0.003;-98.786;0;0
42.86;0.003;-98.801;0;0
42.88;0.003;-98.817;0;0
42.9;0.003;-98.833;0;0
42.92;0.003;-98.85;0;0
42.94;0.003;-98.866;0;0
42.96;0.003;-98.882;0;0
42.98;0.003;-98.897;0;0
43;0.003;-98.913;0;0
43.02;0.003;-98.929;0;0
43.04;0.003;-98.945;0;0
43.06;0.003;-98.958;0;0
43.08;0.003;-98.974;0;0
43.1;0.003;-98.99;0;0
43.12;0.003;-99.004;0;0
43.14;0.003;-99.02;0;0
43.16;0.003;-99.035;0;0
43.18;0.003;-99.049;0;0
43.2;0.003;-99.063;0;0
43.22;0.003;-99.079;0;0
43.24;0.003;-99.093;0;0
43.26;0.003;-99.107;0;0
43.28;0.003;-99.121;0;0
43.3;0.003;-99.135;0;0
43.32;0.003;-99.149;0;0
43.34;0.003;-99.163;0;0
43.36;0.003;-99.177;0;0
43.38;0.003;-99.191;0;0
43.4;0.003;-99.205;0;0
43.42;0.003;-99.219;0;0
43.44;0.003;-99.231;0;0
43.46;0.003;-99.245;0;0
43.48;0.003;-99.257;0;0
43.5;0.003;-99.271;0;0
43.52;0.003;-99.283;0;0
43.54;0.003;-99.297;0;0
43.56;0.003;-99.309;0;0
43.58;0.003;-99.321;0;0
43.6;0.003;-99.334;0;0
43.62;0.003;-99.348;0;0
43.64;0.003;-99.36;0;0
43.66;0.003;-99.372;0;0
43.68;0.003;-99.383;0;0
43.7;0.003;-99.395;0;0
43.72;0.003;-99.407;0;0
43.74;0.003;-99.419;0;0
43.76;0.003;-99.431;0;0
43.78;0.003;-99.442;0;0
43.8;0.003;-99.454;0;0
43.82;0.003;-99.465;0;0
43.84;0.003;-99.475;0;0
43.86;0.003;-99.487;0;0
43.88;0.003;-99.498;0;0
43.9;0.003;-99.508;0;0
43.92;0.003;-99.519;0;0
43.94;0.003;-99.529;0;0
43.96;0.003;-99.54;0;0
43.98;0.003;-99.55;0;0
44;0.003;-99.561;0;0
44.02;0.003;-99.569;0;0
44.04;0.003;-99.58;0;0
44.06;0.003;-99.589;0;0
44.08;0.003;-99.599;0;0
44.1;0.003;-99.608;0;0
44.12;0.003;-99.616;0;0
44.14;0.003;-99.627;0;0
44.16;0.003;-99.636;0;0
44.18;0.003;-99.644;0;0
44.2;0.003;-99.653;0;0
44.22;0.003;-99.66;0;0
44.24;0.003;-99.669;0;0
44.26;0.003;-99.678;0;0
44.28;0.003;-99.685;0;0
44.3;0.003;-99.693;0;0
44.32;0.003;-99.7;0;0
44.34;0.003;-99.709;0;0
44.36;0.003;-99.716;0;0
44.38;0.003;-99.723;0;0
44.4;0.003;-99.73;0;0
44.42;0.003;-99.737;0;0
44.44;0.003;-99.744;0;0
44.46;0.003;-99.751;0;0
44.48;0.003;-99.756;0;0
44.5;0.003;-99.763;0;0
44.52;0.003;-99.77;0;0
44.54;0.003;-99.775;0;0
44.56;0.003;-99.781;0;0
44.58;0.003;-99.787;0;0
44.6;0.003;-99.793;0;0
44.62;0.003;-99.798;0;0
44.64;0.003;-99.803;0;0
44.66;0.003;-99.808;0;0
44.68;0.003;-99.812;0;0
44.7;0.003;-99.817;0;0
44.72;0.003;-99.822;0;0
44.74;0.003;-99.826;0;0
44.76;0.003;-99.831;0;0
44.78;0.003;-99.835;0;0
44.8;0.003;-99.838;0;0
44.82;0.003;-99.842;0;0
44.84;0.003;-99.845;0;0
44.86;0.003;-99.849;0;0
44.88;0.003;-99.852;0;0
44.9;0.003;-99.856;0;0
44.92;0.003;-99.857;0;0
44.94;0.003;-99.861;0;0
44.96;0.003;-99.863;0;0
44.98;0.003;-99.866;0;0
45;0.003;-99.868;0;0
45.02;0.003;-99.87;0;0
45.04;0.003;-99.871;0;0
45.06;0.003;-99.873;0;0
45.08;0.003;-99.875;0;0
45.1;0.003;-99.875;0;0
45.12;0.003;-99.877;0;0
45.14;0.003;-99.877;0;0
45.16;0.003;-99.878;0;0
45.18;0.003;-99.878;0;0
45.2;0.003;-99.878;0;0
45.22;0.003;-99.878;0;0
45.24;0.003;-99.878;0;0
45.26;0.003;-99.878;0;0
45.28;0.003;-99.878;0;0
45.3;0.003;-99.878;0;0
45.32;0.003;-99.877;0;0
45.34;0.003;-99.877;0;0
45.36;0.003;-99.877;0;0
45.38;0.003;-99.875;0;0
45.4;0.003;-99.875;0;0
45.42;0.003;-99.873;0;0
45.44;0.003;-99.873;0;0
45.46;0.003;-99.873;0;0
45.48;0.003;-99.871;0;0
45.5;0.003;-99.871;0;0
45.52;0.003;-99.871;0;0
45.54;0.003;-99.871;0;0
45.56;0.003;-99.87;0;0
45.58;0.003;-99.87;0;0
45.6;0.003;-99.87;0;0
45.62;0.003;-99.87;0;0
45.64;0.003;-99.87;0;0
45.66;0.003;-99.87;0;0
45.68;0.003;-99.87;0;0
45.7;0.003;-99.87;0;0
45.72;0.003;-99.87;0;0
45.74;0.003;-99.87;0;0
45.76;0.003;-99.87;0;0
45.78;0.003;-99.87;0;0
45.8;0.003;-99.87;0;0
45.82;0.003;-99.87;0;0
45.84;0.003;-99.87;0;0
45.86;0.003;-99.87;0;0
45.88;0.003;-99.87;0;0
45.9;0.003;-99.87;0;0
45.92;0.003;-99.87;0;0
45.94;0.003;-99.87;0;0
45.96;0.003;-99.87;0;0
45.98;0.003;-99.87;0;0
46;0.003;-99.87;0;0
46.02;0.003;-99.87;0;0
46.04;0.003;-99.87;0;0
46.06;0.003;-99.87;0;0
46.08;0.003;-99.87;0;0
46.1;0.003;-99.87;0;0
46.12;0.003;-99.87;0;0
46.14;0.003;-99.87;0;0
46.16;0.003;-99.87;0;0
46.18;0.003;-99.87;0;0
46.2;0.003;-99.87;0;0
46.22;0.003;-99.87;0;0
46.24;0.003;-99.87;0;0
46.26;0.003;-99.87;0;0
46.28;0.003;-99.87;0;0
46.3;0.003;-99.87;0;0
46.32;0.003;-99.87;0;0
46.34;0.003;-99.87;0;0
46.36;0.003;-99.87;0;0
46.38;0.003;-99.87;0;0
46.4;0.003;-99.87;0;0
46.42;0.003;-99.87;0;0
46.44;0.003;-99.87;0;0
46.46;0.003;-99.87;0;0
46.48;0.003;-99.87;0;0
46.5;0.003;-99.87;0;0
46.52;0.003;-99.87;0;0
46.54;0.003;-99.87;0;0
46.56;0.003;-99.87;0;0
46.58;0.003;-99.87;0;0
46.6;0.003;-99.87;0;0
46.62;0.003;-99.87;0;0
46.64;0.003;-99.87;0;0
46.66;0.003;-99.87;0;0
46.68;0.003;-99.87;0;0
46.7;0.003;-99.87;0;0
46.72;0.003;-99.87;0;0
46.74;0.003;-99.87;0;0
46.76;0.003;-99.87;0;0
46.78;0.003;-99.87;0;0
46.8;0.003;-99.87;0;0
46.82;0.003;-99.87;0;0
46.84;0.003;-99.87;0;0
46.86;0.003;-99.87;0;0
46.88;0.003;-99.87;0;0
46.9;0.003;-99.87;0;0
46.92;0.003;-99.87;0;0
46.94;0.003;-99.87;0;0
46.96;0.003;-99.87;0;0
46.98;0.003;-99.87;0;0
47;0.003;-99.87;0;0
47.02;0.003;-99.87;0;0
47.04;0.003;-99.87;0;0
47.06;0.003;-99.87;0;0
47.08;0.003;-99.87;0;0
47.1;0.003;-99.87;0;0
47.12;0.003;-99.87;0;0
47.14;0.003;-99.87;0;0
47.16;0.003;-99.87;0;0
47.18;0.003;-99.87;0;0
47.2;0.003;-99.87;0;0
47.22;0.003;-99.87;0;0
47.24;0.003;-99.87;0;0
47.26;0.003;-99.87;0;0
47.28;0.003;-99.87;0;0
47.3;0.003;-99.87;0;0
47.32;0.003;-99.87;0;0
47.34;0.003;-99.87;0;0
47.36;0.003;-99.87;0;0
47.38;0.003;-99.87;0;0
47.4;0.003;-99.87;0;0
47.42;0.003;-99.87;0;0
47.44;0.003;-99.87;0;0
47.46;0.003;-99.87;0;0
47.48;0.003;-99.87;0;0
47.5;0.003;-99.87;0;0
47.52;0.003;-99.87;0;0
47.54;0.003;-99.87;0;0
47.56;0.003;-99.87;0;0
47.58;0.003;-99.87;0;0
47.6;0.003;-99.87;0;0
47.62;0.003;-99.87;0;0
47.64;0.003;-99.87;0;0
47.66;0.003;-99.87;0;0
47.68;0.003;-99.87;0;0
47.7;0.003;-99.87;0;0
47.72;0.003;-99.87;0;0
47.74;0.003;-99.87;0;0
47.76;0.003;-99.87;0;0
47.78;0.003;-99.87;0;0
47.8;0.003;-99.87;0;0
47.82;0.003;-99.87;0;0
