Tiempo ;PITCH;YAW;E_YAW;E_PITCH
47.84;0.003;-99.87;0;0
47.86;0.003;-99.87;0;0
47.88;0.003;-99.87;0;0
47.9;0.003;-99.87;0;0
47.92;0.003;-99.87;0;0
47.94;0.003;-99.87;0;0
47.96;0.003;-99.87;0;0
47.98;0.003;-99.87;0;0
48;0.003;-99.87;0;0
48.02;0.003;-99.87;0;0
48.04;0.003;-99.87;0;0
48.06;0.003;-99.87;0;0
48.08;0.003;-99.87;0;0
48.1;0.003;-99.87;0;0
48.12;0.003;-99.87;0;0
48.14;0.003;-99.87;0;0
48.16;0.003;-99.87;0;0
48.18;0.003;-99.87;0;0
48.2;0.003;-99.87;0;0
