Tiempo ,CONTROL,REI,ANGULO,REFERENC,PERTURBA
16.7,0,-0.06,-0.023,0.55,0
16.72,0,-0.019,-0.016,0.55,0
16.74,0.012,0.012,-0.009,0.55,0
16.76,0.048,0.048,-0.004,0.55,0
16.78,0.095,0.095,0.001,0.55,0
16.8,0.15,0.15,0.005,0.55,0
16.82,0.213,0.213,0.008,0.55,0
16.84,0.28,0.28,0.01,0.55,0
16.86,0.348,0.348,0.012,0.55,0
16.88,0.402,0.402,0.013,0.55,0
16.9,0.454,0.454,0.013,0.55,0
16.92,0.525,0.525,0.012,0.55,0
16.94,0.603,0.603,0.01,0.55,0
16.96,0.664,0.664,0.008,0.55,0
16.98,0.721,0.721,0.005,0.55,0
17,0.796,0.796,0,0.55,0
17.02,0.859,0.859,-0.004,0.55,0
17.04,0.918,0.918,-0.011,0.55,0
17.06,0.979,0.979,-0.016,0.55,0
17.08,1.025,1.025,-0.023,0.55,0
17.1,1.05,1.071,-0.03,0.55,0
17.12,1.05,1.106,-0.037,0.55,0
17.14,1.05,1.145,-0.046,0.55,0
17.16,1.05,1.192,-0.055,0.55,0
17.18,1.05,1.23,-0.063,0.55,0
17.2,1.05,1.256,-0.072,0.55,0
17.22,1.05,1.271,-0.081,0.55,0
17.24,1.05,1.279,-0.089,0.55,0
17.26,1.05,1.282,-0.098,0.55,0
17.28,1.05,1.282,-0.107,0.55,0
17.3,1.05,1.282,-0.116,0.55,0
17.32,1.05,1.281,-0.124,0.55,0
17.34,1.05,1.28,-0.133,0.55,0
17.36,1.05,1.264,-0.14,0.55,0
17.38,1.05,1.229,-0.147,0.55,0
17.4,1.05,1.197,-0.154,0.55,0
17.42,1.05,1.157,-0.159,0.55,0
17.44,1.05,1.108,-0.165,0.55,0
17.46,1.05,1.068,-0.17,0.55,0
17.48,1.025,1.025,-0.173,0.55,0
17.5,0.976,0.976,-0.177,0.55,0
17.52,0.92,0.92,-0.179,0.55,0
17.54,0.86,0.86,-0.18,0.55,0
17.56,0.813,0.813,-0.182,0.55,0
17.58,0.767,0.767,-0.182,0.55,0
17.6,0.7,0.7,-0.18,0.55,0
17.62,0.626,0.626,-0.179,0.55,0
17.64,0.569,0.569,-0.177,0.55,0
17.66,0.516,0.516,-0.173,0.55,0
17.68,0.462,0.462,-0.17,0.55,0
17.7,0.405,0.405,-0.165,0.55,0
17.72,0.345,0.345,-0.159,0.55,0
17.74,0.3,0.3,-0.154,0.55,0
17.76,0.256,0.256,-0.147,0.55,0
17.78,0.208,0.208,-0.14,0.55,0
17.8,0.171,0.171,-0.133,0.55,0
17.82,0.131,0.131,-0.124,0.55,0
17.84,0.086,0.086,-0.116,0.55,0
17.86,0.066,0.066,-0.109,0.55,0
17.88,0.061,0.061,-0.1,0.55,0
17.9,0.048,0.048,-0.091,0.55,0
17.92,0.036,0.036,-0.083,0.55,0
17.94,0.028,0.028,-0.074,0.55,0
17.96,0.025,0.025,-0.065,0.55,0
17.98,0.026,0.026,-0.056,0.55,0
18,0.044,0.044,-0.049,0.55,0
18.02,0.066,0.066,-0.041,0.55,0
18.04,0.084,0.084,-0.034,0.55,0
18.06,0.114,0.114,-0.027,0.55,0
18.08,0.158,0.158,-0.021,0.55,0
18.1,0.197,0.197,-0.014,0.55,0
18.12,0.226,0.226,-0.009,0.55,0
18.14,0.277,0.277,-0.006,0.55,0
18.16,0.341,0.341,-0.002,0.55,0
18.18,0.395,0.395,0.001,0.55,0
18.2,0.448,0.448,0.003,0.55,0
18.22,0.506,0.506,0.005,0.55,0
18.24,0.568,0.568,0.005,0.55,0
18.26,0.633,0.633,0.005,0.55,0
18.28,0.683,0.683,0.005,0.55,0
18.3,0.734,0.734,0.003,0.55,0
18.32,0.804,0.804,0,0.55,0
18.34,0.865,0.865,-0.002,0.55,0
18.36,0.924,0.924,-0.007,0.55,0
18.38,0.985,0.985,-0.011,0.55,0
18.4,1.031,1.031,-0.016,0.55,0
18.42,1.05,1.078,-0.021,0.55,0
18.44,1.05,1.13,-0.028,0.55,0
18.46,1.05,1.187,-0.035,0.55,0
18.48,1.05,1.232,-0.042,0.55,0
18.5,1.05,1.262,-0.049,0.55,0
18.52,1.05,1.28,-0.056,0.55,0
18.54,1.05,1.305,-0.065,0.55,0
18.56,1.05,1.343,-0.074,0.55,0
18.58,1.05,1.376,-0.083,0.55,0
18.6,1.05,1.383,-0.089,0.55,0
18.62,1.05,1.379,-0.098,0.55,0
18.64,1.05,1.388,-0.107,0.55,0
18.66,1.05,1.384,-0.114,0.55,0
18.68,1.05,1.376,-0.123,0.55,0
18.7,1.05,1.369,-0.13,0.55,0
18.72,1.05,1.347,-0.137,0.55,0
18.74,1.05,1.325,-0.144,0.55,0
18.76,1.05,1.294,-0.149,0.55,0
18.78,1.05,1.249,-0.154,0.55,0
18.8,1.05,1.212,-0.159,0.55,0
18.82,1.05,1.186,-0.165,0.55,0
18.84,1.05,1.154,-0.168,0.55,0
18.86,1.05,1.097,-0.17,0.55,0
