Tiempo ;Entrada;Angulo;Posicion
56.2;0;0.171;0.267
56.22;0;0.138;0.267
56.24;0;0.103;0.267
56.26;0;0.068;0.267
56.28;0;0.031;0.267
56.3;0;-0.007;0.267
56.32;0;-0.044;0.267
56.34;0;-0.079;0.267
56.36;0;-0.115;0.267
56.38;0;-0.148;0.267
56.4;0;-0.18;0.267
56.42;0;-0.208;0.267
56.44;0;-0.234;0.267
56.46;0;-0.258;0.267
56.48;0;-0.276;0.267
56.5;0;-0.291;0.267
56.52;0;-0.302;0.267
56.54;0;-0.309;0.267
56.56;0;-0.312;0.267
56.58;0;-0.311;0.267
56.6;0;-0.304;0.267
56.62;0;-0.293;0.267
56.64;0;-0.279;0.267
56.66;0;-0.262;0.267
56.68;0;-0.239;0.267
56.7;0;-0.213;0.267
56.72;0;-0.185;0.267
56.74;0;-0.154;0.267
56.76;0;-0.12;0.267
56.78;0;-0.086;0.267
56.8;0;-0.049;0.267
56.82;0;-0.012;0.267
56.84;0;0.023;0.267
56.86;0;0.061;0.267
56.88;0;0.096;0.267
56.9;0;0.129;0.267
56.92;0;0.161;0.267
56.94;0;0.192;0.267
56.96;0;0.218;0.267
56.98;0;0.243;0.267
57;0;0.264;0.267
57.02;0;0.279;0.267
57.04;0;0.293;0.267
57.06;0;0.3;0.267
57.08;0;0.305;0.267
57.1;0;0.305;0.267
57.12;0;0.302;0.267
57.14;0;0.295;0.267
57.16;0;0.281;0.267
57.18;0;0.265;0.267
57.2;0;0.243;0.267
57.22;0;0.218;0.267
57.24;0;0.192;0.267
57.26;0;0.162;0.267
57.28;0;0.129;0.267
57.3;0;0.096;0.267
57.32;0;0.061;0.267
57.34;0;0.024;0.267
57.36;0;-0.012;0.267
57.38;0;-0.049;0.267
57.4;0;-0.084;0.267
57.42;0;-0.119;0.267
57.44;0;-0.152;0.267
57.46;0;-0.182;0.267
57.48;0;-0.209;0.267
57.5;0;-0.236;0.267
57.52;0;-0.257;0.267
57.54;0;-0.274;0.267
57.56;0;-0.29;0.267
57.58;0;-0.298;0.267
57.6;0;-0.304;0.267
57.62;0;-0.307;0.267
57.64;0;-0.305;0.267
57.66;0;-0.298;0.267
57.68;0;-0.288;0.267
57.7;0;-0.272;0.267
57.72;0;-0.253;0.267
57.74;0;-0.232;0.267
57.76;0;-0.206;0.267
57.78;0;-0.176;0.267
57.8;0;-0.147;0.267
57.82;0;-0.113;0.267
57.84;0;-0.079;0.267
57.86;0;-0.042;0.267
57.88;0;-0.007;0.267
57.9;0;0.03;0.267
57.92;0;0.066;0.267
57.94;0;0.099;0.267
57.96;0;0.133;0.267
57.98;0;0.164;0.267
58;0;0.194;0.267
58.02;0;0.22;0.267
58.04;0;0.243;0.267
58.06;0;0.264;0.267
58.08;0;0.278;0.267
58.1;0;0.29;0.267
58.12;0;0.297;0.267
58.14;0;0.3;0.267
58.16;0;0.3;0.267
58.18;0;0.297;0.267
58.2;0;0.288;0.267
58.22;0;0.274;0.267
58.24;0;0.257;0.267
58.26;0;0.236;0.267
58.28;0;0.211;0.267
58.3;0;0.183;0.267
58.32;0;0.155;0.267
58.34;0;0.122;0.267
58.36;0;0.089;0.267
58.38;0;0.054;0.267
58.4;0;0.017;0.267
58.42;0;-0.017;0.267
58.44;0;-0.054;0.267
58.46;0;-0.089;0.267
58.48;0;-0.122;0.267
58.5;0;-0.154;0.267
58.52;0;-0.183;0.267
58.54;0;-0.211;0.267
58.56;0;-0.236;0.267
58.58;0;-0.257;0.267
58.6;0;-0.272;0.267
58.62;0;-0.286;0.267
58.64;0;-0.295;0.267
58.66;0;-0.3;0.267
58.68;0;-0.302;0.267
58.7;0;-0.3;0.267
58.72;0;-0.291;0.267
58.74;0;-0.281;0.267
58.76;0;-0.265;0.267
58.78;0;-0.246;0.267
58.8;0;-0.223;0.267
58.82;0;-0.197;0.267
58.84;0;-0.169;0.267
58.86;0;-0.138;0.267
58.88;0;-0.105;0.267
58.9;0;-0.072;0.267
58.92;0;-0.037;0.267
58.94;0;-0.002;0.267
58.96;0;0.035;0.267
58.98;0;0.07;0.267
59;0;0.103;0.267
59.02;0;0.136;0.267
59.04;0;0.166;0.267
59.06;0;0.195;0.267
59.08;0;0.22;0.267
59.1;0;0.243;0.267
59.12;0;0.262;0.267
59.14;0;0.276;0.267
59.16;0;0.288;0.267
59.18;0;0.295;0.267
59.2;0;0.297;0.267
59.22;0;0.297;0.267
59.24;0;0.291;0.267
59.26;0;0.281;0.267
59.28;0;0.267;0.267
59.3;0;0.25;0.267
59.32;0;0.229;0.267
59.34;0;0.204;0.267
59.36;0;0.176;0.267
59.38;0;0.147;0.267
59.4;0;0.115;0.267
59.42;0;0.08;0.267
59.44;0;0.047;0.267
59.46;0;0.012;0.267
59.48;0;-0.023;0.267
59.5;0;-0.059;0.267
59.52;0;-0.094;0.267
59.54;0;-0.126;0.267
59.56;0;-0.157;0.267
59.58;0;-0.185;0.267
59.6;0;-0.211;0.267
59.62;0;-0.236;0.267
59.64;0;-0.255;0.267
59.66;0;-0.271;0.267
59.68;0;-0.284;0.267
59.7;0;-0.291;0.267
59.72;0;-0.297;0.267
59.74;0;-0.297;0.267
59.76;0;-0.295;0.267
59.78;0;-0.286;0.267
59.8;0;-0.274;0.267
59.82;0;-0.258;0.267
59.84;0;-0.239;0.267
59.86;0;-0.216;0.267
59.88;0;-0.19;0.267
59.9;0;-0.161;0.267
59.92;0;-0.131;0.267
59.94;0;-0.098;0.267
59.96;0;-0.065;0.267
59.98;0;-0.03;0.267
60;0;0.005;0.267
60.02;0;0.04;0.267
60.04;0;0.075;0.267
60.06;0;0.108;0.267
60.08;0;0.14;0.267
60.1;0;0.169;0.267
60.12;0;0.195;0.267
60.14;0;0.22;0.267
60.16;0;0.241;0.267
60.18;0;0.26;0.267
60.2;0;0.274;0.267
60.22;0;0.284;0.267
60.24;0;0.29;0.267
60.26;0;0.293;0.267
60.28;0;0.291;0.267
60.3;0;0.286;0.267
60.32;0;0.274;0.267
60.34;0;0.26;0.267
60.36;0;0.243;0.267
60.38;0;0.22;0.267
60.4;0;0.195;0.267
60.42;0;0.169;0.267
60.44;0;0.14;0.267
60.46;0;0.106;0.267
60.48;0;0.075;0.267
60.5;0;0.04;0.267
60.52;0;0.005;0.267
60.54;0;-0.03;0.267
60.56;0;-0.065;0.267
60.58;0;-0.096;0.267
60.6;0;-0.129;0.267
60.62;0;-0.159;0.267
60.64;0;-0.187;0.267
60.66;0;-0.213;0.267
60.68;0;-0.236;0.267
60.7;0;-0.255;0.267
60.72;0;-0.269;0.267
60.74;0;-0.281;0.267
60.76;0;-0.29;0.267
60.78;0;-0.291;0.267
60.8;0;-0.291;0.267
60.82;0;-0.29;0.267
60.84;0;-0.281;0.267
60.86;0;-0.267;0.267
60.88;0;-0.251;0.267
60.9;0;-0.232;0.267
60.92;0;-0.208;0.267
60.94;0;-0.182;0.267
60.96;0;-0.154;0.267
60.98;0;-0.124;0.267
61;0;-0.093;0.267
61.02;0;-0.058;0.267
61.04;0;-0.023;0.267
61.06;0;0.01;0.267
61.08;0;0.045;0.267
61.1;0;0.079;0.267
61.12;0;0.112;0.267
61.14;0;0.143;0.267
61.16;0;0.171;0.267
61.18;0;0.197;0.267
61.2;0;0.22;0.267
61.22;0;0.241;0.267
61.24;0;0.258;0.267
61.26;0;0.271;0.267
61.28;0;0.281;0.267
61.3;0;0.286;0.267
61.32;0;0.288;0.267
61.34;0;0.286;0.267
61.36;0;0.279;0.267
61.38;0;0.269;0.267
61.4;0;0.253;0.267
61.42;0;0.236;0.267
61.44;0;0.213;0.267
61.46;0;0.188;0.267
61.48;0;0.161;0.267
61.5;0;0.131;0.267
61.52;0;0.099;0.267
61.54;0;0.068;0.267
61.56;0;0.035;0.267
61.58;0;0;0.267
61.6;0;-0.035;0.267
61.62;0;-0.068;0.267
61.64;0;-0.101;0.267
61.66;0;-0.133;0.267
61.68;0;-0.161;0.267
61.7;0;-0.188;0.267
61.72;0;-0.213;0.267
61.74;0;-0.236;0.267
61.76;0;-0.253;0.267
61.78;0;-0.267;0.267
61.8;0;-0.278;0.267
61.82;0;-0.286;0.267
61.84;0;-0.288;0.267
61.86;0;-0.288;0.267
61.88;0;-0.283;0.267
61.9;0;-0.274;0.267
61.92;0;-0.262;0.267
61.94;0;-0.244;0.267
61.96;0;-0.225;0.267
61.98;0;-0.202;0.267
62;0;-0.176;0.267
62.02;0;-0.147;0.267
62.04;0;-0.117;0.267
62.06;0;-0.086;0.267
62.08;0;-0.051;0.267
62.1;0;-0.017;0.267
62.12;0;0.016;0.267
62.14;0;0.049;0.267
62.16;0;0.082;0.267
62.18;0;0.115;0.267
62.2;0;0.145;0.267
62.22;0;0.173;0.267
62.24;0;0.199;0.267
62.26;0;0.22;0.267
62.28;0;0.239;0.267
62.3;0;0.257;0.267
62.32;0;0.269;0.267
62.34;0;0.278;0.267
62.36;0;0.283;0.267
62.38;0;0.283;0.267
62.4;0;0.279;0.267
62.42;0;0.272;0.267
62.44;0;0.262;0.267
62.46;0;0.246;0.267
62.48;0;0.229;0.267
62.5;0;0.206;0.267
62.52;0;0.182;0.267
62.54;0;0.155;0.267
62.56;0;0.126;0.267
62.58;0;0.094;0.267
62.6;0;0.061;0.267
62.62;0;0.028;0.267
62.64;0;-0.007;0.267
62.66;0;-0.04;0.267
62.68;0;-0.072;0.267
62.7;0;-0.105;0.267
62.72;0;-0.134;0.267
62.74;0;-0.162;0.267
62.76;0;-0.188;0.267
62.78;0;-0.213;0.267
62.8;0;-0.234;0.267
62.82;0;-0.251;0.267
62.84;0;-0.265;0.267
62.86;0;-0.274;0.267
62.88;0;-0.281;0.267
62.9;0;-0.284;0.267
62.92;0;-0.283;0.267
62.94;0;-0.278;0.267
62.96;0;-0.267;0.267
62.98;0;-0.255;0.267
63;0;-0.237;0.267
63.02;0;-0.216;0.267
63.04;0;-0.194;0.267
63.06;0;-0.168;0.267
63.08;0;-0.14;0.267
63.1;0;-0.11;0.267
63.12;0;-0.079;0.267
63.14;0;-0.045;0.267
63.16;0;-0.012;0.267
63.18;0;0.021;0.267
63.2;0;0.054;0.267
63.22;0;0.087;0.267
63.24;0;0.119;0.267
63.26;0;0.147;0.267
63.28;0;0.175;0.267
63.3;0;0.199;0.267
63.32;0;0.22;0.267
63.34;0;0.239;0.267
63.36;0;0.255;0.267
63.38;0;0.267;0.267
63.4;0;0.272;0.267
63.42;0;0.278;0.267
63.44;0;0.278;0.267
63.46;0;0.274;0.267
63.48;0;0.267;0.267
63.5;0;0.255;0.267
63.52;0;0.239;0.267
63.54;0;0.22;0.267
63.56;0;0.199;0.267
63.58;0;0.175;0.267
63.6;0;0.147;0.267
63.62;0;0.119;0.267
63.64;0;0.087;0.267
63.66;0;0.054;0.267
63.68;0;0.021;0.267
63.7;0;-0.012;0.267
63.72;0;-0.044;0.267
63.74;0;-0.077;0.267
63.76;0;-0.108;0.267
63.78;0;-0.138;0.267
63.8;0;-0.164;0.267
63.82;0;-0.19;0.267
63.84;0;-0.213;0.267
63.86;0;-0.234;0.267
63.88;0;-0.25;0.267
63.9;0;-0.262;0.267
63.92;0;-0.271;0.267
63.94;0;-0.276;0.267
63.96;0;-0.279;0.267
63.98;0;-0.278;0.267
64;0;-0.271;0.267
64.02;0;-0.262;0.267
64.04;0;-0.248;0.267
64.06;0;-0.23;0.267
64.08;0;-0.209;0.267
64.1;0;-0.187;0.267
64.12;0;-0.161;0.267
64.14;0;-0.133;0.267
64.16;0;-0.103;0.267
64.18;0;-0.072;0.267
64.2;0;-0.04;0.267
64.22;0;-0.007;0.267
64.24;0;0.026;0.267
64.26;0;0.059;0.267
64.28;0;0.091;0.267
64.3;0;0.12;0.267
64.32;0;0.148;0.267
64.34;0;0.176;0.267
64.36;0;0.199;0.267
64.38;0;0.22;0.267
64.4;0;0.237;0.267
64.42;0;0.251;0.267
64.44;0;0.264;0.267
64.46;0;0.269;0.267
64.48;0;0.272;0.267
64.5;0;0.272;0.267
64.52;0;0.269;0.267
64.54;0;0.262;0.267
64.56;0;0.248;0.267
64.58;0;0.234;0.267
64.6;0;0.213;0.267
64.62;0;0.192;0.267
64.64;0;0.166;0.267
64.66;0;0.14;0.267
64.68;0;0.11;0.267
64.7;0;0.08;0.267
64.72;0;0.047;0.267
64.74;0;0.016;0.267
64.76;0;-0.016;0.267
64.78;0;-0.049;0.267
64.8;0;-0.08;0.267
64.82;0;-0.112;0.267
64.84;0;-0.14;0.267
64.86;0;-0.168;0.267
64.88;0;-0.19;0.267
64.9;0;-0.213;0.267
64.92;0;-0.232;0.267
64.94;0;-0.248;0.267
64.96;0;-0.26;0.267
64.98;0;-0.267;0.267
65;0;-0.272;0.267
65.02;0;-0.274;0.267
65.04;0;-0.272;0.267
65.06;0;-0.265;0.267
65.08;0;-0.255;0.267
65.1;0;-0.241;0.267
65.12;0;-0.223;0.267
65.14;0;-0.202;0.267
65.16;0;-0.18;0.267
65.18;0;-0.154;0.267
65.2;0;-0.126;0.267
65.22;0;-0.096;0.267
65.24;0;-0.066;0.267
65.26;0;-0.033;0.267
65.28;0;-0.002;0.267
65.3;0;0.031;0.267
65.32;0;0.063;0.267
65.34;0;0.094;0.267
65.36;0;0.124;0.267
65.38;0;0.152;0.267
65.4;0;0.176;0.267
65.42;0;0.199;0.267
65.44;0;0.218;0.267
65.46;0;0.237;0.267
65.48;0;0.25;0.267
65.5;0;0.26;0.267
65.52;0;0.267;0.267
65.54;0;0.269;0.267
65.56;0;0.269;0.267
65.58;0;0.264;0.267
65.6;0;0.255;0.267
65.62;0;0.241;0.267
65.64;0;0.227;0.267
65.66;0;0.208;0.267
65.68;0;0.185;0.267
65.7;0;0.159;0.267
65.72;0;0.133;0.267
65.74;0;0.103;0.267
65.76;0;0.073;0.267
65.78;0;0.042;0.267
65.8;0;0.01;0.267
65.82;0;-0.021;0.267
65.84;0;-0.052;0.267
65.86;0;-0.086;0.267
65.88;0;-0.115;0.267
65.9;0;-0.143;0.267
65.92;0;-0.169;0.267
65.94;0;-0.192;0.267
65.96;0;-0.213;0.267
65.98;0;-0.232;0.267
66;0;-0.244;0.267
66.02;0;-0.258;0.267
66.04;0;-0.264;0.267
66.06;0;-0.269;0.267
66.08;0;-0.269;0.267
66.1;0;-0.267;0.267
66.12;0;-0.26;0.267
66.14;0;-0.248;0.267
66.16;0;-0.234;0.267
66.18;0;-0.216;0.267
66.2;0;-0.195;0.267
66.22;0;-0.173;0.267
66.24;0;-0.147;0.267
66.26;0;-0.12;0.267
66.28;0;-0.091;0.267
66.3;0;-0.059;0.267
66.32;0;-0.028;0.267
66.34;0;0.005;0.267
66.36;0;0.037;0.267
66.38;0;0.066;0.267
66.4;0;0.098;0.267
66.42;0;0.126;0.267
66.44;0;0.152;0.267
66.46;0;0.178;0.267
66.48;0;0.199;0.267
66.5;0;0.218;0.267
66.52;0;0.236;0.267
66.54;0;0.246;0.267
66.56;0;0.257;0.267
66.58;0;0.262;0.267
66.6;0;0.264;0.267
66.62;0;0.264;0.267
66.64;0;0.258;0.267
66.66;0;0.248;0.267
66.68;0;0.236;0.267
66.7;0;0.218;0.267
66.72;0;0.201;0.267
66.74;0;0.178;0.267
66.76;0;0.154;0.267
66.78;0;0.127;0.267
66.8;0;0.098;0.267
66.82;0;0.068;0.267
66.84;0;0.037;0.267
66.86;0;0.005;0.267
66.88;0;-0.026;0.267
66.9;0;-0.058;0.267
66.92;0;-0.087;0.267
66.94;0;-0.117;0.267
66.96;0;-0.145;0.267
66.98;0;-0.169;0.267
67;0;-0.192;0.267
67.02;0;-0.211;0.267
67.04;0;-0.23;0.267
67.06;0;-0.243;0.267
67.08;0;-0.255;0.267
67.1;0;-0.262;0.267
67.12;0;-0.264;0.267
67.14;0;-0.264;0.267
67.16;0;-0.262;0.267
67.18;0;-0.255;0.267
67.2;0;-0.243;0.267
67.22;0;-0.229;0.267
67.24;0;-0.209;0.267
67.26;0;-0.188;0.267
67.28;0;-0.166;0.267
67.3;0;-0.141;0.267
67.32;0;-0.113;0.267
67.34;0;-0.084;0.267
67.36;0;-0.054;0.267
67.38;0;-0.023;0.267
67.4;0;0.009;0.267
67.42;0;0.04;0.267
67.44;0;0.07;0.267
67.46;0;0.099;0.267
67.48;0;0.127;0.267
67.5;0;0.154;0.267
67.52;0;0.178;0.267
67.54;0;0.199;0.267
67.56;0;0.216;0.267
67.58;0;0.232;0.267
67.6;0;0.244;0.267
67.62;0;0.253;0.267
67.64;0;0.258;0.267
67.66;0;0.26;0.267
67.68;0;0.258;0.267
67.7;0;0.251;0.267
67.72;0;0.243;0.267
67.74;0;0.23;0.267
67.76;0;0.213;0.267
67.78;0;0.194;0.267
67.8;0;0.171;0.267
67.82;0;0.147;0.267
67.84;0;0.12;0.267
67.86;0;0.093;0.267
67.88;0;0.063;0.267
67.9;0;0.031;0.267
67.92;0;0;0.267
67.94;0;-0.031;0.267
67.96;0;-0.061;0.267
67.98;0;-0.091;0.267
68;0;-0.119;0.267
68.02;0;-0.147;0.267
68.04;0;-0.169;0.267
68.06;0;-0.192;0.267
68.08;0;-0.211;0.267
68.1;0;-0.229;0.267
68.12;0;-0.241;0.267
68.14;0;-0.251;0.267
68.16;0;-0.258;0.267
68.18;0;-0.26;0.267
68.2;0;-0.26;0.267
68.22;0;-0.257;0.267
68.24;0;-0.248;0.267
68.26;0;-0.236;0.267
68.28;0;-0.222;0.267
68.3;0;-0.204;0.267
68.32;0;-0.182;0.267
68.34;0;-0.159;0.267
68.36;0;-0.134;0.267
68.38;0;-0.106;0.267
68.4;0;-0.079;0.267
68.42;0;-0.049;0.267
68.44;0;-0.017;0.267
68.46;0;0.014;0.267
68.48;0;0.044;0.267
68.5;0;0.073;0.267
68.52;0;0.101;0.267
68.54;0;0.129;0.267
68.56;0;0.155;0.267
68.58;0;0.178;0.267
68.6;0;0.199;0.267
68.62;0;0.215;0.267
68.64;0;0.23;0.267
68.66;0;0.241;0.267
68.68;0;0.25;0.267
68.7;0;0.255;0.267
68.72;0;0.255;0.267
68.74;0;0.253;0.267
68.76;0;0.246;0.267
68.78;0;0.237;0.267
68.8;0;0.223;0.267
68.82;0;0.208;0.267
68.84;0;0.187;0.267
68.86;0;0.164;0.267
68.88;0;0.14;0.267
68.9;0;0.113;0.267
68.92;0;0.086;0.267
68.94;0;0.056;0.267
68.96;0;0.026;0.267
68.98;0;-0.005;0.267
69;0;-0.035;0.267
69.02;0;-0.065;0.267
69.04;0;-0.093;0.267
69.06;0;-0.12;0.267
69.08;0;-0.147;0.267
69.1;0;-0.171;0.267
69.12;0;-0.19;0.267
69.14;0;-0.209;0.267
69.16;0;-0.225;0.267
69.18;0;-0.237;0.267
69.2;0;-0.246;0.267
69.22;0;-0.253;0.267
69.24;0;-0.257;0.267
69.26;0;-0.257;0.267
69.28;0;-0.251;0.267
69.3;0;-0.243;0.267
69.32;0;-0.23;0.267
69.34;0;-0.215;0.267
69.36;0;-0.197;0.267
69.38;0;-0.176;0.267
69.4;0;-0.154;0.267
69.42;0;-0.127;0.267
69.44;0;-0.101;0.267
69.46;0;-0.072;0.267
69.48;0;-0.044;0.267
69.5;0;-0.012;0.267
69.52;0;0.017;0.267
69.54;0;0.047;0.267
69.56;0;0.075;0.267
69.58;0;0.103;0.267
69.6;0;0.131;0.267
69.62;0;0.155;0.267
69.64;0;0.178;0.267
69.66;0;0.197;0.267
69.68;0;0.213;0.267
69.7;0;0.229;0.267
69.72;0;0.239;0.267
69.74;0;0.246;0.267
69.76;0;0.25;0.267
69.78;0;0.25;0.267
69.8;0;0.248;0.267
69.82;0;0.241;0.267
69.84;0;0.23;0.267
69.86;0;0.216;0.267
69.88;0;0.201;0.267
69.9;0;0.182;0.267
69.92;0;0.159;0.267
69.94;0;0.134;0.267
69.96;0;0.108;0.267
69.98;0;0.08;0.267
70;0;0.051;0.267
70.02;0;0.021;0.267
70.04;0;-0.009;0.267
70.06;0;-0.038;0.267
70.08;0;-0.068;0.267
70.1;0;-0.096;0.267
70.12;0;-0.122;0.267
70.14;0;-0.148;0.267
70.16;0;-0.171;0.267
70.18;0;-0.19;0.267
70.2;0;-0.208;0.267
70.22;0;-0.223;0.267
70.24;0;-0.236;0.267
70.26;0;-0.244;0.267
70.28;0;-0.25;0.267
70.3;0;-0.251;0.267
70.32;0;-0.251;0.267
70.34;0;-0.244;0.267
70.36;0;-0.236;0.267
70.38;0;-0.225;0.267
70.4;0;-0.209;0.267
70.42;0;-0.19;0.267
70.44;0;-0.171;0.267
70.46;0;-0.148;0.267
70.48;0;-0.122;0.267
70.5;0;-0.096;0.267
70.52;0;-0.068;0.267
70.54;0;-0.038;0.267
70.56;0;-0.009;0.267
70.58;0;0.021;0.267
70.6;0;0.049;0.267
70.62;0;0.079;0.267
70.64;0;0.105;0.267
70.66;0;0.131;0.267
70.68;0;0.155;0.267
70.7;0;0.178;0.267
70.72;0;0.195;0.267
70.74;0;0.213;0.267
70.76;0;0.225;0.267
70.78;0;0.236;0.267
70.8;0;0.243;0.267
70.82;0;0.244;0.267
70.84;0;0.244;0.267
70.86;0;0.243;0.267
70.88;0;0.236;0.267
70.9;0;0.225;0.267
70.92;0;0.211;0.267
70.94;0;0.194;0.267
70.96;0;0.175;0.267
70.98;0;0.154;0.267
71;0;0.127;0.267
71.02;0;0.101;0.267
71.04;0;0.075;0.267
71.06;0;0.045;0.267
71.08;0;0.017;0.267
71.1;0;-0.012;0.267
71.12;0;-0.04;0.267
71.14;0;-0.07;0.267
71.16;0;-0.098;0.267
71.18;0;-0.124;0.267
71.2;0;-0.148;0.267
71.22;0;-0.171;0.267
71.24;0;-0.19;0.267
71.26;0;-0.208;0.267
71.28;0;-0.222;0.267
71.3;0;-0.232;0.267
71.32;0;-0.241;0.267
71.34;0;-0.244;0.267
71.36;0;-0.246;0.267
71.38;0;-0.246;0.267
71.4;0;-0.239;0.267
71.42;0;-0.23;0.267
71.44;0;-0.218;0.267
71.46;0;-0.204;0.267
71.48;0;-0.185;0.267
71.5;0;-0.164;0.267
71.52;0;-0.141;0.267
71.54;0;-0.117;0.267
71.56;0;-0.091;0.267
71.58;0;-0.063;0.267
71.6;0;-0.035;0.267
71.62;0;-0.005;0.267
71.64;0;0.024;0.267
71.66;0;0.052;0.267
71.68;0;0.08;0.267
71.7;0;0.106;0.267
71.72;0;0.133;0.267
71.74;0;0.155;0.267
71.76;0;0.176;0.267
71.78;0;0.195;0.267
71.8;0;0.211;0.267
71.82;0;0.223;0.267
71.84;0;0.232;0.267
71.86;0;0.239;0.267
71.88;0;0.241;0.267
71.9;0;0.241;0.267
71.92;0;0.237;0.267
71.94;0;0.23;0.267
71.96;0;0.218;0.267
71.98;0;0.206;0.267
72;0;0.188;0.267
72.02;0;0.168;0.267
72.04;0;0.147;0.267
72.06;0;0.122;0.267
72.08;0;0.098;0.267
72.1;0;0.07;0.267
72.12;0;0.042;0.267
72.14;0;0.014;0.267
72.16;0;-0.016;0.267
72.18;0;-0.044;0.267
72.2;0;-0.072;0.267
72.22;0;-0.099;0.267
72.24;0;-0.124;0.267
72.26;0;-0.148;0.267
72.28;0;-0.171;0.267
72.3;0;-0.188;0.267
72.32;0;-0.206;0.267
72.34;0;-0.218;0.267
72.36;0;-0.23;0.267
72.38;0;-0.237;0.267
72.4;0;-0.241;0.267
72.42;0;-0.241;0.267
72.44;0;-0.241;0.267
72.46;0;-0.236;0.267
72.48;0;-0.225;0.267
72.5;0;-0.213;0.267
72.52;0;-0.197;0.267
72.54;0;-0.18;0.267
72.56;0;-0.159;0.267
72.58;0;-0.134;0.267
72.6;0;-0.112;0.267
72.62;0;-0.086;0.267
72.64;0;-0.058;0.267
72.66;0;-0.03;0.267
72.68;0;-0.002;0.267
72.7;0;0.028;0.267
72.72;0;0.056;0.267
72.74;0;0.082;0.267
72.76;0;0.108;0.267
72.78;0;0.133;0.267
72.8;0;0.155;0.267
72.82;0;0.176;0.267
72.84;0;0.194;0.267
72.86;0;0.209;0.267
72.88;0;0.22;0.267
72.9;0;0.23;0.267
72.92;0;0.236;0.267
72.94;0;0.237;0.267
72.96;0;0.237;0.267
72.98;0;0.232;0.267
73;0;0.223;0.267
73.02;0;0.213;0.267
73.04;0;0.199;0.267
73.06;0;0.183;0.267
73.08;0;0.162;0.267
73.1;0;0.141;0.267
73.12;0;0.117;0.267
73.14;0;0.093;0.267
73.16;0;0.065;0.267
73.18;0;0.037;0.267
73.2;0;0.009;0.267
73.22;0;-0.019;0.267
73.24;0;-0.047;0.267
73.26;0;-0.075;0.267
73.28;0;-0.101;0.267
73.3;0;-0.126;0.267
73.32;0;-0.148;0.267
73.34;0;-0.169;0.267
73.36;0;-0.187;0.267
73.38;0;-0.204;0.267
73.4;0;-0.216;0.267
73.42;0;-0.227;0.267
73.44;0;-0.234;0.267
73.46;0;-0.237;0.267
73.48;0;-0.237;0.267
73.5;0;-0.236;0.267
73.52;0;-0.23;0.267
73.54;0;-0.218;0.267
73.56;0;-0.208;0.267
73.58;0;-0.19;0.267
73.6;0;-0.173;0.267
73.62;0;-0.152;0.267
73.64;0;-0.129;0.267
73.66;0;-0.105;0.267
73.68;0;-0.079;0.267
73.7;0;-0.052;0.267
73.72;0;-0.024;0.267
73.74;0;0.003;0.267
73.76;0;0.031;0.267
73.78;0;0.059;0.267
73.8;0;0.086;0.267
73.82;0;0.11;0.267
73.84;0;0.134;0.267
73.86;0;0.155;0.267
73.88;0;0.176;0.267
73.9;0;0.192;0.267
73.92;0;0.208;0.267
73.94;0;0.216;0.267
73.96;0;0.227;0.267
73.98;0;0.23;0.267
74;0;0.232;0.267
74.02;0;0.232;0.267
74.04;0;0.227;0.267
74.06;0;0.218;0.267
74.08;0;0.208;0.267
74.1;0;0.194;0.267
74.12;0;0.176;0.267
74.14;0;0.157;0.267
74.16;0;0.134;0.267
74.18;0;0.112;0.267
74.2;0;0.087;0.267
74.22;0;0.061;0.267
74.24;0;0.033;0.267
74.26;0;0.005;0.267
74.28;0;-0.023;0.267
74.3;0;-0.051;0.267
74.32;0;-0.077;0.267
74.34;0;-0.101;0.267
74.36;0;-0.126;0.267
74.38;0;-0.148;0.267
74.4;0;-0.169;0.267
74.42;0;-0.187;0.267
74.44;0;-0.202;0.267
74.46;0;-0.215;0.267
74.48;0;-0.223;0.267
74.5;0;-0.23;0.267
74.52;0;-0.232;0.267
74.54;0;-0.234;0.267
74.56;0;-0.23;0.267
74.58;0;-0.223;0.267
74.6;0;-0.213;0.267
74.62;0;-0.201;0.267
74.64;0;-0.185;0.267
74.66;0;-0.168;0.267
74.68;0;-0.147;0.267
74.7;0;-0.124;0.267
74.72;0;-0.099;0.267
74.74;0;-0.075;0.267
74.76;0;-0.047;0.267
74.78;0;-0.021;0.267
74.8;0;0.007;0.267
74.82;0;0.035;0.267
74.84;0;0.061;0.267
74.86;0;0.087;0.267
74.88;0;0.112;0.267
74.9;0;0.134;0.267
74.92;0;0.155;0.267
74.94;0;0.175;0.267
74.96;0;0.19;0.267
74.98;0;0.204;0.267
75;0;0.215;0.267
75.02;0;0.222;0.267
75.04;0;0.227;0.267
75.06;0;0.229;0.267
75.08;0;0.229;0.267
75.1;0;0.222;0.267
75.12;0;0.213;0.267
75.14;0;0.202;0.267
75.16;0;0.187;0.267
75.18;0;0.171;0.267
75.2;0;0.152;0.267
75.22;0;0.129;0.267
75.24;0;0.106;0.267
75.26;0;0.08;0.267
75.28;0;0.054;0.267
75.3;0;0.028;0.267
75.32;0;0.002;0.267
75.34;0;-0.026;0.267
75.36;0;-0.052;0.267
75.38;0;-0.079;0.267
75.4;0;-0.103;0.267
75.42;0;-0.127;0.267
75.44;0;-0.148;0.267
75.46;0;-0.169;0.267
75.48;0;-0.185;0.267
75.5;0;-0.201;0.267
