Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
29.96,6.735,16.846,0.001,-0.131,-0.024,-0.278
29.98,6.428,15.63,0.004,-0.09,-0.024,-0.279
30,6.085,15.395,0,-0.084,-0.024,-0.281
30.02,6.097,15.447,0,-0.087,-0.024,-0.283
30.04,6.133,15.437,0,-0.088,-0.024,-0.285
30.06,6.143,15.401,0,-0.087,-0.024,-0.286
30.08,6.75,16.773,0,-0.132,-0.024,-0.29
30.1,6.795,16.828,0,-0.135,-0.024,-0.292
30.12,5.559,13.997,0,-0.042,-0.024,-0.292
30.14,6.085,15.195,0,-0.081,-0.024,-0.295
30.16,6.824,16.759,0,-0.135,-0.024,-0.297
30.18,6.239,15.446,0,-0.091,-0.024,-0.299
30.2,6.149,15.209,0,-0.084,-0.024,-0.3
30.22,6.799,16.682,0,-0.131,-0.024,-0.304
30.24,2.962,15.186,-0.044,-0.09,-0.026,-0.304
30.26,2.082,13.666,-0.047,-0.039,-0.026,-0.305
30.28,6.089,15.115,0.001,-0.084,-0.026,-0.307
30.3,6.424,15.311,0.004,-0.091,-0.026,-0.309
30.32,6.123,15.184,0,-0.088,-0.026,-0.311
30.34,6.082,15.14,0,-0.087,-0.026,-0.312
30.36,6.111,15.129,0,-0.087,-0.026,-0.314
30.38,6.122,15.114,0,-0.087,-0.026,-0.316
30.4,6.126,15.097,0,-0.087,-0.026,-0.318
30.42,6.131,15.08,0,-0.087,-0.026,-0.319
30.44,6.738,16.47,0,-0.132,-0.026,-0.323
30.46,6.782,16.539,0,-0.135,-0.026,-0.325
30.48,5.543,13.723,0,-0.042,-0.026,-0.325
30.5,6.067,14.935,0,-0.081,-0.026,-0.328
30.52,6.803,16.514,0,-0.135,-0.026,-0.33
30.54,5.615,13.811,0,-0.046,-0.026,-0.33
30.56,6.086,14.909,0,-0.081,-0.026,-0.333
30.58,6.814,16.474,0,-0.135,-0.026,-0.335
30.6,5.63,13.782,0,-0.046,-0.026,-0.335
30.62,6.101,14.885,0,-0.081,-0.026,-0.339
30.64,6.829,16.451,0,-0.135,-0.026,-0.34
30.66,5.644,13.761,0,-0.046,-0.026,-0.34
30.68,6.115,14.866,0,-0.081,-0.026,-0.344
30.7,6.843,16.435,0,-0.135,-0.026,-0.346
30.72,6.259,15.152,0,-0.091,-0.026,-0.347
30.74,5.565,13.534,0,-0.039,-0.026,-0.347
30.76,5.574,13.54,0,-0.039,-0.026,-0.349
30.78,6.231,14.96,0,-0.088,-0.026,-0.351
30.8,6.879,16.454,0,-0.136,-0.026,-0.354
30.82,6.87,16.427,0,-0.135,-0.026,-0.356
30.84,6.224,15.014,0,-0.086,-0.026,-0.358
30.86,2.294,13.349,-0.044,-0.039,-0.028,-0.358
30.88,2.709,14.772,-0.047,-0.084,-0.028,-0.361
30.9,6.202,15.038,0.001,-0.091,-0.028,-0.361
30.92,5.799,13.659,0.004,-0.043,-0.028,-0.363
30.94,6.086,14.843,0,-0.084,-0.028,-0.365
30.96,6.14,15.036,0,-0.091,-0.028,-0.367
30.98,6.123,14.957,0,-0.088,-0.028,-0.368
31,6.12,14.943,0,-0.087,-0.028,-0.37
31.02,6.124,14.956,0,-0.087,-0.028,-0.372
31.04,6.127,14.966,0,-0.087,-0.028,-0.374
31.06,6.13,14.975,0,-0.087,-0.028,-0.375
31.08,2.239,13.405,-0.044,-0.043,-0.03,-0.375
31.1,2,13.321,-0.047,-0.04,-0.03,-0.377
31.12,6.048,14.901,0.001,-0.088,-0.03,-0.379
31.14,6.328,15.02,0.004,-0.091,-0.03,-0.381
31.16,6.016,14.91,0,-0.087,-0.03,-0.382
31.18,5.974,14.906,0,-0.087,-0.03,-0.384
31.2,5.397,13.524,0,-0.043,-0.03,-0.384
31.22,5.365,13.456,0,-0.04,-0.03,-0.386
31.24,6.008,14.869,0,-0.088,-0.03,-0.388
31.26,6.053,14.98,0,-0.091,-0.03,-0.389
31.28,6.004,14.887,0,-0.087,-0.03,-0.391
31.3,5.998,14.889,0,-0.087,-0.03,-0.393
31.32,5.402,13.51,0,-0.043,-0.03,-0.393
31.34,5.967,14.851,0,-0.084,-0.03,-0.396
31.36,6.047,14.946,0,-0.091,-0.03,-0.396
31.38,5.411,13.579,0,-0.043,-0.03,-0.398
31.4,5.96,14.793,0,-0.084,-0.03,-0.4
31.42,6.048,15.004,0,-0.091,-0.03,-0.401
31.44,6.009,14.94,0,-0.088,-0.03,-0.403
31.46,6,14.941,0,-0.087,-0.03,-0.405
31.48,5.402,13.564,0,-0.043,-0.03,-0.405
31.5,2.675,14.736,-0.044,-0.084,-0.031,-0.408
31.52,2.552,14.828,-0.047,-0.091,-0.031,-0.408
31.54,5.317,13.636,0.001,-0.043,-0.031,-0.41
31.56,6.1,14.867,0.004,-0.084,-0.031,-0.412
31.58,5.923,15.07,0,-0.091,-0.031,-0.414
31.6,5.245,13.604,0,-0.043,-0.031,-0.414
31.62,5.216,13.528,0,-0.04,-0.031,-0.415
31.64,9.157,15.135,0.044,-0.088,-0.03,-0.417
31.66,8.801,13.867,0.047,-0.047,-0.03,-0.417
31.68,5.31,13.533,-0.001,-0.04,-0.03,-0.419
31.7,5.711,14.934,-0.004,-0.088,-0.03,-0.421
31.72,6.023,15.082,0,-0.091,-0.03,-0.422
31.74,2.718,14.833,-0.044,-0.087,-0.031,-0.424
31.76,2.488,14.838,-0.047,-0.087,-0.031,-0.426
31.78,5.288,13.644,0.001,-0.043,-0.031,-0.426
31.8,5.485,13.606,0.004,-0.04,-0.031,-0.428
31.82,5.863,15.024,0,-0.088,-0.031,-0.429
31.84,5.869,15.152,0,-0.091,-0.031,-0.431
31.86,5.236,13.675,0,-0.043,-0.031,-0.431
31.88,5.194,13.612,0,-0.04,-0.031,-0.433
31.9,5.837,15.054,0,-0.088,-0.031,-0.435
31.92,5.279,13.783,0,-0.047,-0.031,-0.435
31.94,5.189,13.627,0,-0.04,-0.031,-0.436
31.96,5.222,13.643,0,-0.043,-0.031,-0.436
31.98,4.629,12.297,0,0.001,-0.031,-0.436
32,5.183,13.543,0,-0.041,-0.031,-0.438
32.02,5.861,15.06,0,-0.091,-0.031,-0.44
32.04,5.256,13.69,0,-0.047,-0.031,-0.44
32.06,5.16,13.523,0,-0.04,-0.031,-0.442
32.08,5.196,13.549,0,-0.043,-0.031,-0.442
32.1,5.205,13.611,0,-0.044,-0.031,-0.443
32.12,5.195,13.538,0,-0.044,-0.031,-0.443
32.14,5.192,13.576,0,-0.044,-0.031,-0.445
32.16,5.185,13.511,0,-0.044,-0.031,-0.445
32.18,5.183,13.552,0,-0.044,-0.031,-0.447
32.2,5.176,13.486,0,-0.044,-0.031,-0.447
32.22,5.174,13.528,0,-0.044,-0.031,-0.449
32.24,5.167,13.464,0,-0.044,-0.031,-0.449
32.26,5.165,13.506,0,-0.044,-0.031,-0.45
32.28,5.158,13.442,0,-0.044,-0.031,-0.45
32.3,5.155,13.485,0,-0.044,-0.031,-0.452
32.32,5.75,14.827,0,-0.088,-0.031,-0.454
32.34,5.184,13.55,0,-0.046,-0.031,-0.454
32.36,5.097,13.411,0,-0.04,-0.031,-0.456
32.38,5.13,13.438,0,-0.043,-0.031,-0.456
32.4,5.137,13.504,0,-0.044,-0.031,-0.457
32.42,5.127,13.438,0,-0.044,-0.031,-0.457
32.44,5.123,13.482,0,-0.044,-0.031,-0.459
32.46,5.116,13.422,0,-0.044,-0.031,-0.459
32.48,5.113,13.47,0,-0.044,-0.031,-0.461
32.5,5.105,13.411,0,-0.044,-0.031,-0.461
32.52,4.501,12.054,0,0.001,-0.031,-0.461
32.54,5.057,13.317,0,-0.041,-0.031,-0.463
32.56,5.735,14.847,0,-0.092,-0.031,-0.464
32.58,5.129,13.488,0,-0.047,-0.031,-0.464
32.6,4.43,11.928,0,0.004,-0.031,-0.464
32.62,5.029,13.285,0,-0.04,-0.031,-0.466
32.64,5.116,13.436,0,-0.047,-0.031,-0.466
32.66,5.07,13.392,0,-0.044,-0.031,-0.468
32.68,5.051,13.313,0,-0.043,-0.031,-0.468
32.7,4.45,11.966,0,0.001,-0.031,-0.468
32.72,5.006,13.234,0,-0.041,-0.031,-0.47
32.74,5.082,13.363,0,-0.047,-0.031,-0.47
32.76,5.039,13.327,0,-0.044,-0.031,-0.471
32.78,5.021,13.252,0,-0.043,-0.031,-0.471
32.8,4.419,11.906,0,0.001,-0.031,-0.471
32.82,4.975,13.175,0,-0.041,-0.031,-0.473
32.84,5.052,13.306,0,-0.047,-0.031,-0.473
32.86,5.008,13.271,0,-0.044,-0.031,-0.475
32.88,4.99,13.198,0,-0.043,-0.031,-0.475
32.9,4.989,13.258,0,-0.044,-0.031,-0.477
32.92,4.982,13.208,0,-0.044,-0.031,-0.477
32.94,4.377,11.858,0,0.001,-0.031,-0.477
32.96,4.932,13.128,0,-0.041,-0.031,-0.478
32.98,5.61,14.666,0,-0.092,-0.031,-0.48
33,5.002,13.313,0,-0.047,-0.031,-0.48
33.02,4.303,11.76,0,0.004,-0.031,-0.48
33.04,4.901,13.125,0,-0.04,-0.031,-0.482
33.06,4.988,13.282,0,-0.047,-0.031,-0.482
33.08,4.941,13.246,0,-0.044,-0.031,-0.484
33.1,4.921,13.174,0,-0.043,-0.031,-0.484
33.12,4.921,13.238,0,-0.044,-0.031,-0.485
33.14,4.913,13.193,0,-0.044,-0.031,-0.485
33.16,4.909,13.251,0,-0.044,-0.031,-0.487
33.18,4.9,13.204,0,-0.044,-0.031,-0.487
33.2,4.295,11.859,0,0.001,-0.031,-0.487
33.22,4.849,13.134,0,-0.041,-0.031,-0.489
33.24,5.526,14.676,0,-0.092,-0.031,-0.49
33.26,4.919,13.328,0,-0.047,-0.031,-0.49
33.28,4.821,13.185,0,-0.04,-0.031,-0.492
33.3,4.855,13.234,0,-0.043,-0.031,-0.492
33.32,7.551,12.089,0.044,0.001,-0.03,-0.492
33.34,8.306,13.369,0.047,-0.041,-0.03,-0.494
33.36,4.978,13.337,-0.001,-0.047,-0.03,-0.494
33.38,0.807,11.722,-0.048,0,-0.031,-0.494
33.4,1.413,12.982,-0.047,-0.041,-0.031,-0.496
33.42,4.93,13.301,0.001,-0.047,-0.031,-0.496
33.44,5.102,13.29,0.004,-0.044,-0.031,-0.497
33.46,4.815,13.213,0,-0.043,-0.031,-0.497
33.48,4.177,11.877,0,0.001,-0.031,-0.497
33.5,4.751,13.159,0,-0.041,-0.031,-0.499
33.52,4.831,13.302,0,-0.047,-0.031,-0.499
33.54,4.183,11.874,0,0,-0.031,-0.499
33.56,4.727,13.133,0,-0.041,-0.031,-0.501
33.58,4.805,13.283,0,-0.047,-0.031,-0.501
33.6,4.16,11.858,0,0,-0.031,-0.501
33.62,7.394,11.888,0.044,0.004,-0.03,-0.501
33.64,8.238,13.369,0.047,-0.044,-0.03,-0.503
33.66,4.872,13.257,-0.001,-0.048,-0.03,-0.503
33.68,3.982,11.799,-0.004,0.001,-0.03,-0.503
33.7,4.192,11.674,0,0.004,-0.03,-0.503
33.72,4.871,13.15,0,-0.044,-0.03,-0.504
33.74,1.596,13.034,-0.044,-0.048,-0.031,-0.504
33.76,0.733,11.577,-0.047,0.001,-0.031,-0.504
33.78,4.684,13.015,0.001,-0.04,-0.031,-0.506
33.8,4.998,13.18,0.004,-0.047,-0.031,-0.506
33.82,4.088,11.745,0,0,-0.031,-0.506
33.84,4.596,13.005,0,-0.041,-0.031,-0.508
33.86,4.693,13.158,0,-0.047,-0.031,-0.508
33.88,4.051,11.737,0,0,-0.031,-0.508
33.9,4.594,13,0,-0.041,-0.031,-0.51
33.92,4.671,13.153,0,-0.047,-0.031,-0.51
33.94,4.025,11.733,0,0,-0.031,-0.51
33.96,7.861,13.171,0.044,-0.041,-0.03,-0.511
33.98,8.141,13.335,0.047,-0.047,-0.03,-0.511
34,4.093,11.745,-0.001,0,-0.03,-0.511
34.02,3.802,11.594,-0.004,0.004,-0.03,-0.511
34.04,4.707,13.082,0,-0.044,-0.03,-0.513
34.06,4.779,13.148,0,-0.048,-0.03,-0.513
34.08,4.104,11.705,0,0.001,-0.03,-0.513
34.1,4.647,12.976,0,-0.04,-0.03,-0.515
34.12,1.436,12.96,-0.044,-0.047,-0.031,-0.515
34.14,0.588,11.531,-0.047,0,-0.031,-0.515
34.16,4.534,12.967,0.001,-0.041,-0.031,-0.517
34.18,4.846,13.135,0.004,-0.047,-0.031,-0.517
34.2,3.936,11.705,0,0,-0.031,-0.517
34.22,3.842,11.565,0,0.004,-0.031,-0.517
34.24,4.501,13.044,0,-0.044,-0.031,-0.518
34.26,4.541,13.11,0,-0.048,-0.031,-0.518
34.28,3.883,11.67,0,0.001,-0.031,-0.518
34.3,3.827,11.539,0,0.004,-0.031,-0.518
34.32,7.76,13.194,0.044,-0.044,-0.03,-0.52
34.34,7.998,13.271,0.047,-0.048,-0.03,-0.52
34.36,3.939,11.662,-0.001,0.001,-0.03,-0.52
34.38,4.251,12.924,-0.004,-0.04,-0.03,-0.522
34.4,4.594,13.099,0,-0.047,-0.03,-0.522
34.42,3.984,11.686,0,0,-0.03,-0.522
34.44,3.907,11.549,0,0.004,-0.03,-0.522
34.46,4.544,13.029,0,-0.044,-0.03,-0.524
34.48,1.289,12.923,-0.044,-0.048,-0.031,-0.524
34.5,0.431,11.475,-0.047,0.001,-0.031,-0.524
34.52,4.379,12.922,0.001,-0.04,-0.031,-0.525
34.54,4.691,13.096,0.004,-0.047,-0.031,-0.525
34.56,3.781,11.669,0,0,-0.031,-0.525
34.58,3.686,11.533,0,0.004,-0.031,-0.525
34.6,3.744,11.611,0,0,-0.031,-0.525
34.62,4.347,13.002,0,-0.045,-0.031,-0.527
34.64,4.369,13.048,0,-0.047,-0.031,-0.527
34.66,3.715,11.618,0,0.001,-0.031,-0.527
34.68,6.952,11.668,0.044,0.004,-0.03,-0.527
34.7,7.796,13.163,0.047,-0.044,-0.03,-0.529
34.72,4.428,13.062,-0.001,-0.048,-0.03,-0.529
34.74,3.537,11.616,-0.004,0.001,-0.03,-0.529
34.76,3.746,11.503,0,0.004,-0.03,-0.529
34.78,3.822,11.586,0,0,-0.03,-0.529
34.8,4.401,12.977,0,-0.045,-0.03,-0.531
34.82,4.422,13.024,0,-0.047,-0.03,-0.531
34.84,3.769,11.597,0,0.001,-0.03,-0.531
34.86,0.424,11.299,-0.044,0.004,-0.031,-0.531
34.88,0.261,11.37,-0.047,0,-0.031,-0.531
34.9,4.261,12.933,0.001,-0.045,-0.031,-0.532
34.92,4.519,12.993,0.004,-0.047,-0.031,-0.532
34.94,3.601,11.553,0,0.001,-0.031,-0.532
34.96,3.51,11.428,0,0.004,-0.031,-0.532
34.98,3.568,11.511,0,0,-0.031,-0.532
35,4.17,12.905,0,-0.045,-0.031,-0.534
35.02,4.192,12.954,0,-0.047,-0.031,-0.534
35.04,6.829,11.702,0.044,0.001,-0.03,-0.534
35.06,6.977,11.591,0.047,0.004,-0.03,-0.534
35.08,3.614,11.503,-0.001,0,-0.03,-0.534
35.1,3.978,12.885,-0.004,-0.045,-0.03,-0.536
35.12,4.266,12.949,0,-0.047,-0.03,-0.536
35.14,3.648,11.525,0,0.001,-0.03,-0.536
35.16,3.575,11.404,0,0.004,-0.03,-0.536
35.18,3.61,11.487,0,0,-0.03,-0.536
35.2,4.209,12.882,0,-0.045,-0.03,-0.538
35.22,4.234,12.933,0,-0.047,-0.03,-0.538
35.24,3.58,11.509,0,0.001,-0.03,-0.538
35.26,0.234,11.214,-0.044,0.004,-0.031,-0.538
35.28,0.07,11.288,-0.047,0,-0.031,-0.538
35.3,4.071,12.854,0.001,-0.045,-0.031,-0.539
35.32,4.328,12.918,0.004,-0.047,-0.031,-0.539
35.34,3.41,11.48,0,0.001,-0.031,-0.539
35.36,3.318,11.359,0,0.004,-0.031,-0.539
35.38,3.377,11.445,0,0,-0.031,-0.539
35.4,7.27,13.016,0.044,-0.045,-0.03,-0.541
35.42,7.495,13.079,0.047,-0.047,-0.03,-0.541
35.44,3.437,11.486,-0.001,0.001,-0.03,-0.541
35.46,3.149,11.356,-0.004,0.004,-0.03,-0.541
35.48,3.452,11.455,0,0,-0.03,-0.541
35.5,3.484,11.449,0,0,-0.03,-0.541
35.52,4.052,12.823,0,-0.044,-0.03,-0.543
35.54,4.075,12.882,0,-0.047,-0.03,-0.543
35.56,3.423,11.462,0,0.001,-0.03,-0.543
35.58,3.369,11.344,0,0.004,-0.03,-0.543
35.6,3.408,11.431,0,0,-0.03,-0.543
35.62,0.112,11.25,-0.044,0,-0.031,-0.543
35.64,-0.105,11.21,-0.047,0,-0.031,-0.543
35.66,3.286,11.356,0.001,0,-0.031,-0.543
35.68,3.51,11.347,0.004,0,-0.031,-0.543
35.7,3.235,11.312,0,0,-0.031,-0.543
35.72,3.789,12.693,0,-0.044,-0.031,-0.545
35.74,7.127,12.931,0.044,-0.047,-0.03,-0.545
35.76,6.68,11.521,0.047,0.001,-0.03,-0.545
35.78,3.22,11.233,-0.001,0.004,-0.03,-0.545
35.8,3.025,11.309,-0.004,0,-0.03,-0.545
35.82,3.285,11.316,0,0,-0.03,-0.545
35.84,3.307,11.289,0,0,-0.03,-0.545
35.86,3.276,11.266,0,0,-0.03,-0.545
35.88,3.262,11.245,0,0,-0.03,-0.545
35.9,3.854,12.629,0,-0.044,-0.03,-0.546
35.92,3.882,12.692,0,-0.047,-0.03,-0.546
35.94,3.228,11.273,0,0.001,-0.03,-0.546
35.96,3.173,11.157,0,0.004,-0.03,-0.546
35.98,3.814,12.65,0,-0.044,-0.03,-0.548
36,3.848,12.729,0,-0.048,-0.03,-0.548
36.02,3.191,11.303,0,0.001,-0.03,-0.548
36.04,3.135,11.185,0,0.004,-0.03,-0.548
36.06,3.174,11.275,0,0,-0.03,-0.548
36.08,3.772,12.675,0,-0.045,-0.03,-0.55
36.1,3.795,12.732,0,-0.047,-0.03,-0.55
36.12,3.141,11.313,0,0.001,-0.03,-0.55
36.14,3.086,11.198,0,0.004,-0.03,-0.55
36.16,3.125,11.289,0,0,-0.03,-0.55
36.18,3.121,11.285,0,0,-0.03,-0.55
36.2,3.708,12.663,0,-0.044,-0.03,-0.552
36.22,3.735,12.727,0,-0.047,-0.03,-0.552
36.24,3.081,11.311,0,0.001,-0.03,-0.552
36.26,3.026,11.197,0,0.004,-0.03,-0.552
36.28,3.065,11.288,0,0,-0.03,-0.552
36.3,3.662,12.689,0,-0.045,-0.03,-0.553
36.32,3.686,12.748,0,-0.047,-0.03,-0.553
36.34,3.031,11.33,0,0.001,-0.03,-0.553
36.36,2.976,11.217,0,0.004,-0.03,-0.553
36.38,3.015,11.309,0,0,-0.03,-0.553
36.4,3.011,11.307,0,0,-0.03,-0.553
36.42,3.597,12.687,0,-0.044,-0.03,-0.555
36.44,3.624,12.752,0,-0.047,-0.03,-0.555
36.46,2.97,11.337,0,0.001,-0.03,-0.555
36.48,2.915,11.225,0,0.004,-0.03,-0.555
36.5,2.954,11.317,0,0,-0.03,-0.555
36.52,2.949,11.316,0,0,-0.03,-0.555
36.54,2.935,11.292,0,0,-0.03,-0.555
36.56,2.923,11.274,0,0,-0.03,-0.555
36.58,3.513,12.663,0,-0.044,-0.03,-0.557
36.6,3.541,12.731,0,-0.047,-0.03,-0.557
36.62,2.886,11.317,0,0.001,-0.03,-0.557
36.64,2.831,11.205,0,0.004,-0.03,-0.557
36.66,2.87,11.298,0,0,-0.03,-0.557
36.68,2.865,11.298,0,0,-0.03,-0.557
36.7,2.851,11.275,0,0,-0.03,-0.557
36.72,2.839,11.257,0,0,-0.03,-0.557
36.74,2.828,11.243,0,0,-0.03,-0.557
36.76,2.817,11.227,0,0,-0.03,-0.557
36.78,2.806,11.212,0,0,-0.03,-0.557
36.8,2.794,11.197,0,0,-0.03,-0.557
36.82,2.783,11.181,0,0,-0.03,-0.557
36.84,3.374,12.571,0,-0.044,-0.03,-0.559
36.86,3.401,12.639,0,-0.047,-0.03,-0.559
36.88,2.746,11.226,0,0.001,-0.03,-0.559
36.9,2.691,11.115,0,0.004,-0.03,-0.559
36.92,2.73,11.209,0,0,-0.03,-0.559
36.94,2.725,11.209,0,0,-0.03,-0.559
36.96,2.71,11.187,0,0,-0.03,-0.559
36.98,2.698,11.17,0,0,-0.03,-0.559
37,3.289,12.561,0,-0.044,-0.03,-0.56
37.02,3.316,12.63,0,-0.047,-0.03,-0.56
37.04,2.662,11.218,0,0.001,-0.03,-0.56
37.06,2.606,11.108,0,0.004,-0.03,-0.56
37.08,2.645,11.202,0,0,-0.03,-0.56
37.1,2.64,11.203,0,0,-0.03,-0.56
37.12,2.625,11.182,0,0,-0.03,-0.56
37.14,3.215,12.571,0,-0.044,-0.03,-0.562
37.16,3.242,12.641,0,-0.047,-0.03,-0.562
37.18,2.587,11.23,0,0.001,-0.03,-0.562
37.2,2.532,11.12,0,0.004,-0.03,-0.562
37.22,2.57,11.216,0,0,-0.03,-0.562
37.24,2.566,11.218,0,0,-0.03,-0.562
37.26,2.551,11.197,0,0,-0.03,-0.562
37.28,2.538,11.182,0,0,-0.03,-0.562
37.3,3.129,12.574,0,-0.044,-0.03,-0.564
37.32,3.156,12.645,0,-0.047,-0.03,-0.564
37.34,2.501,11.234,0,0.001,-0.03,-0.564
37.36,2.446,11.126,0,0.004,-0.03,-0.564
37.38,2.484,11.222,0,0,-0.03,-0.564
37.4,2.479,11.225,0,0,-0.03,-0.564
37.42,2.464,11.205,0,0,-0.03,-0.564
37.44,2.452,11.191,0,0,-0.03,-0.564
37.46,2.441,11.179,0,0,-0.03,-0.564
37.48,2.429,11.167,0,0,-0.03,-0.564
37.5,2.418,11.155,0,0,-0.03,-0.564
37.52,2.407,11.142,0,0,-0.03,-0.564
37.54,2.395,11.13,0,0,-0.03,-0.564
37.56,2.384,11.118,0,0,-0.03,-0.564
37.58,2.974,12.511,0,-0.044,-0.03,-0.566
37.6,3,12.582,0,-0.047,-0.03,-0.566
37.62,2.346,11.172,0,0.001,-0.03,-0.566
37.64,2.29,11.064,0,0.004,-0.03,-0.566
37.66,2.328,11.161,0,0,-0.03,-0.566
37.68,2.324,11.165,0,0,-0.03,-0.566
37.7,2.309,11.145,0,0,-0.03,-0.566
37.72,2.898,12.537,0,-0.044,-0.03,-0.567
37.74,2.925,12.61,0,-0.047,-0.03,-0.567
37.76,2.27,11.201,0,0.001,-0.03,-0.567
37.78,2.214,11.094,0,0.004,-0.03,-0.567
37.8,2.252,11.191,0,0,-0.03,-0.567
37.82,2.248,11.196,0,0,-0.03,-0.567
37.84,2.232,11.177,0,0,-0.03,-0.567
37.86,2.821,12.569,0,-0.044,-0.03,-0.569
37.88,2.848,12.643,0,-0.047,-0.03,-0.569
37.9,2.194,11.235,0,0.001,-0.03,-0.569
37.92,2.138,11.128,0,0.004,-0.03,-0.569
37.94,2.176,11.227,0,0,-0.03,-0.569
37.96,2.171,11.232,0,0,-0.03,-0.569
37.98,2.156,11.214,0,0,-0.03,-0.569
38,2.143,11.203,0,0,-0.03,-0.569
38.02,2.132,11.193,0,0,-0.03,-0.569
38.04,2.12,11.184,0,0,-0.03,-0.569
38.06,2.109,11.174,0,0,-0.03,-0.569
38.08,2.097,11.164,0,0,-0.03,-0.569
38.1,2.085,11.154,0,0,-0.03,-0.569
38.12,2.675,12.549,0,-0.044,-0.03,-0.571
38.14,2.701,12.623,0,-0.047,-0.03,-0.571
38.16,2.047,11.215,0,0.001,-0.03,-0.571
38.18,1.991,11.11,0,0.004,-0.03,-0.571
38.2,2.029,11.209,0,0,-0.03,-0.571
38.22,2.024,11.215,0,0,-0.03,-0.571
38.24,2.009,11.198,0,0,-0.03,-0.571
38.26,1.996,11.187,0,0,-0.03,-0.571
38.28,1.985,11.179,0,0,-0.03,-0.571
38.3,1.973,11.17,0,0,-0.03,-0.571
38.32,1.961,11.161,0,0,-0.03,-0.571
38.34,1.949,11.152,0,0,-0.03,-0.571
38.36,1.938,11.143,0,0,-0.03,-0.571
38.38,1.926,11.134,0,0,-0.03,-0.571
38.4,1.914,11.125,0,0,-0.03,-0.571
38.42,1.902,11.116,0,0,-0.03,-0.571
38.44,1.891,11.107,0,0,-0.03,-0.571
38.46,1.879,11.098,0,0,-0.03,-0.571
38.48,1.867,11.088,0,0,-0.03,-0.571
38.5,1.855,11.079,0,0,-0.03,-0.571
38.52,2.445,12.475,0,-0.044,-0.03,-0.573
38.54,2.471,12.55,0,-0.047,-0.03,-0.573
38.56,1.817,11.143,0,0.001,-0.03,-0.573
38.58,1.761,11.038,0,0.004,-0.03,-0.573
38.6,1.799,11.138,0,0,-0.03,-0.573
38.62,1.794,11.145,0,0,-0.03,-0.573
38.64,1.778,11.129,0,0,-0.03,-0.573
38.66,1.766,11.119,0,0,-0.03,-0.573
38.68,1.754,11.111,0,0,-0.03,-0.573
38.7,1.742,11.103,0,0,-0.03,-0.573
38.72,2.332,12.499,0,-0.044,-0.03,-0.574
38.74,2.358,12.575,0,-0.047,-0.03,-0.574
38.76,1.703,11.169,0,0.001,-0.03,-0.574
38.78,1.647,11.065,0,0.004,-0.03,-0.574
38.8,1.685,11.166,0,0,-0.03,-0.574
38.82,1.68,11.173,0,0,-0.03,-0.574
38.84,1.664,11.158,0,0,-0.03,-0.574
38.86,1.652,11.149,0,0,-0.03,-0.574
38.88,1.64,11.142,0,0,-0.03,-0.574
38.9,2.23,12.539,0,-0.044,-0.03,-0.576
38.92,2.256,12.615,0,-0.047,-0.03,-0.576
38.94,1.601,11.21,0,0.001,-0.03,-0.576
38.96,1.545,11.107,0,0.004,-0.03,-0.576
38.98,1.583,11.209,0,0,-0.03,-0.576
39,1.577,11.217,0,0,-0.03,-0.576
39.02,1.562,11.202,0,0,-0.03,-0.576
39.04,1.549,11.194,0,0,-0.03,-0.576
39.06,1.537,11.188,0,0,-0.03,-0.576
39.08,1.525,11.181,0,0,-0.03,-0.576
39.1,1.513,11.174,0,0,-0.03,-0.576
39.12,1.502,11.168,0,0,-0.03,-0.576
39.14,2.091,12.566,0,-0.044,-0.03,-0.578
39.16,2.117,12.643,0,-0.047,-0.03,-0.578
39.18,1.462,11.238,0,0.001,-0.03,-0.578
39.2,1.406,11.136,0,0.004,-0.03,-0.578
39.22,1.444,11.239,0,0,-0.03,-0.578
39.24,1.438,11.247,0,0,-0.03,-0.578
39.26,1.423,11.234,0,0,-0.03,-0.578
39.28,1.41,11.226,0,0,-0.03,-0.578
39.3,1.398,11.221,0,0,-0.03,-0.578
39.32,1.386,11.215,0,0,-0.03,-0.578
39.34,1.374,11.209,0,0,-0.03,-0.578
39.36,1.362,11.203,0,0,-0.03,-0.578
39.38,1.35,11.197,0,0,-0.03,-0.578
39.4,1.338,11.191,0,0,-0.03,-0.578
39.42,1.326,11.185,0,0,-0.03,-0.578
39.44,1.314,11.18,0,0,-0.03,-0.578
39.46,1.302,11.174,0,0,-0.03,-0.578
39.48,1.29,11.168,0,0,-0.03,-0.578
39.5,1.278,11.162,0,0,-0.03,-0.578
39.52,1.266,11.156,0,0,-0.03,-0.578
39.54,1.254,11.15,0,0,-0.03,-0.578
39.56,1.241,11.144,0,0,-0.03,-0.578
39.58,1.229,11.138,0,0,-0.03,-0.578
39.6,1.217,11.132,0,0,-0.03,-0.578
39.62,1.807,12.531,0,-0.044,-0.03,-0.58
39.64,1.833,12.609,0,-0.047,-0.03,-0.58
39.66,1.178,11.205,0,0.001,-0.03,-0.58
39.68,1.121,11.104,0,0.004,-0.03,-0.58
39.7,1.159,11.207,0,0,-0.03,-0.58
39.72,1.154,11.217,0,0,-0.03,-0.58
39.74,1.138,11.204,0,0,-0.03,-0.58
39.76,1.125,11.197,0,0,-0.03,-0.58
39.78,1.113,11.193,0,0,-0.03,-0.58
39.8,1.101,11.188,0,0,-0.03,-0.58
