Tiempo ,REI,V_ANGULA,V_CARRIT,ANGULO,CARRITO,REFERENC
8.81,0.557,0,0,0.002,0.498,0.5
8.815,0.557,0,0,0.002,0.498,0.5
8.82,0.557,0,0,0.002,0.498,0.5
8.825,0.557,0,0,0.002,0.498,0.5
8.83,0.558,0,0,0.002,0.498,0.5
8.835,0.558,0,0,0.002,0.498,0.5
8.84,0.558,0,0,0.002,0.498,0.5
8.845,0.558,0,0,0.002,0.498,0.5
8.85,0.558,0,0,0.002,0.498,0.5
8.855,0.559,0,0,0.002,0.498,0.5
8.86,0.559,0,0,0.002,0.498,0.5
8.865,0.559,0,0,0.002,0.498,0.5
8.87,0.559,0,0,0.002,0.498,0.5
8.875,0.559,0,0,0.002,0.498,0.5
8.88,0.56,0,0,0.002,0.498,0.5
8.885,0.56,0,0,0.002,0.498,0.5
8.89,0.56,0,0,0.002,0.498,0.5
8.895,0.56,0,0,0.002,0.498,0.5
8.9,0.56,0,0,0.002,0.498,0.5
8.905,0.561,0,0,0.002,0.498,0.5
8.91,0.561,0,0,0.002,0.498,0.5
8.915,0.561,0,0,0.002,0.498,0.5
8.92,0.561,0,0,0.002,0.498,0.5
8.925,0.562,0,0,0.002,0.498,0.5
8.93,0.562,0,0,0.002,0.498,0.5
8.935,0.562,0,0,0.002,0.498,0.5
8.94,0.562,0,0,0.002,0.498,0.5
8.945,0.562,0,0,0.002,0.498,0.5
8.95,0.563,0,0,0.002,0.498,0.5
8.955,0.563,0,0,0.002,0.498,0.5
8.96,0.563,0,0,0.002,0.498,0.5
8.965,0.563,0,0,0.002,0.498,0.5
8.97,0.563,0,0,0.002,0.498,0.5
8.975,0.564,0,0,0.002,0.498,0.5
8.98,0.564,0,0,0.002,0.498,0.5
8.985,0.564,0,0,0.002,0.498,0.5
8.99,0.564,0,0,0.002,0.498,0.5
8.995,0.565,0,0,0.002,0.498,0.5
9,0.565,0,0,0.002,0.498,0.5
9.005,0.565,0,0,0.002,0.498,0.5
9.01,0.565,0,0,0.002,0.498,0.5
9.015,0.565,0,0,0.002,0.498,0.5
9.02,0.566,0,0,0.002,0.498,0.5
9.025,0.566,0,0,0.002,0.498,0.5
9.03,0.566,0,0,0.002,0.498,0.5
9.035,0.566,0,0,0.002,0.498,0.5
9.04,0.566,0,0,0.002,0.498,0.5
9.045,0.567,0,0,0.002,0.498,0.5
9.05,0.567,0,0,0.002,0.498,0.5
9.055,0.567,0,0,0.002,0.498,0.5
9.06,0.567,0,0,0.002,0.498,0.5
9.065,0.567,0,0,0.002,0.498,0.5
9.07,0.568,0,0,0.002,0.498,0.5
9.075,0.568,0,0,0.002,0.498,0.5
9.08,0.568,0,0,0.002,0.498,0.5
9.085,0.568,0,0,0.002,0.498,0.5
9.09,0.569,0,0,0.002,0.498,0.5
9.095,0.569,0,0,0.002,0.498,0.5
9.1,0.569,0,0,0.002,0.498,0.5
9.105,0.569,0,0,0.002,0.498,0.5
9.11,0.569,0,0,0.002,0.498,0.5
9.115,0.57,0,0,0.002,0.498,0.5
9.12,0.57,0,0,0.002,0.498,0.5
9.125,0.57,0,0,0.002,0.498,0.5
9.13,0.57,0,0,0.002,0.498,0.5
9.135,0.57,0,0,0.002,0.498,0.5
9.14,0.571,0,0,0.002,0.498,0.5
9.145,0.571,0,0,0.002,0.498,0.5
9.15,0.571,0,0,0.002,0.498,0.5
9.155,0.571,0,0,0.002,0.498,0.5
9.16,0.571,0,0,0.002,0.498,0.5
9.165,0.572,0,0,0.002,0.498,0.5
9.17,0.572,0,0,0.002,0.498,0.5
9.175,0.572,0,0,0.002,0.498,0.5
9.18,0.572,0,0,0.002,0.498,0.5
9.185,0.573,0,0,0.002,0.498,0.5
9.19,0.573,0,0,0.002,0.498,0.5
9.195,0.573,0,0,0.002,0.498,0.5
9.2,0.573,0,0,0.002,0.498,0.5
9.205,0.573,0,0,0.002,0.498,0.5
9.21,0.574,0,0,0.002,0.498,0.5
9.215,0.574,0,0,0.002,0.498,0.5
9.22,0.574,0,0,0.002,0.498,0.5
9.225,0.574,0,0,0.002,0.498,0.5
9.23,0.574,0,0,0.002,0.498,0.5
9.235,0.575,0,0,0.002,0.498,0.5
9.24,0.575,0,0,0.002,0.498,0.5
9.245,0.575,0,0,0.002,0.498,0.5
9.25,0.575,0,0,0.002,0.498,0.5
9.255,0.531,-0.027,0,0,0.498,0.5
9.26,0.505,-0.061,0,0,0.498,0.5
9.265,0.501,-0.067,0,0,0.498,0.5
9.27,0.506,-0.06,0,0,0.498,0.5
9.275,0.516,-0.047,0,0,0.498,0.5
9.28,0.526,-0.035,0,0,0.498,0.5
9.285,0.534,-0.023,0,0,0.498,0.5
9.29,0.541,-0.015,0,0,0.498,0.5
9.295,0.545,-0.009,0,0,0.498,0.5
9.3,0.549,-0.005,0,0,0.498,0.5
9.305,0.551,-0.002,0,0,0.498,0.5
9.31,0.552,-0.001,0,0,0.498,0.5
9.315,0.553,0,0,0,0.498,0.5
9.32,0.553,0,0,0,0.498,0.5
9.325,0.554,0.001,0,0,0.498,0.5
9.33,0.554,0,0,0,0.498,0.5
9.335,0.554,0,0,0,0.498,0.5
9.34,0.554,0,0,0,0.498,0.5
9.345,0.554,0,0,0,0.498,0.5
9.35,0.554,0,0,0,0.498,0.5
9.355,0.555,0,0,0,0.498,0.5
9.36,0.555,0,0,0,0.498,0.5
9.365,0.555,0,0,0,0.498,0.5
9.37,0.555,0,0,0,0.498,0.5
9.375,0.555,0,0,0,0.498,0.5
9.38,0.556,0,0,0,0.498,0.5
9.385,0.556,0,0,0,0.498,0.5
9.39,0.556,0,0,0,0.498,0.5
9.395,0.556,0,0,0,0.498,0.5
9.4,0.556,0,0,0,0.498,0.5
9.405,0.557,0,0,0,0.498,0.5
9.41,0.557,0,0,0,0.498,0.5
9.415,0.557,0,0,0,0.498,0.5
9.42,0.557,0,0,0,0.498,0.5
9.425,0.557,0,0,0,0.498,0.5
9.43,0.558,0,0,0,0.498,0.5
9.435,0.558,0,0,0,0.498,0.5
9.44,0.558,0,0,0,0.498,0.5
9.445,0.558,0,0,0,0.498,0.5
9.45,0.559,0,0,0,0.498,0.5
9.455,0.559,0,0,0,0.498,0.5
9.46,0.559,0,0,0,0.498,0.5
9.465,0.559,0,0,0,0.498,0.5
9.47,0.559,0,0,0,0.498,0.5
9.475,0.56,0,0,0,0.498,0.5
9.48,0.56,0,0,0,0.498,0.5
9.485,0.56,0,0,0,0.498,0.5
9.49,0.56,0,0,0,0.498,0.5
9.495,0.56,0,0,0,0.498,0.5
9.5,0.561,0,0,0,0.498,0.5
9.505,0.561,0,0,0,0.498,0.5
9.51,0.561,0,0,0,0.498,0.5
9.515,0.561,0,0,0,0.498,0.5
9.52,0.562,0,0,0,0.498,0.5
9.525,0.562,0,0,0,0.498,0.5
9.53,0.562,0,0,0,0.498,0.5
9.535,0.562,0,0,0,0.498,0.5
9.54,0.562,0,0,0,0.498,0.5
9.545,0.563,0,0,0,0.498,0.5
9.55,0.563,0,0,0,0.498,0.5
9.555,0.563,0,0,0,0.498,0.5
9.56,0.563,0,0,0,0.498,0.5
9.565,0.563,0,0,0,0.498,0.5
9.57,0.564,0,0,0,0.498,0.5
9.575,0.564,0,0,0,0.498,0.5
9.58,0.564,0,0,0,0.498,0.5
9.585,0.564,0,0,0,0.498,0.5
9.59,0.564,0,0,0,0.498,0.5
9.595,0.565,0,0,0,0.498,0.5
9.6,0.565,0,0,0,0.498,0.5
9.605,0.565,0,0,0,0.498,0.5
9.61,0.565,0,0,0,0.498,0.5
9.615,0.566,0,0,0,0.498,0.5
9.62,0.566,0,0,0,0.498,0.5
9.625,0.566,0,0,0,0.498,0.5
9.63,0.566,0,0,0,0.498,0.5
9.635,0.566,0,0,0,0.498,0.5
9.64,0.567,0,0,0,0.498,0.5
9.645,0.567,0,0,0,0.498,0.5
9.65,0.567,0,0,0,0.498,0.5
9.655,0.567,0,0,0,0.498,0.5
9.66,0.567,0,0,0,0.498,0.5
9.665,0.568,0,0,0,0.498,0.5
9.67,0.568,0,0,0,0.498,0.5
9.675,0.568,0,0,0,0.498,0.5
9.68,0.568,0,0,0,0.498,0.5
9.685,0.568,0,0,0,0.498,0.5
9.69,0.569,0,0,0,0.498,0.5
9.695,0.569,0,0,0,0.498,0.5
9.7,0.569,0,0,0,0.498,0.5
9.705,0.569,0,0,0,0.498,0.5
9.71,0.57,0,0,0,0.498,0.5
9.715,0.57,0,0,0,0.498,0.5
9.72,0.57,0,0,0,0.498,0.5
9.725,0.57,0,0,0,0.498,0.5
9.73,0.57,0,0,0,0.498,0.5
9.735,0.571,0,0,0,0.498,0.5
9.74,0.571,0,0,0,0.498,0.5
9.745,0.571,0,0,0,0.498,0.5
9.75,0.571,0,0,0,0.498,0.5
9.755,0.571,0,0,0,0.498,0.5
9.76,0.572,0,0,0,0.498,0.5
9.765,0.572,0,0,0,0.498,0.5
9.77,0.572,0,0,0,0.498,0.5
9.775,0.572,0,0,0,0.498,0.5
9.78,0.573,0,0,0,0.498,0.5
9.785,0.573,0,0,0,0.498,0.5
9.79,0.573,0,0,0,0.498,0.5
9.795,0.573,0,0,0,0.498,0.5
9.8,0.573,0,0,0,0.498,0.5
9.805,0.574,0,0,0,0.498,0.5
9.81,0.619,0.027,0,0.002,0.498,0.5
9.815,0.645,0.061,0,0.002,0.498,0.5
9.82,0.649,0.067,0,0.002,0.498,0.5
9.825,0.644,0.06,0,0.002,0.498,0.5
9.83,0.635,0.047,0,0.002,0.498,0.5
9.835,0.626,0.035,0,0.002,0.498,0.5
9.84,0.618,0.023,0,0.002,0.498,0.5
9.845,0.612,0.015,0,0.002,0.498,0.5
9.85,0.607,0.009,0,0.002,0.498,0.5
9.855,0.604,0.005,0,0.002,0.498,0.5
9.86,0.603,0.002,0,0.002,0.498,0.5
9.865,0.602,0.001,0,0.002,0.498,0.5
9.87,0.601,0,0,0.002,0.498,0.5
9.875,0.601,0,0,0.002,0.498,0.5
9.88,0.602,-0.001,0,0.002,0.498,0.5
9.885,0.602,0,0,0.002,0.498,0.5
9.89,0.602,0,0,0.002,0.498,0.5
9.895,0.602,0,0,0.002,0.498,0.5
9.9,0.603,0,0,0.002,0.498,0.5
9.905,0.603,0,0,0.002,0.498,0.5
9.91,0.603,0,0,0.002,0.498,0.5
9.915,0.603,0,0,0.002,0.498,0.5
9.92,0.604,0,0,0.002,0.498,0.5
9.925,0.604,0,0,0.002,0.498,0.5
9.93,0.604,0,0,0.002,0.498,0.5
9.935,0.604,0,0,0.002,0.498,0.5
9.94,0.605,0,0,0.002,0.498,0.5
9.945,0.605,0,0,0.002,0.498,0.5
9.95,0.605,0,0,0.002,0.498,0.5
9.955,0.605,0,0,0.002,0.498,0.5
9.96,0.605,0,0,0.002,0.498,0.5
9.965,0.606,0,0,0.002,0.498,0.5
9.97,0.606,0,0,0.002,0.498,0.5
9.975,0.606,0,0,0.002,0.498,0.5
9.98,0.606,0,0,0.002,0.498,0.5
9.985,0.606,0,0,0.002,0.498,0.5
9.99,0.607,0,0,0.002,0.498,0.5
9.995,0.607,0,0,0.002,0.498,0.5
10,0.607,0,0,0.002,0.498,0.5
10.005,0.607,0,0,0.002,0.498,0.5
10.01,0.607,0,0,0.002,0.498,0.5
10.015,0.608,0,0,0.002,0.498,0.5
10.02,0.608,0,0,0.002,0.498,0.5
10.025,0.608,0,0,0.002,0.498,0.5
10.03,0.608,0,0,0.002,0.498,0.5
10.035,0.609,0,0,0.002,0.498,0.5
10.04,0.609,0,0,0.002,0.498,0.5
10.045,0.609,0,0,0.002,0.498,0.5
10.05,0.609,0,0,0.002,0.498,0.5
10.055,0.609,0,0,0.002,0.498,0.5
10.06,0.61,0,0,0.002,0.498,0.5
10.065,0.61,0,0,0.002,0.498,0.5
10.07,0.61,0,0,0.002,0.498,0.5
10.075,0.61,0,0,0.002,0.498,0.5
10.08,0.61,0,0,0.002,0.498,0.5
10.085,0.611,0,0,0.002,0.498,0.5
10.09,0.611,0,0,0.002,0.498,0.5
10.095,0.611,0,0,0.002,0.498,0.5
10.1,0.611,0,0,0.002,0.498,0.5
10.105,0.612,0,0,0.002,0.498,0.5
10.11,0.612,0,0,0.002,0.498,0.5
10.115,0.612,0,0,0.002,0.498,0.5
10.12,0.612,0,0,0.002,0.498,0.5
10.125,0.612,0,0,0.002,0.498,0.5
10.13,0.613,0,0,0.002,0.498,0.5
10.135,0.613,0,0,0.002,0.498,0.5
10.14,0.613,0,0,0.002,0.498,0.5
10.145,0.613,0,0,0.002,0.498,0.5
10.15,0.613,0,0,0.002,0.498,0.5
10.155,0.614,0,0,0.002,0.498,0.5
10.16,0.614,0,0,0.002,0.498,0.5
10.165,0.614,0,0,0.002,0.498,0.5
10.17,0.614,0,0,0.002,0.498,0.5
10.175,0.614,0,0,0.002,0.498,0.5
10.18,0.615,0,0,0.002,0.498,0.5
10.185,0.615,0,0,0.002,0.498,0.5
10.19,0.615,0,0,0.002,0.498,0.5
10.195,0.615,0,0,0.002,0.498,0.5
10.2,0.616,0,0,0.002,0.498,0.5
10.205,0.616,0,0,0.002,0.498,0.5
10.21,0.616,0,0,0.002,0.498,0.5
10.215,0.616,0,0,0.002,0.498,0.5
10.22,0.616,0,0,0.002,0.498,0.5
10.225,0.617,0,0,0.002,0.498,0.5
10.23,0.617,0,0,0.002,0.498,0.5
10.235,0.617,0,0,0.002,0.498,0.5
10.24,0.617,0,0,0.002,0.498,0.5
10.245,0.617,0,0,0.002,0.498,0.5
10.25,0.618,0,0,0.002,0.498,0.5
10.255,0.618,0,0,0.002,0.498,0.5
10.26,0.618,0,0,0.002,0.498,0.5
10.265,0.618,0,0,0.002,0.498,0.5
10.27,0.618,0,0,0.002,0.498,0.5
10.275,0.619,0,0,0.002,0.498,0.5
10.28,0.619,0,0,0.002,0.498,0.5
10.285,0.619,0,0,0.002,0.498,0.5
10.29,0.619,0,0,0.002,0.498,0.5
10.295,0.62,0,0,0.002,0.498,0.5
10.3,0.62,0,0,0.002,0.498,0.5
10.305,0.62,0,0,0.002,0.498,0.5
10.31,0.62,0,0,0.002,0.498,0.5
10.315,0.62,0,0,0.002,0.498,0.5
10.32,0.621,0,0,0.002,0.498,0.5
10.325,0.621,0,0,0.002,0.498,0.5
10.33,0.621,0,0,0.002,0.498,0.5
10.335,0.621,0,0,0.002,0.498,0.5
10.34,0.621,0,0,0.002,0.498,0.5
10.345,0.622,0,0,0.002,0.498,0.5
10.35,0.622,0,0,0.002,0.498,0.5
10.355,0.622,0,0,0.002,0.498,0.5
10.36,0.622,0,0,0.002,0.498,0.5
10.365,0.623,0,0,0.002,0.498,0.5
10.37,0.623,0,0,0.002,0.498,0.5
10.375,0.623,0,0,0.002,0.498,0.5
10.38,0.623,0,0,0.002,0.498,0.5
10.385,0.623,0,0,0.002,0.498,0.5
10.39,0.624,0,0,0.002,0.498,0.5
10.395,0.624,0,0,0.002,0.498,0.5
10.4,0.624,0,0,0.002,0.498,0.5
10.405,0.624,0,0,0.002,0.498,0.5
10.41,0.624,0,0,0.002,0.498,0.5
10.415,0.625,0,0,0.002,0.498,0.5
10.42,0.625,0,0,0.002,0.498,0.5
10.425,0.625,0,0,0.002,0.498,0.5
10.43,0.625,0,0,0.002,0.498,0.5
10.435,0.625,0,0,0.002,0.498,0.5
10.44,0.626,0,0,0.002,0.498,0.5
10.445,0.626,0,0,0.002,0.498,0.5
10.45,0.626,0,0,0.002,0.498,0.5
10.455,0.626,0,0,0.002,0.498,0.5
10.46,0.627,0,0,0.002,0.498,0.5
10.465,0.627,0,0,0.002,0.498,0.5
10.47,0.627,0,0,0.002,0.498,0.5
10.475,0.627,0,0,0.002,0.498,0.5
10.48,0.627,0,0,0.002,0.498,0.5
10.485,0.628,0,0,0.002,0.498,0.5
10.49,0.628,0,0,0.002,0.498,0.5
10.495,0.628,0,0,0.002,0.498,0.5
10.5,0.628,0,0,0.002,0.498,0.5
10.505,0.628,0,0,0.002,0.498,0.5
10.51,0.629,0,0,0.002,0.498,0.5
10.515,0.629,0,0,0.002,0.498,0.5
10.52,0.629,0,0,0.002,0.498,0.5
10.525,0.629,0,0,0.002,0.498,0.5
10.53,0.63,0,0,0.002,0.498,0.5
10.535,0.63,0,0,0.002,0.498,0.5
10.54,0.63,0,0,0.002,0.498,0.5
10.545,0.63,0,0,0.002,0.498,0.5
10.55,0.63,0,0,0.002,0.498,0.5
10.555,0.631,0,0,0.002,0.498,0.5
10.56,0.631,0,0,0.002,0.498,0.5
10.565,0.631,0,0,0.002,0.498,0.5
10.57,0.631,0,0,0.002,0.498,0.5
10.575,0.631,0,0,0.002,0.498,0.5
10.58,0.632,0,0,0.002,0.498,0.5
10.585,0.632,0,0,0.002,0.498,0.5
10.59,0.632,0,0,0.002,0.498,0.5
10.595,0.632,0,0,0.002,0.498,0.5
10.6,0.632,0,0,0.002,0.498,0.5
10.605,0.633,0,0,0.002,0.498,0.5
10.61,0.633,0,0,0.002,0.498,0.5
10.615,0.633,0,0,0.002,0.498,0.5
10.62,0.633,0,0,0.002,0.498,0.5
10.625,0.635,0,0,0.002,0.498,0.5
10.63,0.638,0,0.001,0.002,0.498,0.5
10.635,0.639,0,0.001,0.002,0.498,0.5
10.64,0.638,0,0.001,0.002,0.498,0.5
10.645,0.637,0,0.001,0.002,0.498,0.5
10.65,0.637,0,0,0.002,0.498,0.5
10.655,0.636,0,0,0.002,0.498,0.5
10.66,0.635,0,0,0.002,0.498,0.5
10.665,0.635,0,0,0.002,0.498,0.5
10.67,0.635,0,0,0.002,0.498,0.5
10.675,0.635,0,0,0.002,0.498,0.5
10.68,0.635,0,0,0.002,0.498,0.5
10.685,0.635,0,0,0.002,0.498,0.5
10.69,0.635,0,0,0.002,0.498,0.5
10.695,0.636,0,0,0.002,0.498,0.5
10.7,0.636,0,0,0.002,0.498,0.5
10.705,0.636,0,0,0.002,0.498,0.5
10.71,0.636,0,0,0.002,0.498,0.5
10.715,0.636,0,0,0.002,0.498,0.5
10.72,0.637,0,0,0.002,0.498,0.5
10.725,0.637,0,0,0.002,0.498,0.5
10.73,0.637,0,0,0.002,0.498,0.5
10.735,0.637,0,0,0.002,0.498,0.5
10.74,0.638,0,0,0.002,0.498,0.5
10.745,0.638,0,0,0.002,0.498,0.5
10.75,0.638,0,0,0.002,0.498,0.5
10.755,0.638,0,0,0.002,0.498,0.5
10.76,0.638,0,0,0.002,0.498,0.5
10.765,0.639,0,0,0.002,0.498,0.5
10.77,0.639,0,0,0.002,0.498,0.5
10.775,0.639,0,0,0.002,0.498,0.5
10.78,0.639,0,0,0.002,0.498,0.5
10.785,0.639,0,0,0.002,0.498,0.5
10.79,0.64,0,0,0.002,0.498,0.5
10.795,0.64,0,0,0.002,0.498,0.5
10.8,0.64,0,0,0.002,0.498,0.5
10.805,0.64,0,0,0.002,0.498,0.5
10.81,0.64,0,0,0.002,0.498,0.5
10.815,0.641,0,0,0.002,0.498,0.5
10.82,0.641,0,0,0.002,0.498,0.5
10.825,0.641,0,0,0.002,0.498,0.5
10.83,0.641,0,0,0.002,0.498,0.5
10.835,0.642,0,0,0.002,0.498,0.5
10.84,0.642,0,0,0.002,0.498,0.5
10.845,0.642,0,0,0.002,0.498,0.5
10.85,0.642,0,0,0.002,0.498,0.5
10.855,0.642,0,0,0.002,0.498,0.5
10.86,0.643,0,0,0.002,0.498,0.5
10.865,0.643,0,0,0.002,0.498,0.5
10.87,0.643,0,0,0.002,0.498,0.5
10.875,0.643,0,0,0.002,0.498,0.5
10.88,0.643,0,0,0.002,0.498,0.5
10.885,0.644,0,0,0.002,0.498,0.5
10.89,0.644,0,0,0.002,0.498,0.5
10.895,0.644,0,0,0.002,0.498,0.5
10.9,0.644,0,0,0.002,0.498,0.5
10.905,0.644,0,0,0.002,0.498,0.5
10.91,0.645,0,0,0.002,0.498,0.5
10.915,0.645,0,0,0.002,0.498,0.5
10.92,0.645,0,0,0.002,0.498,0.5
10.925,0.645,0,0,0.002,0.498,0.5
10.93,0.645,0,0,0.002,0.498,0.5
10.935,0.646,0,0,0.002,0.498,0.5
10.94,0.646,0,0,0.002,0.498,0.5
10.945,0.646,0,0,0.002,0.498,0.5
10.95,0.646,0,0,0.002,0.498,0.5
10.955,0.647,0,0,0.002,0.498,0.5
10.96,0.647,0,0,0.002,0.498,0.5
10.965,0.647,0,0,0.002,0.498,0.5
10.97,0.647,0,0,0.002,0.498,0.5
10.975,0.647,0,0,0.002,0.498,0.5
10.98,0.648,0,0,0.002,0.498,0.5
10.985,0.648,0,0,0.002,0.498,0.5
10.99,0.648,0,0,0.002,0.498,0.5
10.995,0.648,0,0,0.002,0.498,0.5
11,0.648,0,0,0.002,0.498,0.5
11.005,0.649,0,0,0.002,0.498,0.5
11.01,0.649,0,0,0.002,0.498,0.5
11.015,0.649,0,0,0.002,0.498,0.5
11.02,0.649,0,0,0.002,0.498,0.5
11.025,0.649,0,0,0.002,0.498,0.5
11.03,0.65,0,0,0.002,0.498,0.5
11.035,0.65,0,0,0.002,0.498,0.5
11.04,0.65,0,0,0.002,0.498,0.5
11.045,0.65,0,0,0.002,0.498,0.5
11.05,0.651,0,0,0.002,0.498,0.5
11.055,0.651,0,0,0.002,0.498,0.5
11.06,0.651,0,0,0.002,0.498,0.5
11.065,0.651,0,0,0.002,0.498,0.5
11.07,0.651,0,0,0.002,0.498,0.5
11.075,0.652,0,0,0.002,0.498,0.5
11.08,0.652,0,0,0.002,0.498,0.5
11.085,0.652,0,0,0.002,0.498,0.5
11.09,0.652,0,0,0.002,0.498,0.5
11.095,0.652,0,0,0.002,0.498,0.5
11.1,0.653,0,0,0.002,0.498,0.5
11.105,0.653,0,0,0.002,0.498,0.5
11.11,0.653,0,0,0.002,0.498,0.5
11.115,0.653,0,0,0.002,0.498,0.5
11.12,0.653,0,0,0.002,0.498,0.5
11.125,0.654,0,0,0.002,0.498,0.5
11.13,0.654,0,0,0.002,0.498,0.5
11.135,0.654,0,0,0.002,0.498,0.5
11.14,0.654,0,0,0.002,0.498,0.5
11.145,0.655,0,0,0.002,0.498,0.5
11.15,0.655,0,0,0.002,0.498,0.5
11.155,0.655,0,0,0.002,0.498,0.5
11.16,0.655,0,0,0.002,0.498,0.5
11.165,0.655,0,0,0.002,0.498,0.5
11.17,0.656,0,0,0.002,0.498,0.5
11.175,0.656,0,0,0.002,0.498,0.5
11.18,0.656,0,0,0.002,0.498,0.5
11.185,0.656,0,0,0.002,0.498,0.5
11.19,0.656,0,0,0.002,0.498,0.5
11.195,0.657,0,0,0.002,0.498,0.5
11.2,0.657,0,0,0.002,0.498,0.5
11.205,0.657,0,0,0.002,0.498,0.5
11.21,0.657,0,0,0.002,0.498,0.5
11.215,0.657,0,0,0.002,0.498,0.5
11.22,0.658,0,0,0.002,0.498,0.5
11.225,0.658,0,0,0.002,0.498,0.5
11.23,0.658,0,0,0.002,0.498,0.5
11.235,0.658,0,0,0.002,0.498,0.5
11.24,0.659,0,0,0.002,0.498,0.5
11.245,0.659,0,0,0.002,0.498,0.5
11.25,0.659,0,0,0.002,0.498,0.5
11.255,0.659,0,0,0.002,0.498,0.5
11.26,0.659,0,0,0.002,0.498,0.5
11.265,0.66,0,0,0.002,0.498,0.5
11.27,0.66,0,0,0.002,0.498,0.5
11.275,0.66,0,0,0.002,0.498,0.5
11.28,0.66,0,0,0.002,0.498,0.5
11.285,0.66,0,0,0.002,0.498,0.5
11.29,0.661,0,0,0.002,0.498,0.5
11.295,0.661,0,0,0.002,0.498,0.5
11.3,0.661,0,0,0.002,0.498,0.5
11.305,0.661,0,0,0.002,0.498,0.5
11.31,0.661,0,0,0.002,0.498,0.5
11.315,0.662,0,0,0.002,0.498,0.5
11.32,0.662,0,0,0.002,0.498,0.5
11.325,0.662,0,0,0.002,0.498,0.5
11.33,0.662,0,0,0.002,0.498,0.5
11.335,0.662,0,0,0.002,0.498,0.5
11.34,0.663,0,0,0.002,0.498,0.5
11.345,0.663,0,0,0.002,0.498,0.5
11.35,0.663,0,0,0.002,0.498,0.5
11.355,0.663,0,0,0.002,0.498,0.5
11.36,0.664,0,0,0.002,0.498,0.5
11.365,0.664,0,0,0.002,0.498,0.5
11.37,0.664,0,0,0.002,0.498,0.5
11.375,0.664,0,0,0.002,0.498,0.5
11.38,0.664,0,0,0.002,0.498,0.5
11.385,0.665,0,0,0.002,0.498,0.5
11.39,0.665,0,0,0.002,0.498,0.5
11.395,0.665,0,0,0.002,0.498,0.5
11.4,0.665,0,0,0.002,0.498,0.5
11.405,0.665,0,0,0.002,0.498,0.5
11.41,0.666,0,0,0.002,0.498,0.5
11.415,0.666,0,0,0.002,0.498,0.5
11.42,0.666,0,0,0.002,0.498,0.5
11.425,0.666,0,0,0.002,0.498,0.5
11.43,0.666,0,0,0.002,0.498,0.5
11.435,0.667,0,0,0.002,0.498,0.5
11.44,0.667,0,0,0.002,0.498,0.5
11.445,0.667,0,0,0.002,0.498,0.5
11.45,0.667,0,0,0.002,0.498,0.5
11.455,0.668,0,0,0.002,0.498,0.5
11.46,0.668,0,0,0.002,0.498,0.5
11.465,0.668,0,0,0.002,0.498,0.5
11.47,0.668,0,0,0.002,0.498,0.5
11.475,0.668,0,0,0.002,0.498,0.5
11.48,0.669,0,0,0.002,0.498,0.5
11.485,0.669,0,0,0.002,0.498,0.5
11.49,0.669,0,0,0.002,0.498,0.5
11.495,0.669,0,0,0.002,0.498,0.5
11.5,0.669,0,0,0.002,0.498,0.5
11.505,0.67,0,0,0.002,0.498,0.5
11.51,0.67,0,0,0.002,0.498,0.5
11.515,0.67,0,0,0.002,0.498,0.5
11.52,0.67,0,0,0.002,0.498,0.5
11.525,0.67,0,0,0.002,0.498,0.5
11.53,0.671,0,0,0.002,0.498,0.5
11.535,0.671,0,0,0.002,0.498,0.5
11.54,0.671,0,0,0.002,0.498,0.5
11.545,0.671,0,0,0.002,0.498,0.5
11.55,0.672,0,0,0.002,0.498,0.5
11.555,0.672,0,0,0.002,0.498,0.5
11.56,0.672,0,0,0.002,0.498,0.5
11.565,0.672,0,0,0.002,0.498,0.5
11.57,0.672,0,0,0.002,0.498,0.5
11.575,0.673,0,0,0.002,0.498,0.5
11.58,0.673,0,0,0.002,0.498,0.5
11.585,0.673,0,0,0.002,0.498,0.5
11.59,0.673,0,0,0.002,0.498,0.5
11.595,0.673,0,0,0.002,0.498,0.5
11.6,0.674,0,0,0.002,0.498,0.5
11.605,0.674,0,0,0.002,0.498,0.5
11.61,0.674,0,0,0.002,0.498,0.5
11.615,0.674,0,0,0.002,0.498,0.5
11.62,0.674,0,0,0.002,0.498,0.5
11.625,0.675,0,0,0.002,0.498,0.5
11.63,0.675,0,0,0.002,0.498,0.5
11.635,0.675,0,0,0.002,0.498,0.5
11.64,0.675,0,0,0.002,0.498,0.5
11.645,0.675,0,0,0.002,0.498,0.5
11.65,0.676,0,0,0.002,0.498,0.5
11.655,0.676,0,0,0.002,0.498,0.5
11.66,0.676,0,0,0.002,0.498,0.5
11.665,0.676,0,0,0.002,0.498,0.5
11.67,0.677,0,0,0.002,0.498,0.5
11.675,0.677,0,0,0.002,0.498,0.5
11.68,0.677,0,0,0.002,0.498,0.5
11.685,0.677,0,0,0.002,0.498,0.5
11.69,0.677,0,0,0.002,0.498,0.5
11.695,0.678,0,0,0.002,0.498,0.5
11.7,0.678,0,0,0.002,0.498,0.5
11.705,0.678,0,0,0.002,0.498,0.5
11.71,0.678,0,0,0.002,0.498,0.5
11.715,0.678,0,0,0.002,0.498,0.5
11.72,0.679,0,0,0.002,0.498,0.5
11.725,0.679,0,0,0.002,0.498,0.5
11.73,0.679,0,0,0.002,0.498,0.5
11.735,0.679,0,0,0.002,0.498,0.5
11.74,0.679,0,0,0.002,0.498,0.5
