Tiempo ,ESTIMULO,ANGULO
23.38,0.8,0.528
23.4,0.8,0.528
23.42,0.8,0.527
23.44,0.8,0.527
23.46,0.8,0.525
23.48,0.8,0.525
23.5,0.8,0.523
23.52,0.8,0.523
23.54,0.8,0.521
23.56,0.8,0.521
23.58,0.8,0.52
23.6,0.8,0.52
23.62,0.8,0.518
23.64,0.8,0.518
23.66,0.8,0.516
23.68,0.8,0.514
23.7,0.8,0.514
23.72,0.8,0.513
23.74,0.8,0.513
23.76,0.8,0.511
23.78,0.8,0.511
23.8,0.8,0.509
23.82,0.8,0.509
23.84,0.8,0.509
23.86,0.8,0.507
23.88,0.8,0.507
23.9,0.8,0.507
23.92,0.8,0.507
23.94,0.8,0.507
23.96,0.8,0.506
23.98,0.8,0.506
24,0.8,0.506
24.02,0.8,0.506
24.04,0.8,0.506
24.06,0.8,0.506
24.08,0.8,0.506
24.1,0.8,0.506
24.12,0.8,0.506
24.14,0.8,0.506
24.16,0.8,0.506
24.18,0.8,0.506
24.2,0.8,0.507
24.22,0.8,0.507
24.24,0.8,0.507
24.26,0.8,0.509
24.28,0.8,0.509
24.3,0.8,0.511
24.32,0.8,0.511
24.34,0.8,0.513
24.36,0.8,0.513
24.38,0.8,0.514
24.4,0.8,0.514
24.42,0.8,0.516
24.44,0.8,0.516
24.46,0.8,0.518
24.48,0.8,0.518
24.5,0.8,0.52
24.52,0.8,0.52
24.54,0.8,0.521
24.56,0.8,0.521
24.58,0.8,0.523
24.6,0.8,0.523
24.62,0.8,0.525
24.64,0.8,0.525
24.66,0.8,0.525
24.68,0.8,0.525
24.7,0.8,0.527
24.72,0.8,0.527
24.74,0.8,0.527
24.76,0.8,0.527
24.78,0.8,0.527
24.8,0.8,0.527
24.82,0.8,0.527
24.84,0.8,0.527
24.86,0.8,0.527
24.88,0.8,0.527
24.9,0.8,0.527
24.92,0.8,0.527
24.94,0.8,0.525
24.96,0.8,0.525
24.98,0.8,0.525
25,0.8,0.523
25.02,0.8,0.523
25.04,0.8,0.521
25.06,0.8,0.521
25.08,0.8,0.52
25.1,0.8,0.52
25.12,0.8,0.518
25.14,0.8,0.518
25.16,0.8,0.518
25.18,0.8,0.516
25.2,0.8,0.516
25.22,0.8,0.514
25.24,0.8,0.514
25.26,0.8,0.513
25.28,0.8,0.513
25.3,0.8,0.513
25.32,0.8,0.511
25.34,0.8,0.511
25.36,0.8,0.511
25.38,0.8,0.511
25.4,0.8,0.511
25.42,0.8,0.509
25.44,0.8,0.509
25.46,0.8,0.509
25.48,0.8,0.509
25.5,0.8,0.509
25.52,0.8,0.509
25.54,0.8,0.511
25.56,0.8,0.511
25.58,0.8,0.511
25.6,0.8,0.511
25.62,0.8,0.511
25.64,0.8,0.513
25.66,0.8,0.513
25.68,0.8,0.513
25.7,0.8,0.514
25.72,0.8,0.514
25.74,0.8,0.516
25.76,0.8,0.516
25.78,0.8,0.516
25.8,0.8,0.518
25.82,0.8,0.518
25.84,0.8,0.518
25.86,0.8,0.52
25.88,0.8,0.52
25.9,0.8,0.52
25.92,0.8,0.52
25.94,0.8,0.52
25.96,0.8,0.52
25.98,0.8,0.52
26,0.8,0.52
26.02,0.8,0.52
26.04,0.8,0.52
26.06,0.8,0.52
26.08,0.8,0.52
26.1,0.8,0.52
26.12,0.8,0.52
26.14,0.8,0.52
26.16,0.8,0.52
26.18,0.8,0.52
26.2,0.8,0.518
26.22,0.8,0.518
26.24,0.8,0.518
26.26,0.8,0.518
26.28,0.8,0.516
26.3,0.8,0.516
26.32,0.8,0.516
26.34,0.8,0.514
26.36,0.8,0.514
26.38,0.8,0.514
26.4,0.8,0.514
26.42,0.8,0.513
26.44,0.8,0.513
26.46,0.8,0.513
26.48,0.8,0.513
26.5,0.8,0.513
26.52,0.8,0.513
26.54,0.8,0.513
26.56,0.8,0.513
26.58,0.8,0.511
26.6,0.8,0.511
26.62,0.8,0.511
26.64,0.8,0.513
26.66,0.8,0.513
26.68,0.8,0.513
26.7,0.8,0.513
26.72,0.8,0.513
26.74,0.8,0.513
26.76,0.8,0.514
26.78,0.8,0.514
26.8,0.8,0.514
26.82,0.8,0.516
26.84,0.8,0.516
26.86,0.8,0.518
26.88,0.8,0.518
26.9,0.8,0.518
26.92,0.8,0.52
26.94,0.8,0.52
26.96,0.8,0.52
26.98,0.8,0.521
27,0.8,0.521
27.02,0.8,0.521
27.04,0.8,0.521
27.06,0.8,0.521
27.08,0.8,0.521
27.1,0.8,0.523
27.12,0.8,0.523
27.14,0.8,0.523
27.16,0.8,0.523
27.18,0.8,0.523
27.2,0.8,0.523
27.22,0.8,0.523
27.24,0.8,0.523
27.26,0.8,0.523
27.28,0.8,0.521
27.3,0.8,0.521
27.32,0.8,0.521
27.34,0.8,0.521
27.36,0.8,0.52
27.38,0.8,0.52
27.4,0.8,0.52
27.42,0.8,0.518
27.44,0.8,0.518
27.46,0.8,0.518
27.48,0.8,0.516
27.5,0.8,0.516
27.52,0.8,0.516
27.54,0.8,0.514
27.56,0.8,0.514
27.58,0.8,0.514
27.6,0.8,0.513
27.62,0.8,0.513
27.64,0.8,0.511
27.66,0.8,0.511
27.68,0.8,0.511
27.7,0.8,0.509
27.72,0.8,0.509
27.74,0.8,0.509
27.76,0.8,0.509
27.78,0.8,0.507
27.8,0.8,0.507
27.82,0.8,0.507
27.84,0.8,0.506
27.86,0.8,0.506
27.88,0.8,0.506
27.9,0.8,0.506
27.92,0.8,0.506
27.94,0.8,0.506
27.96,0.8,0.506
27.98,0.8,0.507
28,0.8,0.507
28.02,0.8,0.507
28.04,0.8,0.507
28.06,0.8,0.509
28.08,0.8,0.509
28.1,0.8,0.509
28.12,0.8,0.511
28.14,0.8,0.511
28.16,0.8,0.511
28.18,0.8,0.513
28.2,0.8,0.513
28.22,0.8,0.513
28.24,0.8,0.513
28.26,0.8,0.514
28.28,0.8,0.514
28.3,0.8,0.514
28.32,0.8,0.516
28.34,0.8,0.516
28.36,0.8,0.516
28.38,0.8,0.518
28.4,0.8,0.518
28.42,0.8,0.518
28.44,0.8,0.52
28.46,0.8,0.52
28.48,0.8,0.521
28.5,0.8,0.521
28.52,0.8,0.521
28.54,0.8,0.523
28.56,0.8,0.523
28.58,0.8,0.523
28.6,0.8,0.525
28.62,0.8,0.525
28.64,0.8,0.525
28.66,0.8,0.525
28.68,0.8,0.523
28.7,0.8,0.523
28.72,0.8,0.523
28.74,0.8,0.523
28.76,0.8,0.521
28.78,0.8,0.521
28.8,0.8,0.521
28.82,0.8,0.52
28.84,0.8,0.52
28.86,0.8,0.518
28.88,0.8,0.518
28.9,0.8,0.516
28.92,0.8,0.516
28.94,0.8,0.514
28.96,0.8,0.514
28.98,0.8,0.514
29,0.8,0.513
29.02,0.8,0.513
29.04,0.8,0.513
29.06,0.8,0.511
29.08,0.8,0.511
29.1,0.8,0.509
29.12,0.8,0.509
29.14,0.8,0.509
29.16,0.8,0.509
29.18,0.8,0.507
29.2,0.8,0.507
29.22,0.8,0.507
29.24,0.8,0.507
29.26,0.8,0.507
29.28,0.8,0.507
29.3,0.8,0.506
29.32,0.8,0.506
29.34,0.8,0.506
29.36,0.8,0.506
29.38,0.8,0.506
29.4,0.8,0.506
29.42,0.8,0.507
29.44,0.8,0.507
29.46,0.8,0.507
29.48,0.8,0.509
29.5,0.8,0.509
29.52,0.8,0.511
29.54,0.8,0.511
29.56,0.8,0.513
29.58,0.8,0.513
29.6,0.8,0.514
29.62,0.8,0.514
29.64,0.8,0.516
29.66,0.8,0.518
29.68,0.8,0.518
29.7,0.8,0.52
29.72,0.8,0.52
29.74,0.8,0.521
29.76,0.8,0.521
29.78,0.8,0.521
29.8,0.8,0.523
29.82,0.8,0.523
29.84,0.8,0.525
29.86,0.8,0.525
29.88,0.8,0.525
29.9,0.8,0.527
29.92,0.8,0.527
29.94,0.8,0.527
29.96,0.8,0.528
29.98,0.8,0.528
30,0.8,0.528
30.02,0.8,0.528
30.04,0.8,0.528
30.06,0.8,0.528
30.08,0.8,0.528
30.1,0.8,0.528
30.12,0.8,0.528
30.14,0.8,0.528
30.16,0.8,0.528
30.18,0.8,0.528
30.2,0.8,0.528
30.22,0.8,0.528
30.24,0.8,0.528
30.26,0.8,0.527
30.28,0.8,0.527
30.3,0.8,0.527
30.32,0.8,0.527
30.34,0.8,0.525
30.36,0.8,0.525
30.38,0.8,0.525
30.4,0.8,0.523
30.42,0.8,0.523
30.44,0.8,0.523
30.46,0.8,0.521
30.48,0.8,0.521
30.5,0.8,0.52
30.52,0.8,0.52
30.54,0.8,0.52
30.56,0.8,0.518
30.58,0.8,0.516
30.6,0.8,0.516
30.62,0.8,0.514
30.64,0.8,0.514
30.66,0.8,0.513
30.68,0.8,0.513
30.7,0.8,0.513
30.72,0.8,0.511
30.74,0.8,0.511
30.76,0.8,0.509
30.78,0.8,0.509
30.8,0.8,0.509
30.82,0.8,0.507
30.84,0.8,0.507
30.86,0.8,0.507
30.88,0.8,0.507
30.9,0.8,0.507
30.92,0.8,0.507
30.94,0.8,0.507
30.96,0.8,0.507
30.98,0.8,0.509
31,0.8,0.509
31.02,0.8,0.509
31.04,0.8,0.509
31.06,0.8,0.509
31.08,0.8,0.511
31.1,0.8,0.511
31.12,0.8,0.513
31.14,0.8,0.513
31.16,0.8,0.513
31.18,0.8,0.514
31.2,0.8,0.514
31.22,0.8,0.516
31.24,0.8,0.516
31.26,0.8,0.518
31.28,0.8,0.518
31.3,0.8,0.518
31.32,0.8,0.52
31.34,0.8,0.52
31.36,0.8,0.521
31.38,0.8,0.521
31.4,0.8,0.521
31.42,0.8,0.523
31.44,0.8,0.523
31.46,0.8,0.523
31.48,0.8,0.523
31.5,0.8,0.525
31.52,0.8,0.525
31.54,0.8,0.525
31.56,0.8,0.527
31.58,0.8,0.527
31.6,0.8,0.527
31.62,0.8,0.527
31.64,0.8,0.527
31.66,0.8,0.527
31.68,0.8,0.527
31.7,0.8,0.527
31.72,0.8,0.527
31.74,0.8,0.527
31.76,0.8,0.527
31.78,0.8,0.527
31.8,0.8,0.527
31.82,0.8,0.527
31.84,0.8,0.527
31.86,0.8,0.525
31.88,0.8,0.525
31.9,0.8,0.525
31.92,0.8,0.525
31.94,0.8,0.523
31.96,0.8,0.523
31.98,0.8,0.523
32,0.8,0.523
32.02,0.8,0.521
32.04,0.8,0.521
32.06,0.8,0.521
32.08,0.8,0.521
32.1,0.8,0.521
32.12,0.8,0.521
32.14,0.8,0.521
32.16,0.8,0.521
32.18,0.8,0.521
32.2,0.8,0.521
32.22,0.8,0.521
32.24,0.8,0.521
32.26,0.8,0.521
32.28,0.8,0.521
32.3,0.8,0.52
32.32,0.8,0.52
32.34,0.8,0.52
32.36,0.8,0.52
32.38,0.8,0.52
32.4,0.8,0.52
32.42,0.8,0.52
32.44,0.8,0.52
32.46,0.8,0.52
32.48,0.8,0.52
32.5,0.8,0.52
32.52,0.8,0.52
32.54,0.8,0.52
32.56,0.8,0.52
32.58,0.8,0.52
32.6,0.8,0.52
32.62,0.8,0.521
32.64,0.8,0.521
32.66,0.8,0.521
32.68,0.8,0.521
32.7,0.8,0.521
32.72,0.8,0.521
32.74,0.8,0.523
32.76,0.8,0.523
32.78,0.8,0.523
32.8,0.8,0.523
32.82,0.8,0.523
32.84,0.8,0.523
32.86,0.8,0.523
32.88,0.8,0.523
32.9,0.8,0.523
32.92,0.8,0.523
32.94,0.8,0.523
32.96,0.8,0.523
32.98,0.8,0.523
33,0.8,0.523
33.02,0.8,0.523
33.04,0.8,0.523
33.06,0.8,0.523
33.08,0.8,0.521
33.1,0.8,0.521
33.12,0.8,0.521
33.14,0.8,0.521
33.16,0.8,0.521
33.18,0.8,0.521
33.2,0.8,0.52
33.22,0.8,0.52
33.24,0.8,0.52
33.26,0.8,0.52
33.28,0.8,0.52
33.3,0.8,0.52
33.32,0.8,0.518
33.34,0.8,0.518
33.36,0.8,0.518
33.38,0.8,0.518
33.4,0.8,0.516
33.42,0.8,0.516
33.44,0.8,0.516
33.46,0.8,0.516
33.48,0.8,0.516
33.5,0.8,0.516
33.52,0.8,0.514
33.54,0.8,0.514
33.56,0.8,0.514
33.58,0.8,0.516
33.6,0.8,0.516
33.62,0.8,0.516
33.64,0.8,0.516
33.66,0.8,0.516
33.68,0.8,0.516
33.7,0.8,0.518
33.72,0.8,0.518
33.74,0.8,0.518
33.76,0.8,0.518
33.78,0.8,0.52
33.8,0.8,0.52
33.82,0.8,0.52
33.84,0.8,0.52
33.86,0.8,0.52
33.88,0.8,0.52
33.9,0.8,0.52
33.92,0.8,0.521
33.94,0.8,0.521
33.96,0.8,0.521
33.98,0.8,0.521
34,0.8,0.521
34.02,0.8,0.521
34.04,0.8,0.521
34.06,0.8,0.521
34.08,0.8,0.521
34.1,0.8,0.523
34.12,0.8,0.523
34.14,0.8,0.523
34.16,0.8,0.523
34.18,0.8,0.523
34.2,0.8,0.523
34.22,0.8,0.523
34.24,0.8,0.523
34.26,0.8,0.523
34.28,0.8,0.523
34.3,0.8,0.523
34.32,0.8,0.523
34.34,0.8,0.523
34.36,0.8,0.523
34.38,0.8,0.523
34.4,0.8,0.523
34.42,0.8,0.523
34.44,0.8,0.523
34.46,0.8,0.523
34.48,0.8,0.523
34.5,0.8,0.523
34.52,0.8,0.523
34.54,0.8,0.523
34.56,0.8,0.523
34.58,0.8,0.523
34.6,0.8,0.523
34.62,0.8,0.523
34.64,0.8,0.521
34.66,0.8,0.521
34.68,0.8,0.521
34.7,0.8,0.521
34.72,0.8,0.52
34.74,0.8,0.52
34.76,0.8,0.52
34.78,0.8,0.518
34.8,0.8,0.518
34.82,0.8,0.518
34.84,0.8,0.516
34.86,0.8,0.516
34.88,0.8,0.514
34.9,0.8,0.514
34.92,0.8,0.513
34.94,0.8,0.513
34.96,0.8,0.513
34.98,0.8,0.511
35,0.8,0.511
35.02,0.8,0.511
35.04,0.8,0.511
35.06,0.8,0.509
35.08,0.8,0.509
35.1,0.8,0.509
35.12,0.8,0.509
35.14,0.8,0.509
35.16,0.8,0.511
35.18,0.8,0.511
35.2,0.8,0.511
35.22,0.8,0.511
35.24,0.8,0.513
35.26,0.8,0.513
35.28,0.8,0.514
35.3,0.8,0.514
35.32,0.8,0.516
35.34,0.8,0.516
35.36,0.8,0.518
35.38,0.8,0.518
35.4,0.8,0.518
35.42,0.8,0.52
35.44,0.8,0.52
35.46,0.8,0.521
35.48,0.8,0.521
35.5,0.8,0.521
35.52,0.8,0.523
35.54,0.8,0.523
35.56,0.8,0.523
35.58,0.8,0.525
35.6,0.8,0.525
35.62,0.8,0.525
35.64,0.8,0.525
35.66,0.8,0.525
35.68,0.8,0.527
35.7,0.8,0.527
35.72,0.8,0.527
35.74,0.8,0.527
35.76,0.8,0.527
35.78,0.8,0.527
35.8,0.8,0.527
35.82,0.8,0.525
35.84,0.8,0.525
35.86,0.8,0.525
35.88,0.8,0.525
35.9,0.8,0.525
35.92,0.8,0.523
35.94,0.8,0.523
35.96,0.8,0.523
35.98,0.8,0.521
36,0.8,0.521
36.02,0.8,0.521
36.04,0.8,0.521
36.06,0.8,0.521
36.08,0.8,0.52
36.1,0.8,0.52
36.12,0.8,0.52
36.14,0.8,0.52
36.16,0.8,0.52
36.18,0.8,0.52
36.2,0.8,0.52
36.22,0.8,0.52
36.24,0.8,0.521
36.26,0.8,0.521
36.28,0.8,0.521
36.3,0.8,0.521
36.32,0.8,0.523
36.34,0.8,0.523
36.36,0.8,0.523
36.38,0.8,0.523
36.4,0.8,0.525
36.42,0.8,0.525
36.44,0.8,0.525
36.46,0.8,0.525
36.48,0.8,0.525
36.5,0.8,0.525
36.52,0.8,0.525
36.54,0.8,0.525
36.56,0.8,0.525
36.58,0.8,0.525
36.6,0.8,0.525
36.62,0.8,0.525
36.64,0.8,0.525
36.66,0.8,0.525
36.68,0.8,0.525
36.7,0.8,0.525
36.72,0.8,0.525
36.74,0.8,0.523
36.76,0.8,0.523
36.78,0.8,0.523
36.8,0.8,0.523
36.82,0.8,0.523
36.84,0.8,0.523
36.86,0.8,0.523
36.88,0.8,0.521
36.9,0.8,0.521
36.92,0.8,0.521
36.94,0.8,0.52
36.96,0.8,0.52
36.98,0.8,0.52
37,0.8,0.518
37.02,0.8,0.518
37.04,0.8,0.516
37.06,0.8,0.516
37.08,0.8,0.516
37.1,0.8,0.514
37.12,0.8,0.514
37.14,0.8,0.513
37.16,0.8,0.513
37.18,0.8,0.513
37.2,0.8,0.513
37.22,0.8,0.511
37.24,0.8,0.511
37.26,0.8,0.511
37.28,0.8,0.509
37.3,0.8,0.509
37.32,0.8,0.509
37.34,0.8,0.509
37.36,0.8,0.509
37.38,0.8,0.509
37.4,0.8,0.509
37.42,0.8,0.509
37.44,0.8,0.511
37.46,0.8,0.511
37.48,0.8,0.511
37.5,0.8,0.513
37.52,0.8,0.513
37.54,0.8,0.513
37.56,0.8,0.514
37.58,0.8,0.514
37.6,0.8,0.514
37.62,0.8,0.516
37.64,0.8,0.516
37.66,0.8,0.518
37.68,0.8,0.518
37.7,0.8,0.518
37.72,0.8,0.52
37.74,0.8,0.52
37.76,0.8,0.52
37.78,0.8,0.521
37.8,0.8,0.521
37.82,0.8,0.521
37.84,0.8,0.523
37.86,0.8,0.523
37.88,0.8,0.523
37.9,0.8,0.523
37.92,0.8,0.525
37.94,0.8,0.525
37.96,0.8,0.525
37.98,0.8,0.525
38,0.8,0.525
38.02,0.8,0.525
38.04,0.8,0.525
38.06,0.8,0.525
38.08,0.8,0.525
38.1,0.8,0.525
38.12,0.8,0.525
38.14,0.8,0.525
38.16,0.8,0.525
38.18,0.8,0.525
38.2,0.8,0.523
38.22,0.8,0.523
38.24,0.8,0.523
38.26,0.8,0.521
38.28,0.8,0.521
38.3,0.8,0.521
38.32,0.8,0.52
38.34,0.8,0.52
38.36,0.8,0.518
38.38,0.8,0.518
38.4,0.8,0.516
38.42,0.8,0.516
38.44,0.8,0.514
38.46,0.8,0.513
38.48,0.8,0.513
38.5,0.8,0.513
38.52,0.8,0.511
38.54,0.8,0.511
38.56,0.8,0.509
38.58,0.8,0.509
38.6,0.8,0.509
38.62,0.8,0.507
38.64,0.8,0.507
38.66,0.8,0.507
38.68,0.8,0.507
38.7,0.8,0.507
38.72,0.8,0.507
38.74,0.8,0.507
38.76,0.8,0.507
38.78,0.8,0.507
38.8,0.8,0.507
38.82,0.8,0.507
38.84,0.8,0.507
38.86,0.8,0.507
38.88,0.8,0.509
38.9,0.8,0.509
38.92,0.8,0.509
38.94,0.8,0.509
38.96,0.8,0.509
38.98,0.8,0.511
39,0.8,0.511
39.02,0.8,0.511
39.04,0.8,0.511
39.06,0.8,0.513
39.08,0.8,0.513
39.1,0.8,0.513
39.12,0.8,0.513
39.14,0.8,0.514
39.16,0.8,0.514
39.18,0.8,0.514
39.2,0.8,0.516
39.22,0.8,0.516
39.24,0.8,0.516
39.26,0.8,0.516
39.28,0.8,0.516
39.3,0.8,0.516
39.32,0.8,0.516
39.34,0.8,0.516
39.36,0.8,0.516
39.38,0.8,0.516
39.4,0.8,0.516
39.42,0.8,0.516
39.44,0.8,0.516
39.46,0.8,0.516
39.48,0.8,0.516
39.5,0.8,0.516
39.52,0.8,0.516
39.54,0.8,0.516
39.56,0.8,0.516
39.58,0.8,0.516
39.6,0.8,0.516
39.62,0.8,0.516
39.64,0.8,0.516
39.66,0.8,0.516
39.68,0.8,0.516
39.7,0.8,0.516
39.72,0.8,0.516
39.74,0.8,0.516
39.76,0.8,0.516
39.78,0.8,0.516
39.8,0.8,0.516
39.82,0.8,0.516
39.84,0.8,0.516
39.86,0.8,0.516
39.88,0.8,0.516
39.9,0.8,0.516
39.92,0.8,0.516
39.94,0.8,0.516
39.96,0.8,0.516
39.98,0.8,0.516
40,0.8,0.516
40.02,0.8,0.516
40.04,0.8,0.516
40.06,0.8,0.516
40.08,0.8,0.518
40.1,0.8,0.518
40.12,0.8,0.518
40.14,0.8,0.518
40.16,0.8,0.518
40.18,0.8,0.518
40.2,0.8,0.52
40.22,0.8,0.52
40.24,0.8,0.52
40.26,0.8,0.52
40.28,0.8,0.52
40.3,0.8,0.52
40.32,0.8,0.52
40.34,0.8,0.521
40.36,0.8,0.521
40.38,0.8,0.521
40.4,0.8,0.521
40.42,0.8,0.521
40.44,0.8,0.521
40.46,0.8,0.521
40.48,0.8,0.521
40.5,0.8,0.521
40.52,0.8,0.521
40.54,0.8,0.521
40.56,0.8,0.521
40.58,0.8,0.52
40.6,0.8,0.52
40.62,0.8,0.52
40.64,0.8,0.52
40.66,0.8,0.52
40.68,0.8,0.52
40.7,0.8,0.52
40.72,0.8,0.518
40.74,0.8,0.518
40.76,0.8,0.518
40.78,0.8,0.518
40.8,0.8,0.516
40.82,0.8,0.516
40.84,0.8,0.516
40.86,0.8,0.516
40.88,0.8,0.516
40.9,0.8,0.514
40.92,0.8,0.514
40.94,0.8,0.514
40.96,0.8,0.514
40.98,0.8,0.514
41,0.8,0.514
41.02,0.8,0.514
41.04,0.8,0.514
41.06,0.8,0.514
41.08,0.8,0.514
41.1,0.8,0.514
41.12,0.8,0.514
41.14,0.8,0.514
41.16,0.8,0.514
41.18,0.8,0.514
41.2,0.8,0.514
41.22,0.8,0.516
41.24,0.8,0.516
41.26,0.8,0.516
41.28,0.8,0.516
41.3,0.8,0.516
41.32,0.8,0.516
41.34,0.8,0.516
41.36,0.8,0.516
41.38,0.8,0.516
41.4,0.8,0.516
41.42,0.8,0.518
41.44,0.8,0.518
41.46,0.8,0.518
41.48,0.8,0.518
41.5,0.8,0.518
41.52,0.8,0.518
41.54,0.8,0.518
41.56,0.8,0.52
41.58,0.8,0.52
41.6,0.8,0.52
41.62,0.8,0.52
41.64,0.8,0.521
41.66,0.8,0.521
41.68,0.8,0.521
41.7,0.8,0.521
41.72,0.8,0.521
41.74,0.8,0.521
41.76,0.8,0.521
41.78,0.8,0.521
41.8,0.8,0.521
41.82,0.8,0.521
41.84,0.8,0.521
41.86,0.8,0.52
41.88,0.8,0.52
41.9,0.8,0.52
41.92,0.8,0.52
41.94,0.8,0.518
41.96,0.8,0.518
41.98,0.8,0.518
42,0.8,0.516
42.02,0.8,0.516
42.04,0.8,0.514
42.06,0.8,0.514
42.08,0.8,0.513
42.1,0.8,0.513
42.12,0.8,0.513
42.14,0.8,0.511
42.16,0.8,0.511
42.18,0.8,0.509
42.2,0.8,0.509
42.22,0.8,0.509
42.24,0.8,0.509
42.26,0.8,0.507
42.28,0.8,0.507
42.3,0.8,0.507
42.32,0.8,0.507
42.34,0.8,0.507
42.36,0.8,0.507
42.38,0.8,0.507
42.4,0.8,0.507
42.42,0.8,0.507
42.44,0.8,0.509
42.46,0.8,0.509
42.48,0.8,0.509
42.5,0.8,0.509
42.52,0.8,0.509
42.54,0.8,0.511
42.56,0.8,0.511
42.58,0.8,0.511
42.6,0.8,0.513
42.62,0.8,0.513
42.64,0.8,0.513
42.66,0.8,0.513
42.68,0.8,0.514
42.7,0.8,0.514
42.72,0.8,0.514
42.74,0.8,0.516
42.76,0.8,0.516
42.78,0.8,0.516
42.8,0.8,0.518
42.82,0.8,0.518
42.84,0.8,0.518
42.86,0.8,0.52
42.88,0.8,0.52
42.9,0.8,0.52
42.92,0.8,0.52
42.94,0.8,0.52
42.96,0.8,0.52
42.98,0.8,0.52
43,0.8,0.52
43.02,0.8,0.52
43.04,0.8,0.52
43.06,0.8,0.52
43.08,0.8,0.52
43.1,0.8,0.52
43.12,0.8,0.52
43.14,0.8,0.52
43.16,0.8,0.52
43.18,0.8,0.518
43.2,0.8,0.518
43.22,0.8,0.518
43.24,0.8,0.518
43.26,0.8,0.516
43.28,0.8,0.516
43.3,0.8,0.516
43.32,0.8,0.516
43.34,0.8,0.516
43.36,0.8,0.516
43.38,0.8,0.516
43.4,0.8,0.516
43.42,0.8,0.516
43.44,0.8,0.516
43.46,0.8,0.516
43.48,0.8,0.516
43.5,0.8,0.516
43.52,0.8,0.516
43.54,0.8,0.516
43.56,0.8,0.516
43.58,0.8,0.518
43.6,0.8,0.518
43.62,0.8,0.518
43.64,0.8,0.518
43.66,0.8,0.52
43.68,0.8,0.52
43.7,0.8,0.52
43.72,0.8,0.521
43.74,0.8,0.521
43.76,0.8,0.521
43.78,0.8,0.521
43.8,0.8,0.523
43.82,0.8,0.523
43.84,0.8,0.523
43.86,0.8,0.525
43.88,0.8,0.525
43.9,0.8,0.525
43.92,0.8,0.525
43.94,0.8,0.525
43.96,0.8,0.525
43.98,0.8,0.525
44,0.8,0.525
44.02,0.8,0.525
44.04,0.8,0.525
44.06,0.8,0.525
44.08,0.8,0.525
44.1,0.8,0.525
44.12,0.8,0.525
44.14,0.8,0.525
44.16,0.8,0.525
44.18,0.8,0.523
44.2,0.8,0.523
44.22,0.8,0.523
44.24,0.8,0.523
44.26,0.8,0.521
44.28,0.8,0.521
44.3,0.8,0.52
44.32,0.8,0.52
44.34,0.8,0.518
44.36,0.8,0.518
44.38,0.8,0.516
44.4,0.8,0.516
44.42,0.8,0.514
44.44,0.8,0.514
44.46,0.8,0.513
44.48,0.8,0.513
44.5,0.8,0.513
44.52,0.8,0.511
44.54,0.8,0.511
44.56,0.8,0.509
44.58,0.8,0.509
44.6,0.8,0.509
44.62,0.8,0.507
44.64,0.8,0.507
44.66,0.8,0.507
44.68,0.8,0.507
44.7,0.8,0.507
44.72,0.8,0.507
44.74,0.8,0.507
44.76,0.8,0.507
44.78,0.8,0.507
44.8,0.8,0.507
44.82,0.8,0.509
44.84,0.8,0.509
44.86,0.8,0.509
44.88,0.8,0.509
44.9,0.8,0.511
44.92,0.8,0.511
44.94,0.8,0.513
44.96,0.8,0.513
44.98,0.8,0.513
45,0.8,0.514
45.02,0.8,0.514
45.04,0.8,0.516
45.06,0.8,0.516
45.08,0.8,0.518
45.1,0.8,0.518
45.12,0.8,0.52
45.14,0.8,0.52
45.16,0.8,0.521
45.18,0.8,0.521
45.2,0.8,0.523
45.22,0.8,0.523
45.24,0.8,0.523
45.26,0.8,0.525
45.28,0.8,0.525
45.3,0.8,0.527
45.32,0.8,0.527
45.34,0.8,0.527
45.36,0.8,0.527
45.38,0.8,0.528
45.4,0.8,0.528
45.42,0.8,0.528
45.44,0.8,0.528
45.46,0.8,0.528
45.48,0.8,0.528
45.5,0.8,0.527
45.52,0.8,0.527
45.54,0.8,0.527
45.56,0.8,0.527
45.58,0.8,0.527
45.6,0.8,0.527
45.62,0.8,0.525
45.64,0.8,0.525
45.66,0.8,0.523
45.68,0.8,0.523
45.7,0.8,0.521
45.72,0.8,0.521
45.74,0.8,0.52
45.76,0.8,0.52
45.78,0.8,0.518
45.8,0.8,0.518
45.82,0.8,0.516
45.84,0.8,0.516
45.86,0.8,0.514
45.88,0.8,0.513
45.9,0.8,0.513
45.92,0.8,0.511
45.94,0.8,0.509
45.96,0.8,0.509
45.98,0.8,0.507
46,0.8,0.507
46.02,0.8,0.506
46.04,0.8,0.506
46.06,0.8,0.504
46.08,0.8,0.504
46.1,0.8,0.502
46.12,0.8,0.502
46.14,0.8,0.502
46.16,0.8,0.502
46.18,0.8,0.5
46.2,0.8,0.5
46.22,0.8,0.5
46.24,0.8,0.502
46.26,0.8,0.502
46.28,0.8,0.502
46.3,0.8,0.502
46.32,0.8,0.504
46.34,0.8,0.504
46.36,0.8,0.504
46.38,0.8,0.506
46.4,0.8,0.506
46.42,0.8,0.506
46.44,0.8,0.507
46.46,0.8,0.507
46.48,0.8,0.509
46.5,0.8,0.509
46.52,0.8,0.511
46.54,0.8,0.511
46.56,0.8,0.513
46.58,0.8,0.513
46.6,0.8,0.514
46.62,0.8,0.514
46.64,0.8,0.516
46.66,0.8,0.516
46.68,0.8,0.516
46.7,0.8,0.518
46.72,0.8,0.518
